ch,keV,net,fit,model,continuum_raw,Ba-133,continuum
52,141.215,17564.326,17564.326,18962.488,14159.776,18962.488,0.000
53,144.042,19348.793,19348.793,19979.477,14944.767,19979.477,0.000
54,146.869,21485.425,21485.425,19773.212,14402.243,19773.212,0.000
55,149.698,23316.825,23316.825,19659.101,13859.719,19659.101,0.000
56,152.526,25521.859,25521.859,19577.315,13317.195,19577.315,0.000
57,155.356,26591.259,26591.259,19418.119,12774.672,19418.119,0.000
58,158.186,27883.925,27883.925,19057.967,12232.148,19057.967,0.000
59,161.017,26936.526,26936.526,18425.856,11689.624,18425.856,0.000
60,163.848,26263.525,26263.525,17552.192,11147.100,17552.192,0.000
61,166.680,23871.892,23871.892,16556.100,10604.577,16556.100,0.000
62,169.513,21397.692,21397.692,15579.343,10062.053,15579.343,0.000
63,172.346,19140.959,19140.959,14718.942,9519.529,14718.942,0.000
64,175.180,16913.158,16913.158,14001.869,8977.005,14001.869,0.000
65,178.014,15073.258,15073.258,13402.806,8434.482,13402.806,0.000
66,180.850,13550.525,13550.525,12876.835,7891.958,12876.835,0.000
67,183.685,12761.158,12761.158,12382.014,7349.434,12382.014,0.000
68,186.522,11707.192,11707.192,11885.782,6806.911,11885.782,0.000
69,189.359,10986.159,10986.159,11362.365,6264.387,11362.365,0.000
70,192.197,10643.092,10643.092,10789.862,5721.863,10789.862,0.000
71,195.035,9855.459,9855.459,10151.261,5179.339,10151.261,0.000
72,197.874,9361.625,9361.625,9438.942,4636.816,9438.942,0.000
73,200.714,8222.759,8222.759,8659.207,4094.292,8659.207,0.000
74,203.554,7733.592,7733.592,7832.746,3551.768,7832.746,0.000
75,206.395,7110.859,7110.859,6989.244,3009.244,6989.244,0.000
76,209.236,6820.726,6820.726,6632.109,2940.612,6632.109,0.000
77,212.078,6474.026,6474.026,6308.457,2871.980,6308.457,0.000
78,214.921,6291.125,6291.125,6027.096,2803.348,6027.096,0.000
79,217.765,6300.359,6300.359,5786.414,2734.716,5786.414,0.000
80,220.608,6028.959,6028.959,5579.432,2666.084,5579.432,0.000
81,223.453,5875.625,5875.625,5398.874,2597.452,5398.874,0.000
82,226.298,5508.225,5508.225,5239.976,2528.820,5239.976,0.000
83,229.144,5260.758,5260.758,5100.632,2460.188,5100.632,0.000
84,231.990,4905.725,4905.725,4980.002,2391.556,4980.002,0.000
85,234.837,4410.992,4410.992,4877.282,2322.924,4877.282,0.000
86,237.685,4213.892,4213.892,4792.233,2254.292,4792.233,0.000
87,240.533,4074.992,4074.992,4728.361,2185.660,4728.361,0.000
88,243.382,3814.392,3814.392,4698.749,2117.028,4698.749,0.000
89,246.232,3809.959,3809.959,4733.276,2048.396,4733.276,0.000
90,249.082,3998.893,3998.893,4884.378,1979.764,4884.378,0.000
91,251.932,4183.026,4183.026,5226.834,1911.132,5226.834,0.000
92,254.784,4726.126,4726.126,5846.330,1842.500,5846.330,0.000
93,257.635,5764.427,5764.427,6813.620,1773.868,6813.620,0.000
94,260.488,7172.127,7172.127,8147.638,1705.236,8147.638,0.000
95,263.341,9171.227,9171.227,9780.962,1636.604,9780.962,0.000
96,266.194,11136.427,11136.427,11549.057,1567.972,11549.057,0.000
97,269.049,13003.660,13003.660,13222.621,1499.339,13222.621,0.000
98,271.903,14381.694,14381.694,14585.219,1430.707,14585.219,0.000
99,274.759,15190.594,15190.594,15531.249,1362.075,15531.249,0.000
100,277.615,15690.427,15690.427,16137.579,1293.443,16137.579,0.000
101,280.471,16596.294,16596.294,16662.728,1224.811,16662.728,0.000
102,283.328,17513.061,17513.061,17456.018,1156.179,17456.018,0.000
103,286.186,19025.961,19025.961,18803.629,1087.547,18803.629,0.000
104,289.045,21545.561,21545.561,20817.585,1061.125,20817.585,0.000
105,291.903,24257.361,24257.361,23228.480,1034.702,23228.480,0.000
106,294.763,25935.594,25935.594,25548.679,1008.279,25548.679,0.000
107,297.623,27829.861,27829.861,27177.804,981.857,27177.804,0.000
108,300.483,28721.061,28721.061,27605.078,955.434,27605.078,0.000
109,303.345,27519.461,27519.461,26584.510,929.012,26584.510,0.000
110,306.206,25490.128,25490.128,24213.907,902.589,24213.907,0.000
111,309.069,22767.095,22767.095,20893.625,876.167,20893.625,0.000
112,311.932,18777.395,18777.395,17194.826,849.744,17194.826,0.000
113,314.795,14937.028,14937.028,13702.128,823.321,13702.128,0.000
114,317.659,11527.095,11527.095,10896.106,796.899,10896.106,0.000
115,320.524,9247.862,9247.862,9111.155,770.476,9111.155,0.000
116,323.389,8615.928,8615.928,8563.173,744.054,8563.173,0.000
117,326.254,10138.728,10138.728,9410.348,717.631,9410.348,0.000
118,329.121,13261.595,13261.595,11800.435,691.208,11800.435,0.000
119,331.987,18876.562,18876.562,15868.932,664.786,15868.932,0.000
120,334.855,25819.828,25819.828,21676.937,638.363,21676.937,0.000
121,337.723,34671.662,34671.662,29106.451,611.941,29106.451,0.000
122,340.591,44054.461,44054.461,37755.722,585.518,37755.722,0.000
123,343.460,53570.162,53570.162,46889.167,559.096,46889.167,0.000
124,346.330,60311.395,60311.395,55487.579,532.673,55487.579,0.000
125,349.200,66747.028,66747.028,62412.434,506.250,62412.434,0.000
126,352.071,71058.495,71058.495,66651.907,479.828,66651.907,0.000
127,354.942,71412.095,71412.095,67574.701,453.405,67574.701,0.000
128,357.814,66598.396,66598.396,65102.686,426.983,65102.686,0.000
129,360.686,62894.662,62894.662,59736.078,400.560,59736.078,0.000
130,363.559,55414.896,55414.896,52418.222,374.137,52418.222,0.000
131,366.432,46649.096,46649.096,44287.124,347.715,44287.124,0.000
132,369.306,37534.096,37534.096,36399.967,321.292,36399.967,0.000
133,372.180,29871.529,29871.529,29518.624,294.870,29518.624,0.000
134,375.055,24046.729,24046.729,24011.431,268.447,24011.431,0.000
135,377.931,19158.396,19158.396,19877.962,242.024,19877.962,0.000
136,380.807,15883.796,15883.796,16861.888,215.602,16861.888,0.000
137,383.684,13822.096,13822.096,14597.122,189.179,14597.122,0.000
138,386.561,12178.130,12178.130,12758.586,184.774,12758.586,0.000
139,389.438,10517.063,10517.063,11076.771,180.369,11076.771,0.000
140,392.316,9071.930,9071.930,9429.423,175.964,9429.423,0.000
141,395.195,7729.396,7729.396,7801.805,171.559,7801.805,0.000
142,398.074,5987.596,5987.596,6245.894,167.154,6245.894,0.000
143,400.954,4747.596,4747.596,4836.343,162.749,4836.343,0.000
144,403.834,3499.263,3499.263,3636.760,158.344,3636.760,0.000
145,406.715,2419.663,2419.663,2681.876,153.939,2681.876,0.000
146,409.596,1807.430,1807.430,1974.457,149.534,1974.457,0.000
147,412.478,1357.963,1357.963,1491.963,145.129,1491.963,0.000
148,415.360,1095.596,1095.596,1197.134,140.724,1197.134,0.000
149,418.243,918.663,918.663,1047.857,136.319,1047.857,0.000
150,421.127,952.930,952.930,1003.870,131.914,1003.870,0.000
151,424.010,907.563,907.563,1029.877,127.509,1029.877,0.000
152,426.895,998.897,998.897,1096.011,123.104,1096.011,0.000
153,429.780,1149.030,1149.030,1177.103,118.699,1177.103,0.000
154,432.665,1293.230,1293.230,1251.983,114.294,1251.983,0.000
155,435.551,1252.663,1252.663,1303.494,109.889,1303.494,0.000
156,438.437,1443.830,1443.830,1319.217,105.484,1319.217,0.000
157,441.324,1463.530,1463.530,1292.433,101.079,1292.433,0.000
158,444.211,1440.797,1440.797,1222.698,96.674,1222.698,0.000
159,447.099,1346.897,1346.897,1115.535,92.269,1115.535,0.000
160,449.988,1215.430,1215.430,981.102,87.864,981.102,0.000
161,452.877,1041.163,1041.163,832.100,83.458,832.100,0.000
162,455.766,961.730,961.730,681.410,79.053,681.410,0.000
163,458.656,761.030,761.030,540.027,74.648,540.027,0.000
164,461.546,558.764,558.764,415.718,70.243,415.718,0.000
165,464.437,390.997,390.997,312.566,65.838,312.566,0.000
166,467.328,271.763,271.763,231.298,61.433,231.298,0.000
167,470.220,184.897,184.897,170.132,57.028,170.132,0.000
168,473.112,138.597,138.597,125.816,52.623,125.816,0.000
169,476.005,105.263,105.263,94.577,48.218,94.577,0.000
170,478.898,84.263,84.263,72.823,43.813,72.823,0.000
171,481.792,50.663,50.663,57.543,39.408,57.543,0.000
172,484.686,41.863,41.863,46.452,35.003,46.452,0.000
173,487.581,37.396,37.396,37.955,30.598,37.955,0.000
174,490.476,26.930,26.930,31.012,26.193,31.012,0.000
175,493.371,22.730,22.730,24.990,21.788,24.990,0.000
176,496.267,33.330,33.330,19.521,17.383,19.521,0.000
177,499.164,27.930,27.930,14.397,12.978,14.397,0.000
178,502.061,12.097,12.097,9.500,8.573,9.500,0.000
179,504.958,7.963,7.963,9.137,8.545,9.137,0.000
180,507.856,7.530,7.530,8.885,8.517,8.885,0.000
181,510.755,18.563,18.563,8.710,8.488,8.710,0.000
182,513.654,17.163,17.163,8.589,8.460,8.589,0.000
183,516.553,13.530,13.530,8.504,8.432,8.504,0.000
184,519.453,10.997,10.997,8.443,8.404,8.443,0.000
185,522.353,20.097,20.097,8.396,8.376,8.396,0.000
186,525.254,10.331,10.331,8.358,8.347,8.358,0.000
187,528.155,4.930,4.930,8.324,8.319,8.324,0.000
188,531.056,15.864,15.864,8.293,8.291,8.293,0.000
189,533.958,5.231,5.231,8.264,8.263,8.264,0.000
190,536.861,1.331,1.331,8.235,8.235,8.235,0.000
191,539.764,0.997,0.997,8.207,8.207,8.207,0.000
192,542.667,3.731,3.731,8.178,8.178,8.178,0.000
193,545.571,12.997,12.997,8.150,8.150,8.150,0.000
194,548.475,14.798,14.798,8.122,8.122,8.122,0.000
195,551.380,0.000,-0.936,8.094,8.094,8.094,0.000
196,554.285,4.098,4.098,8.066,8.066,8.066,0.000
197,557.191,10.831,10.831,8.037,8.037,8.037,0.000
198,560.097,17.498,17.498,8.009,8.009,8.009,0.000
199,563.004,0.997,0.997,7.981,7.981,7.981,0.000
200,565.910,4.964,4.964,7.953,7.953,7.953,0.000
201,568.818,0.000,-5.636,7.925,7.925,7.925,0.000
202,571.726,4.697,4.697,7.897,7.897,7.897,0.000
203,574.634,3.531,3.531,7.868,7.868,7.868,0.000
204,577.542,9.831,9.831,7.840,7.840,7.840,0.000
205,580.452,1.597,1.597,7.812,7.812,7.812,0.000
206,583.361,5.331,5.331,7.784,7.784,7.784,0.000
207,586.271,0.431,0.431,7.756,7.756,7.756,0.000
208,589.181,6.997,6.997,7.727,7.727,7.727,0.000
209,592.092,8.097,8.097,7.699,7.699,7.699,0.000
210,595.003,7.097,7.097,7.671,7.671,7.671,0.000
211,597.915,6.531,6.531,7.643,7.643,0.000,7.643
212,600.827,6.131,6.131,7.615,7.615,0.000,7.615
213,603.739,12.764,12.764,7.587,7.587,0.000,7.587
214,606.652,8.698,8.698,7.558,7.558,0.000,7.558
215,609.565,9.031,9.031,7.530,7.530,0.000,7.530
216,612.479,1.131,1.131,7.502,7.502,0.000,7.502
217,615.393,13.864,13.864,7.474,7.474,0.000,7.474
218,618.308,8.164,8.164,7.446,7.446,0.000,7.446
219,621.223,2.998,2.998,7.417,7.417,0.000,7.417
220,624.138,18.998,18.998,7.389,7.389,0.000,7.389
221,627.054,10.565,10.565,7.361,7.361,0.000,7.361
222,629.970,6.798,6.798,7.333,7.333,0.000,7.333
223,632.886,14.398,14.398,7.305,7.305,0.000,7.305
224,635.803,5.565,5.565,7.276,7.276,0.000,7.276
225,638.720,6.398,6.398,7.248,7.248,0.000,7.248
226,641.638,5.498,5.498,7.220,7.220,0.000,7.220
227,644.556,3.798,3.798,7.192,7.192,0.000,7.192
228,647.475,12.631,12.631,7.066,7.066,0.000,7.066
229,650.394,3.698,3.698,6.940,6.940,0.000,6.940
230,653.313,7.065,7.065,6.813,6.813,0.000,6.813
231,656.232,14.331,14.331,6.687,6.687,0.000,6.687
232,659.153,10.531,10.531,6.561,6.561,0.000,6.561
233,662.073,6.765,6.765,6.435,6.435,0.000,6.435
234,664.994,5.464,5.464,6.309,6.309,0.000,6.309
235,667.915,2.098,2.098,6.183,6.183,0.000,6.183
236,670.837,6.565,6.565,6.056,6.056,0.000,6.056
237,673.758,6.231,6.231,5.930,5.930,0.000,5.930
238,676.681,6.065,6.065,5.804,5.804,0.000,5.804
239,679.604,9.265,9.265,5.678,5.678,0.000,5.678
240,682.527,12.598,12.598,5.552,5.552,0.000,5.552
241,685.450,7.865,7.865,5.426,5.426,0.000,5.426
242,688.374,1.631,1.631,5.299,5.299,0.000,5.299
243,691.298,8.665,8.665,5.173,5.173,0.000,5.173
244,694.223,17.631,17.631,5.047,5.047,0.000,5.047
245,697.148,13.165,13.165,4.921,4.921,0.000,4.921
246,700.073,10.798,10.798,4.795,4.795,0.000,4.795
247,702.999,11.498,11.498,4.668,4.668,0.000,4.668
248,705.925,7.665,7.665,4.542,4.542,0.000,4.542
249,708.851,5.365,5.365,4.416,4.416,0.000,4.416
250,711.778,5.331,5.331,4.290,4.290,0.000,4.290
251,714.705,5.065,5.065,4.164,4.164,0.000,4.164
252,717.632,9.465,9.465,4.038,4.038,0.000,4.038
253,720.560,6.631,6.631,3.911,3.911,0.000,3.911
254,723.488,9.198,9.198,3.785,3.785,0.000,3.785
255,726.417,5.165,5.165,3.659,3.659,0.000,3.659
256,729.346,9.298,9.298,3.533,3.533,0.000,3.533
257,732.275,2.798,2.798,3.407,3.407,0.000,3.407
258,735.204,0.000,-1.935,3.281,3.281,0.000,3.281
259,738.134,4.998,4.998,3.154,3.154,0.000,3.154
260,741.065,8.798,8.798,3.028,3.028,0.000,3.028
261,743.995,8.265,8.265,2.902,2.902,0.000,2.902
262,746.926,2.432,2.432,2.776,2.776,0.000,2.776
263,749.857,0.165,0.165,2.650,2.650,0.000,2.650
264,752.789,4.998,4.998,2.523,2.523,0.000,2.523
265,755.721,0.832,0.832,2.397,2.397,0.000,2.397
266,758.653,0.000,-0.602,2.271,2.271,0.000,2.271
267,761.586,2.098,2.098,2.145,2.145,0.000,2.145
268,764.519,0.000,-0.868,2.019,2.019,0.000,2.019
269,767.452,5.098,5.098,1.893,1.893,0.000,1.893
270,770.386,0.000,-3.668,1.766,1.766,0.000,1.766
271,773.320,0.000,-2.868,1.640,1.640,0.000,1.640
272,776.254,0.232,0.232,1.514,1.514,0.000,1.514
273,779.189,0.000,-1.202,1.388,1.388,0.000,1.388
274,782.123,0.000,-5.735,1.262,1.262,0.000,1.262
275,785.059,0.000,-3.535,1.136,1.136,0.000,1.136
276,787.994,0.000,-1.902,1.009,1.009,0.000,1.009
277,790.930,1.798,1.798,0.883,0.883,0.000,0.883
278,793.866,0.000,-1.235,0.757,0.757,0.000,0.757
279,796.803,0.000,-3.802,0.631,0.631,0.000,0.631
280,799.740,0.898,0.898,0.505,0.505,0.000,0.505
281,802.677,0.365,0.365,0.379,0.379,0.000,0.379
282,805.614,9.498,9.498,0.252,0.252,0.000,0.252
283,808.552,0.732,0.732,0.126,0.126,0.000,0.126
284,811.490,0.000,-2.468,0.000,0.000,0.000,0.000
285,814.428,9.098,9.098,0.000,0.000,0.000,0.000
286,817.367,2.165,2.165,0.000,0.000,0.000,0.000
287,820.306,0.000,-4.535,0.000,0.000,0.000,0.000
288,823.245,0.000,-0.068,0.000,0.000,0.000,0.000
289,826.185,2.632,2.632,0.000,0.000,0.000,0.000
290,829.125,0.000,-0.668,0.000,0.000,0.000,0.000
291,832.065,0.198,0.198,0.000,0.000,0.000,0.000
292,835.006,1.999,1.999,0.000,0.000,0.000,0.000
293,837.946,0.000,-2.001,0.000,0.000,0.000,0.000
294,840.887,2.298,2.298,0.000,0.000,0.000,0.000
295,843.829,0.000,-3.835,0.000,0.000,0.000,0.000
296,846.770,3.898,3.898,0.000,0.000,0.000,0.000
297,849.712,0.000,-2.202,0.000,0.000,0.000,0.000
298,852.655,0.000,-0.835,0.000,0.000,0.000,0.000
299,855.597,7.432,7.432,0.000,0.000,0.000,0.000
300,858.540,0.000,-3.268,0.000,0.000,0.000,0.000
301,861.483,0.000,-3.202,0.000,0.000,0.000,0.000
302,864.426,0.000,-5.668,0.000,0.000,0.000,0.000
303,867.370,0.000,-1.801,0.000,0.000,0.000,0.000
304,870.314,0.000,-4.668,0.000,0.000,0.000,0.000
305,873.258,2.699,2.699,0.000,0.000,0.000,0.000
306,876.202,2.265,2.265,0.000,0.000,0.000,0.000
307,879.147,0.499,0.499,0.000,0.000,0.000,0.000
308,882.092,0.032,0.032,0.000,0.000,0.000,0.000
309,885.038,5.332,5.332,0.000,0.000,0.000,0.000
310,887.983,0.000,-2.735,0.000,0.000,0.000,0.000
311,890.929,8.565,8.565,0.000,0.000,0.000,0.000
312,893.875,5.032,5.032,0.000,0.000,0.000,0.000
313,896.821,0.000,-2.102,0.000,0.000,0.000,0.000
314,899.768,0.798,0.798,0.000,0.000,0.000,0.000
315,902.715,0.000,-4.235,0.000,0.000,0.000,0.000
316,905.662,4.065,4.065,0.000,0.000,0.000,0.000
317,908.609,1.698,1.698,0.000,0.000,0.000,0.000
318,911.557,0.000,-2.635,0.000,0.000,0.000,0.000
319,914.505,0.000,-1.902,0.000,0.000,0.000,0.000
320,917.453,0.000,-3.035,0.000,0.000,0.000,0.000
321,920.401,5.199,5.199,0.000,0.000,0.000,0.000
322,923.350,0.000,-7.001,0.000,0.000,0.000,0.000
323,926.299,1.732,1.732,0.000,0.000,0.000,0.000
324,929.248,0.365,0.365,0.000,0.000,0.000,0.000
325,932.198,0.000,-2.535,0.000,0.000,0.000,0.000
326,935.147,4.632,4.632,0.000,0.000,0.000,0.000
327,938.097,0.000,-0.001,0.000,0.000,0.000,0.000
328,941.047,0.265,0.265,0.000,0.000,0.000,0.000
329,943.998,0.532,0.532,0.000,0.000,0.000,0.000
330,946.948,0.000,-3.768,0.000,0.000,0.000,0.000
331,949.899,3.498,3.498,0.000,0.000,0.000,0.000
332,952.850,4.099,4.099,0.000,0.000,0.000,0.000
333,955.802,0.000,-0.401,0.000,0.000,0.000,0.000
334,958.753,0.000,-2.835,0.000,0.000,0.000,0.000
335,961.705,0.000,-5.968,0.000,0.000,0.000,0.000
336,964.657,0.000,-2.235,0.000,0.000,0.000,0.000
337,967.609,0.000,-1.401,0.000,0.000,0.000,0.000
338,970.562,0.732,0.732,0.000,0.000,0.000,0.000
339,973.514,0.000,-4.068,0.000,0.000,0.000,0.000
340,976.467,0.000,-4.935,0.000,0.000,0.000,0.000
341,979.420,4.899,4.899,0.000,0.000,0.000,0.000
342,982.374,3.632,3.632,0.000,0.000,0.000,0.000
343,985.327,2.465,2.465,0.000,0.000,0.000,0.000
344,988.281,0.000,-2.635,0.000,0.000,0.000,0.000
345,991.235,1.165,1.165,0.000,0.000,0.000,0.000
346,994.189,0.000,-5.735,0.000,0.000,0.000,0.000
347,997.144,0.499,0.499,0.000,0.000,0.000,0.000
348,1000.098,3.665,3.665,0.000,0.000,0.000,0.000
349,1003.053,0.000,-4.734,0.000,0.000,0.000,0.000
350,1006.008,1.399,1.399,0.000,0.000,0.000,0.000
351,1008.964,0.000,-0.901,0.000,0.000,0.000,0.000
352,1011.919,0.000,-0.635,0.000,0.000,0.000,0.000
353,1014.875,0.000,-4.035,0.000,0.000,0.000,0.000
354,1017.831,0.000,-5.168,0.000,0.000,0.000,0.000
355,1020.787,0.332,0.332,0.000,0.000,0.000,0.000
356,1023.743,0.000,-1.568,0.000,0.000,0.000,0.000
357,1026.700,0.000,-1.534,0.000,0.000,0.000,0.000
358,1029.656,0.000,-4.201,0.000,0.000,0.000,0.000
359,1032.613,5.665,5.665,0.000,0.000,0.000,0.000
360,1035.570,3.399,3.399,0.000,0.000,0.000,0.000
361,1038.528,0.000,-1.501,0.000,0.000,0.000,0.000
362,1041.485,2.665,2.665,0.000,0.000,0.000,0.000
363,1044.443,2.799,2.799,0.000,0.000,0.000,0.000
364,1047.401,0.000,-1.868,0.000,0.000,0.000,0.000
365,1050.359,3.132,3.132,0.000,0.000,0.000,0.000
366,1053.317,0.000,-1.901,0.000,0.000,0.000,0.000
367,1056.275,0.000,-1.201,0.000,0.000,0.000,0.000
368,1059.234,1.965,1.965,0.000,0.000,0.000,0.000
369,1062.192,2.599,2.599,0.000,0.000,0.000,0.000
370,1065.151,0.000,-0.168,0.000,0.000,0.000,0.000
371,1068.111,0.000,-2.201,0.000,0.000,0.000,0.000
372,1071.070,2.266,2.266,0.000,0.000,0.000,0.000
373,1074.029,0.000,-1.001,0.000,0.000,0.000,0.000
374,1076.989,0.000,-1.235,0.000,0.000,0.000,0.000
375,1079.949,0.000,-3.601,0.000,0.000,0.000,0.000
376,1082.909,0.000,-0.335,0.000,0.000,0.000,0.000
377,1085.869,1.532,1.532,0.000,0.000,0.000,0.000
378,1088.829,0.932,0.932,0.000,0.000,0.000,0.000
379,1091.790,0.632,0.632,0.000,0.000,0.000,0.000
380,1094.750,0.000,-1.768,0.000,0.000,0.000,0.000
381,1097.711,1.165,1.165,0.000,0.000,0.000,0.000
382,1100.672,0.000,-0.835,0.000,0.000,0.000,0.000
383,1103.633,0.000,-0.835,0.000,0.000,0.000,0.000
384,1106.594,0.000,-1.468,0.000,0.000,0.000,0.000
385,1109.556,0.000,-3.168,0.000,0.000,0.000,0.000
386,1112.517,0.000,-6.168,0.000,0.000,0.000,0.000
387,1115.479,0.765,0.765,0.000,0.000,0.000,0.000
388,1118.441,0.000,-4.268,0.000,0.000,0.000,0.000
389,1121.403,2.532,2.532,0.000,0.000,0.000,0.000
390,1124.365,0.000,-1.668,0.000,0.000,0.000,0.000
391,1127.328,0.332,0.332,0.000,0.000,0.000,0.000
392,1130.290,0.000,-0.501,0.000,0.000,0.000,0.000
393,1133.253,0.000,-2.568,0.000,0.000,0.000,0.000
394,1136.215,2.532,2.532,0.000,0.000,0.000,0.000
395,1139.178,0.000,-0.868,0.000,0.000,0.000,0.000
396,1142.141,0.000,-0.935,0.000,0.000,0.000,0.000
397,1145.104,0.000,-0.668,0.000,0.000,0.000,0.000
398,1148.068,0.000,-0.734,0.000,0.000,0.000,0.000
399,1151.031,2.799,2.799,0.000,0.000,0.000,0.000
400,1153.995,1.066,1.066,0.000,0.000,0.000,0.000
401,1156.959,0.000,-0.334,0.000,0.000,0.000,0.000
402,1159.922,0.000,-1.701,0.000,0.000,0.000,0.000
403,1162.886,0.000,-1.334,0.000,0.000,0.000,0.000
404,1165.850,0.000,-1.834,0.000,0.000,0.000,0.000
405,1168.815,0.000,-0.134,0.000,0.000,0.000,0.000
406,1171.779,0.000,-0.034,0.000,0.000,0.000,0.000
407,1174.744,0.000,-2.834,0.000,0.000,0.000,0.000
408,1177.708,0.632,0.632,0.000,0.000,0.000,0.000
409,1180.673,0.000,-3.068,0.000,0.000,0.000,0.000
410,1183.638,0.999,0.999,0.000,0.000,0.000,0.000
411,1186.603,0.000,-0.601,0.000,0.000,0.000,0.000
412,1189.568,0.000,-0.901,0.000,0.000,0.000,0.000
413,1192.533,1.033,1.033,0.000,0.000,0.000,0.000
414,1195.498,0.000,-3.134,0.000,0.000,0.000,0.000
415,1198.464,0.000,-0.534,0.000,0.000,0.000,0.000
416,1201.429,8.999,8.999,0.000,0.000,0.000,0.000
417,1204.395,0.866,0.866,0.000,0.000,0.000,0.000
418,1207.360,0.000,-1.467,0.000,0.000,0.000,0.000
419,1210.326,0.000,-0.534,0.000,0.000,0.000,0.000
420,1213.292,0.000,-1.968,0.000,0.000,0.000,0.000
421,1216.258,1.999,1.999,0.000,0.000,0.000,0.000
422,1219.224,1.232,1.232,0.000,0.000,0.000,0.000
423,1222.191,0.000,-0.067,0.000,0.000,0.000,0.000
424,1225.157,0.566,0.566,0.000,0.000,0.000,0.000
425,1228.123,2.933,2.933,0.000,0.000,0.000,0.000
426,1231.090,0.000,-1.534,0.000,0.000,0.000,0.000
427,1234.056,1.232,1.232,0.000,0.000,0.000,0.000
428,1237.023,0.000,-1.267,0.000,0.000,0.000,0.000
429,1239.990,0.433,0.433,0.000,0.000,0.000,0.000
430,1242.957,3.132,3.132,0.000,0.000,0.000,0.000
431,1245.924,0.733,0.733,0.000,0.000,0.000,0.000
432,1248.891,0.266,0.266,0.000,0.000,0.000,0.000
433,1251.858,1.199,1.199,0.000,0.000,0.000,0.000
434,1254.825,0.232,0.232,0.000,0.000,0.000,0.000
