ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu,continuum
4004,1532.791,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4005,1533.176,0.000,-0.114,0.009,0.009,0.000,0.000,0.009
4006,1533.561,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4007,1533.947,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4008,1534.332,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4009,1534.717,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4010,1535.102,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4011,1535.487,0.000,-0.016,0.009,0.009,0.000,0.000,0.009
4012,1535.872,0.000,-0.114,0.009,0.009,0.000,0.000,0.009
4013,1536.257,0.886,0.886,0.009,0.009,0.000,0.000,0.009
4014,1536.642,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4015,1537.027,0.000,-0.016,0.009,0.009,0.000,0.000,0.009
4016,1537.412,0.000,-0.016,0.009,0.009,0.000,0.000,0.009
4017,1537.797,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4018,1538.182,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4019,1538.567,0.000,-0.082,0.009,0.009,0.000,0.000,0.009
4020,1538.952,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4021,1539.337,0.000,-0.016,0.009,0.009,0.000,0.000,0.009
4022,1539.722,0.000,-0.098,0.009,0.009,0.000,0.000,0.009
4023,1540.107,0.000,-0.114,0.009,0.009,0.000,0.000,0.009
4024,1540.492,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4025,1540.877,0.000,0.000,0.009,0.009,0.000,0.000,0.009
4026,1541.262,0.000,-0.082,0.009,0.009,0.000,0.000,0.009
4027,1541.647,0.000,-0.016,0.009,0.009,0.000,0.000,0.009
4028,1542.032,0.000,-0.016,0.009,0.009,0.000,0.000,0.009
4029,1542.417,0.000,-0.016,0.009,0.009,0.000,0.000,0.009
4030,1542.803,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4031,1543.188,0.000,-0.082,0.009,0.009,0.000,0.000,0.009
4032,1543.573,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4033,1543.958,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4034,1544.343,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4035,1544.728,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4036,1545.113,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4037,1545.498,0.000,-0.098,0.009,0.009,0.000,0.000,0.009
4038,1545.883,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4039,1546.268,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4040,1546.653,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4041,1547.038,0.000,-0.098,0.009,0.009,0.000,0.000,0.009
4042,1547.423,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4043,1547.808,0.000,-0.098,0.009,0.009,0.000,0.000,0.009
4044,1548.193,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4045,1548.578,0.000,-0.098,0.009,0.009,0.000,0.000,0.009
4046,1548.963,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4047,1549.348,1.000,1.000,0.009,0.009,0.000,0.000,0.009
4048,1549.733,0.000,-0.082,0.009,0.009,0.000,0.000,0.009
4049,1550.118,0.000,-0.016,0.009,0.009,0.000,0.000,0.009
4050,1550.503,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4051,1550.888,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4052,1551.273,0.000,-0.016,0.009,0.009,0.000,0.000,0.009
4053,1551.659,0.000,-0.082,0.009,0.009,0.000,0.000,0.009
4054,1552.044,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4055,1552.429,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4056,1552.814,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4057,1553.199,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4058,1553.584,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4059,1553.969,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4060,1554.354,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4061,1554.739,0.984,0.984,0.009,0.009,0.000,0.000,0.009
4062,1555.124,0.000,-0.082,0.009,0.009,0.000,0.000,0.009
4063,1555.509,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4064,1555.894,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4065,1556.279,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4066,1556.664,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4067,1557.049,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4068,1557.434,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4069,1557.819,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4070,1558.204,0.886,0.886,0.009,0.009,0.000,0.000,0.009
4071,1558.589,0.000,-0.098,0.009,0.009,0.000,0.000,0.009
4072,1558.974,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4073,1559.359,0.000,0.000,0.009,0.009,0.000,0.000,0.009
4074,1559.744,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4075,1560.129,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4076,1560.515,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4077,1560.900,0.000,-0.082,0.009,0.009,0.000,0.000,0.009
4078,1561.285,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4079,1561.670,0.000,-0.098,0.009,0.009,0.000,0.000,0.009
4080,1562.055,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4081,1562.440,0.951,0.951,0.009,0.009,0.000,0.000,0.009
4082,1562.825,0.000,0.000,0.009,0.009,0.000,0.000,0.009
4083,1563.210,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4084,1563.595,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4085,1563.980,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4086,1564.365,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4087,1564.750,0.000,-0.065,0.009,0.009,0.000,0.000,0.009
4088,1565.135,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4089,1565.520,0.000,-0.033,0.009,0.009,0.000,0.000,0.009
4090,1565.905,0.000,-0.049,0.009,0.009,0.000,0.000,0.009
4091,1566.290,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4092,1566.675,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4093,1567.060,0.000,-0.082,0.008,0.008,0.000,0.000,0.008
4094,1567.445,0.000,-0.082,0.008,0.008,0.000,0.000,0.008
4095,1567.830,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4096,1568.215,0.000,0.000,0.008,0.008,0.000,0.000,0.008
4097,1568.600,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4098,1568.985,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4099,1569.371,0.000,-0.147,0.008,0.008,0.000,0.000,0.008
4100,1569.756,0.000,-0.082,0.008,0.008,0.000,0.000,0.008
4101,1570.141,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4102,1570.526,0.967,0.967,0.008,0.008,0.000,0.000,0.008
4103,1570.911,0.000,-0.065,0.008,0.008,0.000,0.000,0.008
4104,1571.296,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4105,1571.681,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4106,1572.066,0.000,-0.065,0.008,0.008,0.000,0.000,0.008
4107,1572.451,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4108,1572.836,0.000,-0.065,0.008,0.008,0.000,0.000,0.008
4109,1573.221,0.935,0.935,0.008,0.008,0.000,0.000,0.008
4110,1573.606,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4111,1573.991,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4112,1574.376,0.000,-0.098,0.008,0.008,0.000,0.000,0.008
4113,1574.761,0.000,-0.082,0.008,0.008,0.000,0.000,0.008
4114,1575.146,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4115,1575.531,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4116,1575.916,0.000,-0.065,0.008,0.008,0.000,0.000,0.008
4117,1576.301,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4118,1576.686,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4119,1577.071,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4120,1577.456,0.000,-0.065,0.008,0.008,0.000,0.000,0.008
4121,1577.841,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4122,1578.227,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4123,1578.612,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4124,1578.997,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4125,1579.382,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4126,1579.767,0.000,-0.065,0.008,0.008,0.000,0.000,0.008
4127,1580.152,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4128,1580.537,0.000,0.000,0.008,0.008,0.000,0.000,0.008
4129,1580.922,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4130,1581.307,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4131,1581.692,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4132,1582.077,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4133,1582.462,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4134,1582.847,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4135,1583.232,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4136,1583.617,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4137,1584.002,0.000,-0.065,0.008,0.008,0.000,0.000,0.008
4138,1584.387,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4139,1584.772,0.000,-0.065,0.008,0.008,0.000,0.000,0.008
4140,1585.157,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4141,1585.542,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4142,1585.927,0.000,-0.098,0.008,0.008,0.000,0.000,0.008
4143,1586.312,0.000,0.000,0.008,0.008,0.000,0.000,0.008
4144,1586.697,0.000,-0.114,0.008,0.008,0.000,0.000,0.008
4145,1587.083,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4146,1587.468,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4147,1587.853,0.000,-0.098,0.008,0.008,0.000,0.000,0.008
4148,1588.238,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4149,1588.623,0.000,-0.065,0.008,0.008,0.000,0.000,0.008
4150,1589.008,0.000,0.000,0.008,0.008,0.000,0.000,0.008
4151,1589.393,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4152,1589.778,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4153,1590.163,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4154,1590.548,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4155,1590.933,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4156,1591.318,0.935,0.935,0.008,0.008,0.000,0.000,0.008
4157,1591.703,0.000,0.000,0.008,0.008,0.000,0.000,0.008
4158,1592.088,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4159,1592.473,0.984,0.984,0.008,0.008,0.000,0.000,0.008
4160,1592.858,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4161,1593.243,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4162,1593.628,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4163,1594.013,0.000,0.000,0.008,0.008,0.000,0.000,0.008
4164,1594.398,0.000,-0.049,0.008,0.008,0.000,0.000,0.008
4165,1594.783,0.984,0.984,0.008,0.008,0.000,0.000,0.008
4166,1595.168,0.000,-0.082,0.008,0.008,0.000,0.000,0.008
4167,1595.553,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4168,1595.939,0.000,-0.065,0.008,0.008,0.000,0.000,0.008
4169,1596.324,0.000,0.000,0.008,0.008,0.000,0.000,0.008
4170,1596.709,0.000,-0.016,0.008,0.008,0.000,0.000,0.008
4171,1597.094,0.000,0.000,0.008,0.008,0.000,0.000,0.008
4172,1597.479,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4173,1597.864,0.000,0.000,0.008,0.008,0.000,0.000,0.008
4174,1598.249,0.000,-0.082,0.008,0.008,0.000,0.000,0.008
4175,1598.634,0.000,-0.082,0.008,0.008,0.000,0.000,0.008
4176,1599.019,0.000,-0.033,0.008,0.008,0.000,0.000,0.008
4177,1599.404,0.000,-0.082,0.007,0.007,0.000,0.000,0.007
4178,1599.789,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4179,1600.174,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4180,1600.559,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4181,1600.944,0.000,0.000,0.007,0.007,0.000,0.000,0.007
4182,1601.329,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4183,1601.714,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4184,1602.099,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4185,1602.484,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4186,1602.869,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4187,1603.254,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4188,1603.639,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4189,1604.024,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4190,1604.409,0.000,-0.082,0.007,0.007,0.000,0.000,0.007
4191,1604.795,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4192,1605.180,0.000,0.000,0.007,0.007,0.000,0.000,0.007
4193,1605.565,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4194,1605.950,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4195,1606.335,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4196,1606.720,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4197,1607.105,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4198,1607.490,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4199,1607.875,0.000,0.000,0.007,0.007,0.000,0.000,0.007
4200,1608.260,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4201,1608.645,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4202,1609.030,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4203,1609.415,0.967,0.967,0.007,0.007,0.000,0.000,0.007
4204,1609.800,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4205,1610.185,0.000,0.000,0.007,0.007,0.000,0.000,0.007
4206,1610.570,0.984,0.984,0.007,0.007,0.000,0.000,0.007
4207,1610.955,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4208,1611.340,0.000,-0.082,0.007,0.007,0.000,0.000,0.007
4209,1611.725,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4210,1612.110,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4211,1612.495,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4212,1612.880,0.000,-0.098,0.007,0.007,0.000,0.000,0.007
4213,1613.265,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4214,1613.651,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4215,1614.036,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4216,1614.421,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4217,1614.806,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4218,1615.191,0.000,0.000,0.007,0.007,0.000,0.000,0.007
4219,1615.576,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4220,1615.961,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4221,1616.346,0.000,-0.082,0.007,0.007,0.000,0.000,0.007
4222,1616.731,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4223,1617.116,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4224,1617.501,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4225,1617.886,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4226,1618.271,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4227,1618.656,0.000,-0.082,0.007,0.007,0.000,0.000,0.007
4228,1619.041,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4229,1619.426,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4230,1619.811,0.000,-0.082,0.007,0.007,0.000,0.000,0.007
4231,1620.196,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4232,1620.581,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4233,1620.966,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4234,1621.351,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4235,1621.736,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4236,1622.121,0.984,0.984,0.007,0.007,0.000,0.000,0.007
4237,1622.507,0.967,0.967,0.007,0.007,0.000,0.000,0.007
4238,1622.892,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4239,1623.277,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4240,1623.662,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4241,1624.047,0.967,0.967,0.007,0.007,0.000,0.000,0.007
4242,1624.432,0.000,-0.098,0.007,0.007,0.000,0.000,0.007
4243,1624.817,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4244,1625.202,0.000,-0.065,0.007,0.007,0.000,0.000,0.007
4245,1625.587,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4246,1625.972,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4247,1626.357,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4248,1626.742,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4249,1627.127,0.951,0.951,0.007,0.007,0.000,0.000,0.007
4250,1627.512,0.000,-0.033,0.007,0.007,0.000,0.000,0.007
4251,1627.897,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4252,1628.282,0.000,-0.016,0.007,0.007,0.000,0.000,0.007
4253,1628.667,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4254,1629.052,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4255,1629.437,0.000,0.000,0.007,0.007,0.000,0.000,0.007
4256,1629.822,0.000,-0.049,0.007,0.007,0.000,0.000,0.007
4257,1630.207,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4258,1630.592,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4259,1630.977,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4260,1631.363,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4261,1631.748,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4262,1632.133,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4263,1632.518,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4264,1632.903,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4265,1633.288,0.984,0.984,0.006,0.006,0.000,0.000,0.006
4266,1633.673,0.000,0.000,0.006,0.006,0.000,0.000,0.006
4267,1634.058,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4268,1634.443,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4269,1634.828,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4270,1635.213,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4271,1635.598,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4272,1635.983,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4273,1636.368,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4274,1636.753,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4275,1637.138,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4276,1637.523,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4277,1637.908,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4278,1638.293,0.000,-0.082,0.006,0.006,0.000,0.000,0.006
4279,1638.678,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4280,1639.063,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4281,1639.448,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4282,1639.833,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4283,1640.219,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4284,1640.604,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4285,1640.989,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4286,1641.374,0.000,-0.114,0.006,0.006,0.000,0.000,0.006
4287,1641.759,0.000,-0.082,0.006,0.006,0.000,0.000,0.006
4288,1642.144,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4289,1642.529,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4290,1642.914,0.000,-0.082,0.006,0.006,0.000,0.000,0.006
4291,1643.299,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4292,1643.684,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4293,1644.069,0.000,-0.114,0.006,0.006,0.000,0.000,0.006
4294,1644.454,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4295,1644.839,0.935,0.935,0.006,0.006,0.000,0.000,0.006
4296,1645.224,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4297,1645.609,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4298,1645.994,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4299,1646.379,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4300,1646.764,0.000,0.000,0.006,0.006,0.000,0.000,0.006
4301,1647.149,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4302,1647.534,0.000,-0.114,0.006,0.006,0.000,0.000,0.006
4303,1647.919,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4304,1648.304,0.000,-0.098,0.006,0.006,0.000,0.000,0.006
4305,1648.689,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4306,1649.075,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4307,1649.460,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4308,1649.845,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4309,1650.230,0.000,-0.082,0.006,0.006,0.000,0.000,0.006
4310,1650.615,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4311,1651.000,0.000,-0.082,0.006,0.006,0.000,0.000,0.006
4312,1651.385,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4313,1651.770,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4314,1652.155,0.000,-0.147,0.006,0.006,0.000,0.000,0.006
4315,1652.540,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4316,1652.925,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4317,1653.310,0.000,-0.098,0.006,0.006,0.000,0.000,0.006
4318,1653.695,0.902,0.902,0.006,0.006,0.000,0.000,0.006
4319,1654.080,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4320,1654.465,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4321,1654.850,1.000,1.000,0.006,0.006,0.000,0.000,0.006
4322,1655.235,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4323,1655.620,0.000,-0.082,0.006,0.006,0.000,0.000,0.006
4324,1656.005,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4325,1656.390,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4326,1656.775,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4327,1657.160,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4328,1657.545,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
4329,1657.931,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4330,1658.316,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4331,1658.701,0.000,-0.033,0.006,0.006,0.000,0.000,0.006
4332,1659.086,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4333,1659.471,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4334,1659.856,0.967,0.967,0.006,0.006,0.000,0.000,0.006
4335,1660.241,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
4336,1660.626,0.000,-0.065,0.006,0.006,0.000,0.000,0.006
4337,1661.011,0.000,-0.098,0.005,0.005,0.000,0.000,0.005
4338,1661.396,0.000,-0.065,0.005,0.005,0.000,0.000,0.005
4339,1661.781,0.000,-0.082,0.005,0.005,0.000,0.000,0.005
4340,1662.166,0.000,-0.114,0.005,0.005,0.000,0.000,0.005
4341,1662.551,0.000,-0.082,0.005,0.005,0.000,0.000,0.005
4342,1662.936,0.967,0.967,0.005,0.005,0.000,0.000,0.005
4343,1663.321,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
4344,1663.706,0.000,-0.065,0.005,0.005,0.000,0.000,0.005
4345,1664.091,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
4346,1664.476,0.000,-0.082,0.005,0.005,0.000,0.000,0.005
4347,1664.861,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
4348,1665.246,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
4349,1665.631,0.000,0.000,0.005,0.005,0.000,0.000,0.005
4350,1666.016,0.000,-0.065,0.005,0.005,0.000,0.000,0.005
4351,1666.401,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
4352,1666.787,0.000,-0.065,0.005,0.005,0.000,0.000,0.005
4353,1667.172,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
4354,1667.557,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
4355,1667.942,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
4356,1668.327,0.000,-0.065,0.005,0.005,0.000,0.000,0.005
4357,1668.712,0.000,-0.033,0.005,0.005,0.000,0.000,0.005
4358,1669.097,0.000,-0.033,0.005,0.005,0.000,0.000,0.005
4359,1669.482,0.000,0.000,0.005,0.005,0.000,0.000,0.005
4360,1669.867,0.000,-0.065,0.005,0.005,0.000,0.000,0.005
4361,1670.252,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
4362,1670.637,0.000,-0.082,0.005,0.005,0.000,0.000,0.005
4363,1671.022,0.000,-0.065,0.005,0.005,0.000,0.000,0.005
4364,1671.407,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
4365,1671.792,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
4366,1672.177,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
4367,1672.562,0.967,0.967,0.005,0.005,0.000,0.000,0.005
4368,1672.947,0.000,-0.082,0.005,0.005,0.000,0.000,0.005
4369,1673.332,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
4370,1673.717,0.000,-0.033,0.005,0.005,0.000,0.000,0.005
4371,1674.102,0.967,0.967,0.005,0.005,0.000,0.000,0.005
4372,1674.487,0.000,-0.033,0.005,0.005,0.000,0.000,0.005
4373,1674.872,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
4374,1675.257,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
4375,1675.643,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
4376,1676.028,0.000,-0.065,0.005,0.005,0.000,0.000,0.005
4377,1676.413,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
4378,1676.798,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
4379,1677.183,0.000,-0.065,0.005,0.005,0.000,0.000,0.005
4380,1677.568,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
4381,1677.953,0.000,-0.049,0.005,0.005,0.000,0.000,0.005
