ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232
1138,410.195,4266.162,4266.162,4444.911,1888.539,2458.463,1688.722,3.751,291.541,0.000,0.000,2.382,0.000
1139,410.561,4111.682,4111.682,4444.046,1887.122,2463.061,1683.446,3.718,291.392,0.000,0.000,2.377,0.000
1140,410.927,4088.922,4088.922,4442.810,1885.705,2467.264,1678.189,3.688,291.244,0.000,0.000,2.372,0.000
1141,411.293,4284.622,4284.622,4441.192,1884.288,2471.057,1672.956,3.661,291.098,0.000,0.000,2.368,0.000
1142,411.659,4237.202,4237.202,4439.184,1882.870,2474.428,1667.749,3.636,290.955,0.000,0.000,2.363,0.000
1143,412.026,4163.879,4163.879,4436.775,1881.453,2477.366,1662.571,3.614,290.814,0.000,0.000,2.358,0.000
1144,412.392,4118.582,4118.582,4433.958,1880.036,2479.860,1657.423,3.595,290.675,0.000,0.000,2.353,0.000
1145,412.758,4135.808,4135.808,4430.726,1878.619,2481.900,1652.309,3.577,290.540,0.000,0.000,2.349,0.000
1146,413.124,4201.875,4201.875,4427.073,1877.201,2483.479,1647.230,3.562,290.407,0.000,0.000,2.344,0.000
1147,413.490,4172.689,4172.689,4422.994,1875.784,2484.588,1642.189,3.549,290.277,0.000,0.000,2.339,0.000
1148,413.856,4050.417,4050.417,4418.485,1874.367,2485.222,1637.189,3.538,290.150,0.000,0.000,2.335,0.000
1149,414.222,4188.580,4188.580,4413.542,1872.949,2485.375,1632.230,3.528,290.027,0.000,0.000,2.330,0.000
1150,414.588,4098.046,4098.046,4408.165,1871.532,2485.045,1627.315,3.520,289.908,0.000,0.000,2.326,0.000
1151,414.954,4046.921,4046.921,4402.353,1870.115,2484.229,1622.446,3.513,289.793,0.000,0.000,2.321,0.000
1152,415.321,4167.425,4167.425,4396.107,1868.698,2482.925,1617.624,3.508,289.682,0.000,0.000,2.317,0.000
1153,415.687,4146.086,4146.086,4389.428,1867.280,2481.134,1612.851,3.503,289.576,0.000,0.000,2.313,0.000
1154,416.053,4134.735,4134.735,4382.319,1865.863,2478.856,1608.129,3.499,289.475,0.000,0.000,2.308,0.000
1155,416.419,4076.940,4076.940,4374.784,1864.446,2476.095,1603.458,3.497,289.379,0.000,0.000,2.304,0.000
1156,416.785,4015.027,4015.027,4366.830,1863.029,2472.855,1598.841,3.494,289.289,0.000,0.000,2.300,0.000
1157,417.151,3894.752,3894.752,4358.461,1861.611,2469.139,1594.278,3.492,289.205,0.000,0.000,2.296,0.000
1158,417.517,4032.718,4032.718,4349.686,1860.194,2464.956,1589.770,3.491,289.127,0.000,0.000,2.291,0.000
1159,417.883,4058.993,4058.993,4340.514,1858.777,2460.312,1585.318,3.489,289.056,0.000,0.000,2.287,0.000
1160,418.250,4049.802,4049.802,4330.953,1857.360,2455.215,1580.924,3.488,288.993,0.000,0.000,2.283,0.000
1161,418.616,3904.597,3904.597,4321.016,1855.942,2449.676,1576.587,3.486,288.937,0.000,0.000,2.279,0.000
1162,418.982,3847.654,3847.654,4310.714,1854.525,2443.706,1572.308,3.484,288.890,0.000,0.000,2.275,0.000
1163,419.348,4006.032,4006.032,4300.059,1853.108,2437.317,1568.088,3.481,288.851,0.000,0.000,2.271,0.000
1164,419.714,3955.731,3955.731,4289.067,1851.690,2430.521,1563.928,3.478,288.821,0.000,0.000,2.267,0.000
1165,420.080,3866.914,3866.914,4277.751,1850.273,2423.334,1559.827,3.475,288.802,0.000,0.000,2.263,0.000
1166,420.446,4125.305,4125.305,4266.127,1848.856,2415.769,1555.785,3.470,288.792,0.000,0.000,2.259,0.000
1167,420.812,3981.728,3981.728,4254.211,1847.439,2407.843,1551.804,3.465,288.794,0.000,0.000,2.255,0.000
1168,421.179,3914.234,3914.234,4242.022,1846.021,2399.572,1547.883,3.459,288.807,0.000,0.000,2.251,0.000
1169,421.545,3913.043,3913.043,4229.576,1844.604,2390.974,1544.021,3.451,288.832,0.000,0.000,2.247,0.000
1170,421.911,3935.288,3935.288,4216.893,1843.187,2382.068,1540.219,3.443,288.870,0.000,0.000,2.243,0.000
1171,422.277,3890.249,3890.249,4203.991,1841.770,2372.871,1536.476,3.433,288.921,0.000,0.000,2.239,0.000
1172,422.643,3813.433,3813.433,4190.891,1840.352,2363.404,1532.793,3.421,288.986,0.000,0.000,2.236,0.000
1173,423.009,3759.774,3759.774,4177.613,1838.935,2353.687,1529.169,3.409,289.066,0.000,0.000,2.232,0.000
1174,423.375,3943.343,3943.343,4164.178,1837.518,2343.741,1525.602,3.395,289.161,0.000,0.000,2.228,0.000
1175,423.741,3716.973,3716.973,4150.606,1836.100,2333.585,1522.094,3.379,289.273,0.000,0.000,2.224,0.000
1176,424.108,3805.271,3805.271,4136.919,1834.683,2323.242,1518.643,3.362,289.401,0.000,0.000,2.221,0.000
1177,424.474,3737.501,3737.501,4123.139,1833.266,2312.732,1515.248,3.343,289.547,0.000,0.000,2.217,0.000
1178,424.840,3756.237,3756.237,4109.287,1831.849,2302.079,1511.910,3.323,289.711,0.000,0.000,2.213,0.000
1179,425.206,3738.449,3738.449,4095.386,1830.431,2291.303,1508.626,3.301,289.895,0.000,0.000,2.210,0.000
1180,425.572,3833.058,3833.058,4081.457,1829.014,2280.428,1505.398,3.277,290.098,0.000,0.000,2.206,0.000
1181,425.938,3597.048,3597.048,4067.523,1827.597,2269.474,1502.222,3.251,290.322,0.000,0.000,2.203,0.000
1182,426.304,3675.615,3675.615,4053.606,1826.180,2258.465,1499.100,3.224,290.567,0.000,0.000,2.199,0.000
1183,426.671,3736.580,3736.580,4039.728,1824.762,2247.422,1496.029,3.195,290.835,0.000,0.000,2.196,0.000
1184,427.037,3744.697,3744.697,4025.909,1823.345,2236.367,1493.009,3.165,291.125,0.000,0.000,2.192,0.000
1185,427.403,3746.947,3746.947,4012.174,1821.928,2225.322,1490.040,3.133,291.440,0.000,0.000,2.189,0.000
1186,427.769,3713.062,3713.062,3998.541,1820.510,2214.309,1487.119,3.099,291.778,0.000,0.000,2.185,0.000
1187,428.135,3669.174,3669.174,3985.033,1819.093,2203.349,1484.246,3.064,292.142,0.000,0.000,2.182,0.000
1188,428.501,3763.139,3763.139,3971.671,1817.676,2192.462,1481.421,3.027,292.532,0.000,0.000,2.179,0.000
1189,428.867,3654.330,3654.330,3958.474,1816.259,2181.670,1478.641,2.988,292.949,0.000,0.000,2.175,0.000
1190,429.234,3791.186,3791.186,3945.463,1814.841,2170.993,1475.906,2.948,293.394,0.000,0.000,2.172,0.000
1191,429.600,3718.280,3718.280,3932.657,1813.424,2160.450,1473.215,2.907,293.866,0.000,0.000,2.169,0.000
1192,429.966,3750.411,3750.411,3920.076,1812.007,2150.061,1470.567,2.864,294.368,0.000,0.000,2.166,0.000
1193,430.332,3679.194,3679.194,3907.738,1810.590,2139.846,1467.961,2.820,294.899,0.000,0.000,2.162,0.000
1194,430.698,3769.222,3769.222,3895.661,1809.172,2129.822,1465.395,2.775,295.460,0.000,0.000,2.159,0.000
1195,431.064,3771.998,3771.998,3883.862,1807.755,2120.007,1462.869,2.728,296.052,0.000,0.000,2.156,0.000
1196,431.430,3620.348,3620.348,3872.360,1806.338,2110.419,1460.382,2.681,296.675,0.000,0.000,2.153,0.000
1197,431.797,3644.781,3644.781,3861.169,1804.921,2101.075,1457.932,2.632,297.330,0.000,0.000,2.150,0.000
1198,432.163,3726.734,3726.734,3850.306,1803.503,2091.991,1455.518,2.583,298.018,0.000,0.000,2.147,0.000
1199,432.529,3711.187,3711.187,3839.787,1802.086,2083.182,1453.141,2.532,298.738,0.000,0.000,2.144,0.000
1200,432.895,3535.190,3535.190,3829.625,1800.669,2074.665,1450.797,2.481,299.491,0.000,0.000,2.141,0.000
1201,433.261,3739.255,3739.255,3819.834,1799.251,2066.452,1448.487,2.429,300.278,0.000,0.000,2.138,0.000
1202,433.627,3688.016,3688.016,3810.428,1797.834,2058.559,1446.210,2.376,301.098,0.000,0.000,2.135,0.000
1203,433.994,3765.075,3765.075,3801.421,1796.417,2050.999,1443.964,2.323,301.953,0.000,0.000,2.132,0.000
1204,434.360,3754.307,3754.307,3792.822,1795.000,2043.784,1441.748,2.269,302.842,0.000,0.000,2.129,0.000
1205,434.726,3786.671,3786.671,3784.645,1793.582,2036.927,1439.562,2.215,303.764,0.000,0.000,2.127,0.000
1206,435.092,3793.209,3793.209,3776.900,1792.165,2030.439,1437.405,2.161,304.721,0.000,0.000,2.124,0.000
1207,435.458,3718.726,3718.726,3769.596,1790.748,2024.331,1435.275,2.106,305.713,0.000,0.000,2.121,0.000
1208,435.824,3608.013,3608.013,3762.744,1789.331,2018.614,1433.173,2.051,306.738,0.000,0.000,2.118,0.000
1209,436.191,3780.342,3780.342,3756.353,1787.913,2013.298,1431.096,1.997,307.797,0.000,0.000,2.116,0.000
1210,436.557,3720.262,3720.262,3750.430,1786.496,2008.392,1429.045,1.942,308.889,0.000,0.000,2.113,0.000
1211,436.923,3537.967,3537.967,3744.984,1785.079,2003.905,1427.018,1.887,310.015,0.000,0.000,2.111,0.000
1212,437.289,3749.284,3749.284,3740.021,1783.661,1999.844,1425.014,1.832,311.173,0.000,0.000,2.108,0.000
1213,437.655,3738.638,3738.638,3735.548,1782.244,1996.219,1423.033,1.778,312.363,0.000,0.000,2.106,0.000
1214,438.021,3681.318,3681.318,3731.571,1780.827,1993.036,1421.075,1.724,313.584,0.000,0.000,2.103,0.000
1215,438.388,3731.511,3731.511,3728.095,1779.410,1990.301,1419.137,1.670,314.836,0.000,0.000,2.101,0.000
1216,438.754,3833.044,3833.044,3725.125,1777.992,1988.022,1417.220,1.617,316.118,0.000,0.000,2.098,0.000
1217,439.120,3633.708,3633.708,3722.665,1776.575,1986.203,1415.323,1.564,317.429,0.000,0.000,2.096,0.000
1218,439.486,3794.470,3794.470,3720.718,1775.158,1984.850,1413.446,1.512,318.767,0.000,0.000,2.093,0.000
1219,439.852,3827.950,3827.950,3719.288,1773.741,1983.967,1411.587,1.461,320.133,0.000,0.000,2.091,0.000
1220,440.219,3677.973,3677.973,3718.376,1772.323,1983.560,1409.746,1.410,321.523,0.000,0.000,2.089,0.000
1221,440.585,3740.248,3740.248,3717.986,1770.906,1983.631,1407.922,1.360,322.937,0.000,0.000,2.086,0.000
1222,440.951,3762.510,3762.510,3718.118,1769.489,1984.184,1406.115,1.310,324.375,0.000,0.000,2.084,0.000
1223,441.317,3738.044,3738.044,3718.772,1768.072,1985.222,1404.324,1.262,325.833,0.000,0.000,2.082,0.000
1224,441.683,3912.761,3912.761,3719.950,1766.654,1986.747,1402.550,1.214,327.310,0.000,0.000,2.080,0.000
1225,442.050,3792.057,3792.057,3721.651,1765.237,1988.761,1400.790,1.167,328.805,0.000,0.000,2.078,0.000
1226,442.416,3874.016,3874.016,3723.873,1763.820,1991.265,1399.045,1.122,330.316,0.000,0.000,2.076,0.000
1227,442.782,3935.242,3935.242,3726.616,1762.402,1994.261,1397.315,1.077,331.841,0.000,0.000,2.074,0.000
1228,443.148,3817.468,3817.468,3729.878,1760.985,1997.748,1395.598,1.033,333.378,0.000,0.000,2.071,0.000
1229,443.514,3832.095,3832.095,3733.655,1759.568,2001.727,1393.895,0.990,334.925,0.000,0.000,2.069,0.000
1230,443.881,3937.606,3937.606,3737.945,1758.151,2006.196,1392.205,0.948,336.479,0.000,0.000,2.067,0.000
1231,444.247,3880.287,3880.287,3742.744,1756.733,2011.156,1390.527,0.908,338.039,0.000,0.000,2.065,0.000
1232,444.613,3901.561,3901.561,3748.048,1755.316,2016.603,1388.862,0.868,339.602,0.000,0.000,2.063,0.000
1233,444.979,3859.445,3859.445,3753.851,1753.899,2022.537,1387.209,0.829,341.166,0.000,0.000,2.062,0.000
1234,445.346,3988.815,3988.815,3760.149,1752.482,2028.953,1385.568,0.792,342.727,0.000,0.000,2.060,0.000
1235,445.712,4029.690,4029.690,3766.934,1751.064,2035.850,1383.938,0.756,344.285,0.000,0.000,2.058,0.000
1236,446.078,3928.824,3928.824,3774.201,1749.647,2043.222,1382.319,0.720,345.835,0.000,0.000,2.056,0.000
1237,446.444,4039.238,4039.238,3781.941,1748.230,2051.065,1380.711,0.686,347.376,0.000,0.000,2.054,0.000
1238,446.810,3873.121,3873.121,3790.147,1746.812,2059.374,1379.113,0.653,348.905,0.000,0.000,2.052,0.000
1239,447.177,3994.136,3994.136,3798.810,1745.395,2068.144,1377.526,0.621,350.419,0.000,0.000,2.050,0.000
1240,447.543,3931.824,3931.824,3807.920,1743.978,2077.367,1375.949,0.590,351.916,0.000,0.000,2.049,0.000
1241,447.909,4101.232,4101.232,3817.467,1742.561,2087.036,1374.383,0.561,353.392,0.000,0.000,2.047,0.000
1242,448.275,3916.466,3916.466,3827.441,1741.143,2097.144,1372.826,0.532,354.845,0.000,0.000,2.045,0.000
1243,448.642,4072.498,4072.498,3837.830,1739.726,2107.682,1371.279,0.504,356.272,0.000,0.000,2.043,0.000
1244,449.008,4104.344,4104.344,3848.621,1738.309,2118.640,1369.742,0.478,357.670,0.000,0.000,2.042,0.000
1245,449.374,4177.834,4177.834,3859.802,1736.892,2130.009,1368.214,0.453,359.038,0.000,0.000,2.040,0.000
1246,449.740,3962.568,3962.568,3871.359,1735.474,2141.777,1366.696,0.428,360.371,0.000,0.000,2.038,0.000
1247,450.107,4152.242,4152.242,3883.277,1734.057,2153.933,1365.187,0.405,361.667,0.000,0.000,2.037,0.000
1248,450.473,4129.981,4129.981,3895.542,1732.640,2166.464,1363.688,0.382,362.923,0.000,0.000,2.035,0.000
1249,450.839,4249.835,4249.835,3908.137,1731.223,2179.358,1362.199,0.361,364.138,0.000,0.000,2.034,0.000
1250,451.206,4107.393,4107.393,3921.047,1729.805,2192.600,1360.719,0.340,365.307,0.000,0.000,2.032,0.000
1251,451.572,4119.968,4119.968,3934.253,1728.388,2206.175,1359.249,0.321,366.430,0.000,0.000,2.030,0.000
1252,451.938,4218.767,4218.767,3947.737,1726.971,2220.067,1357.788,0.302,367.502,0.000,0.000,2.029,0.000
1253,452.304,4222.485,4222.485,3961.481,1725.553,2234.261,1356.338,0.284,368.523,0.000,0.000,2.027,0.000
1254,452.671,4281.844,4281.844,3975.465,1724.136,2248.738,1354.897,0.267,369.489,0.000,0.000,2.026,0.000
1255,453.037,4443.052,4443.052,3989.669,1722.719,2263.481,1353.467,0.251,370.398,0.000,0.000,2.024,0.000
1256,453.403,4354.272,4354.272,4004.072,1721.302,2278.471,1352.047,0.235,371.248,0.000,0.000,2.023,0.000
1257,453.769,4277.903,4277.903,4018.653,1719.884,2293.688,1350.637,0.221,372.038,0.000,0.000,2.021,0.000
1258,454.136,4330.826,4330.826,4033.389,1718.467,2309.111,1349.238,0.207,372.765,0.000,0.000,2.019,0.000
1259,454.502,4319.320,4319.320,4048.257,1717.050,2324.719,1347.851,0.194,373.427,0.000,0.000,2.018,0.000
1260,454.868,4306.795,4306.795,4063.235,1715.633,2340.490,1346.475,0.181,374.024,0.000,0.000,2.016,0.000
1261,455.235,4207.747,4207.747,4078.297,1714.215,2356.402,1345.111,0.169,374.552,0.000,0.000,2.015,0.000
1262,455.601,4372.246,4372.246,4093.421,1712.798,2372.431,1343.759,0.158,375.011,0.000,0.000,2.013,0.000
1263,455.967,4202.013,4202.013,4108.580,1711.381,2388.552,1342.420,0.148,375.400,0.000,0.000,2.012,0.000
1264,456.334,4518.518,4518.518,4123.749,1709.963,2404.742,1341.093,0.138,375.717,0.000,0.000,2.011,0.000
1265,456.700,4443.151,4443.151,4138.902,1708.546,2420.974,1339.781,0.129,375.961,0.000,0.000,2.009,0.000
1266,457.066,4350.616,4350.616,4154.014,1707.129,2437.224,1338.483,0.120,376.132,0.000,0.000,2.008,0.000
1267,457.433,4328.334,4328.334,4169.058,1705.712,2453.464,1337.199,0.111,376.229,0.000,0.000,2.006,0.000
1268,457.799,4326.210,4326.210,4184.006,1704.294,2469.667,1335.931,0.104,376.252,0.000,0.000,2.005,0.000
1269,458.165,4394.978,4394.978,4198.833,1702.877,2485.807,1334.679,0.096,376.199,0.000,0.000,2.003,0.000
1270,458.532,4319.271,4319.271,4213.510,1701.460,2501.856,1333.444,0.089,376.071,0.000,0.000,2.002,0.000
1271,458.898,4476.586,4476.586,4228.011,1700.043,2517.786,1332.226,0.083,375.868,0.000,0.000,2.000,0.000
1272,459.264,4291.133,4291.133,4242.308,1698.625,2533.568,1331.027,0.077,375.589,0.000,0.000,1.999,0.000
1273,459.631,4412.168,4412.168,4256.374,1697.208,2549.175,1329.847,0.071,375.235,0.000,0.000,1.997,0.000
1274,459.997,4433.634,4433.634,4270.183,1695.791,2564.578,1328.688,0.066,374.807,0.000,0.000,1.996,0.000
1275,460.363,4406.394,4406.394,4283.706,1694.374,2579.748,1327.550,0.061,374.305,0.000,0.000,1.994,0.000
1276,460.730,4260.775,4260.775,4296.918,1692.956,2594.658,1326.434,0.056,373.730,0.000,0.000,1.993,0.000
1277,461.096,4305.041,4305.041,4309.792,1691.539,2609.278,1325.341,0.052,373.082,0.000,0.000,1.992,0.000
1278,461.462,4357.933,4357.933,4322.302,1690.122,2623.580,1324.273,0.048,372.363,0.000,0.000,1.990,0.000
1279,461.829,4405.661,4405.661,4334.423,1688.704,2637.537,1323.231,0.044,371.574,0.000,0.000,1.989,0.000
1280,462.195,4422.665,4422.665,4346.129,1687.287,2651.121,1322.216,0.041,370.716,0.000,0.000,1.987,0.000
1281,462.561,4375.396,4375.396,4357.396,1685.870,2664.305,1321.230,0.037,369.790,0.000,0.000,1.986,0.000
1282,462.928,4465.396,4465.396,4368.200,1684.453,2677.061,1320.274,0.034,368.799,0.000,0.000,1.984,0.000
1283,463.294,4363.118,4363.118,4378.518,1683.035,2689.363,1319.350,0.032,367.743,0.000,0.000,1.983,0.000
1284,463.661,4313.485,4313.485,4388.329,1681.618,2701.187,1318.459,0.029,366.625,0.000,0.000,1.981,0.000
1285,464.027,4463.385,4463.385,4397.610,1680.201,2712.506,1317.603,0.027,365.447,0.000,0.000,1.980,0.000
1286,464.393,4318.063,4318.063,4406.341,1678.784,2723.297,1316.784,0.024,364.210,0.000,0.000,1.978,0.000
1287,464.760,4225.408,4225.408,4414.503,1677.366,2733.536,1316.003,0.022,362.918,0.000,0.000,1.977,0.000
1288,465.126,4356.835,4356.835,4422.078,1675.949,2743.200,1315.264,0.021,361.571,0.000,0.000,1.975,0.000
1289,465.493,4271.129,4271.129,4429.049,1674.532,2752.269,1314.567,0.019,360.172,0.000,0.000,1.974,0.000
1290,465.859,4420.976,4420.976,4435.400,1673.114,2760.722,1313.916,0.017,358.725,0.000,0.000,1.972,0.000
1291,466.225,4358.042,4358.042,4441.116,1671.697,2768.539,1313.312,0.016,357.231,0.000,0.000,1.971,0.000
1292,466.592,4419.161,4419.161,4446.183,1670.280,2775.702,1312.759,0.014,355.692,0.000,0.000,1.969,0.000
1293,466.958,4326.787,4326.787,4450.591,1668.863,2782.194,1312.257,0.013,354.112,0.000,0.000,1.968,0.000
1294,467.325,4385.461,4385.461,4454.329,1667.445,2787.999,1311.811,0.012,352.493,0.000,0.000,1.966,0.000
1295,467.691,4429.313,4429.313,4457.388,1666.028,2793.103,1311.424,0.011,350.838,0.000,0.000,1.965,0.000
1296,468.058,4257.995,4257.995,4459.759,1664.611,2797.492,1311.097,0.010,349.150,0.000,0.000,1.963,0.000
1297,468.424,4300.864,4300.864,4461.439,1663.194,2801.156,1310.835,0.009,347.431,0.000,0.000,1.962,0.000
1298,468.790,4302.852,4302.852,4462.422,1661.776,2804.084,1310.640,0.008,345.683,0.000,0.000,1.960,0.000
1299,469.157,4181.779,4181.779,4462.706,1660.359,2806.266,1310.515,0.007,343.911,0.000,0.000,1.959,0.000
1300,469.523,4207.521,4207.521,4462.289,1658.942,2807.697,1310.466,0.007,342.116,0.000,0.000,1.957,0.000
1301,469.890,4369.305,4369.305,4461.174,1657.524,2808.369,1310.494,0.006,340.302,0.000,0.000,1.956,0.000
1302,470.256,4233.100,4233.100,4459.361,1656.107,2808.280,1310.604,0.005,338.470,0.000,0.000,1.954,0.000
1303,470.623,4294.319,4294.319,4456.856,1654.690,2807.426,1310.800,0.005,336.625,0.000,0.000,1.952,0.000
1304,470.989,4165.168,4165.168,4453.664,1653.273,2805.807,1311.087,0.004,334.768,0.000,0.000,1.951,0.000
1305,471.356,4261.830,4261.830,4449.792,1651.855,2803.422,1311.468,0.004,332.902,0.000,0.000,1.949,0.000
1306,471.722,4103.366,4103.366,4445.251,1650.438,2800.274,1311.948,0.004,331.030,0.000,0.000,1.948,0.000
1307,472.089,4151.094,4151.094,4440.051,1649.021,2796.368,1312.531,0.003,329.155,0.000,0.000,1.946,0.000
1308,472.455,4123.364,4123.364,4434.204,1647.604,2791.707,1313.224,0.003,327.278,0.000,0.000,1.944,0.000
1309,472.822,4201.780,4201.780,4427.725,1646.186,2786.300,1314.030,0.003,325.403,0.000,0.000,1.943,0.000
1310,473.188,4105.856,4105.856,4420.631,1644.769,2780.153,1314.955,0.002,323.532,0.000,0.000,1.941,0.000
1311,473.554,4148.517,4148.517,4412.938,1643.352,2773.278,1316.004,0.002,321.667,0.000,0.000,1.940,0.000
1312,473.921,4195.409,4195.409,4404.666,1641.935,2765.685,1317.184,0.002,319.810,0.000,0.000,1.938,0.000
1313,474.288,4091.731,4091.731,4395.836,1640.517,2757.387,1318.499,0.002,317.964,0.000,0.000,1.936,0.000
1314,474.654,4136.077,4136.077,4386.470,1639.100,2748.399,1319.957,0.002,316.131,0.000,0.000,1.935,0.000
1315,475.021,3986.740,3986.740,4376.591,1637.683,2738.735,1321.562,0.001,314.312,0.000,0.000,1.933,0.000
1316,475.387,4006.508,4006.508,4366.224,1636.265,2728.413,1323.322,0.001,312.510,0.000,0.000,1.931,0.000
1317,475.754,4020.898,4020.898,4355.397,1634.848,2717.450,1325.243,0.001,310.727,0.000,0.000,1.930,0.000
1318,476.120,4050.304,4050.304,4344.136,1633.431,2705.865,1327.332,0.001,308.963,0.000,0.000,1.928,0.000
1319,476.487,3869.892,3869.892,4332.471,1632.014,2693.679,1329.595,0.001,307.222,0.000,0.000,1.927,0.000
1320,476.853,3913.148,3913.148,4320.431,1630.596,2680.914,1332.041,0.001,305.504,0.000,0.000,1.925,0.000
1321,477.220,4025.362,4025.362,4308.048,1629.179,2667.591,1334.676,0.001,303.811,0.000,0.000,1.923,0.000
1322,477.586,4011.729,4011.729,4295.354,1627.762,2653.734,1337.507,0.001,302.144,0.000,0.000,1.922,0.000
1323,477.953,3943.812,3943.812,4282.381,1626.345,2639.366,1340.543,0.001,300.504,0.000,0.000,1.920,0.000
1324,478.319,3952.432,3952.432,4269.164,1624.927,2624.514,1343.791,0.001,298.893,0.000,0.000,1.918,0.000
1325,478.686,3979.246,3979.246,4255.737,1623.510,2609.202,1347.260,0.000,297.312,0.000,0.000,1.917,0.000
1326,479.053,3926.975,3926.975,4242.136,1622.093,2593.456,1350.957,0.000,295.762,0.000,0.000,1.915,0.000
1327,479.419,3971.439,3971.439,4228.396,1620.675,2577.303,1354.890,0.000,294.243,0.000,0.000,1.913,0.000
1328,479.786,3965.535,3965.535,4214.554,1619.258,2560.771,1359.068,0.000,292.757,0.000,0.000,1.912,0.000
1329,480.152,4016.795,4016.795,4200.646,1617.841,2543.887,1363.500,0.000,291.303,0.000,0.000,1.910,0.000
1330,480.519,3959.048,3959.048,4186.710,1616.424,2526.679,1368.193,0.000,289.883,0.000,0.000,1.909,0.000
1331,480.885,3970.570,3970.570,4172.783,1615.006,2509.175,1373.158,0.000,288.497,0.000,0.000,1.907,0.000
1332,481.252,3978.789,3978.789,4158.903,1613.589,2491.403,1378.402,0.000,287.146,0.000,0.000,1.905,0.000
1333,481.619,3810.798,3810.798,4145.106,1612.172,2473.392,1383.934,0.000,285.830,0.000,0.000,1.904,0.000
1334,481.985,3921.679,3921.679,4131.431,1610.755,2455.170,1389.763,0.000,284.548,0.000,0.000,1.902,0.000
1335,482.352,3929.564,3929.564,4117.914,1609.337,2436.766,1395.899,0.000,283.302,0.000,0.000,1.900,0.000
1336,482.718,4002.504,4002.504,4104.593,1607.920,2418.207,1402.349,0.000,282.092,0.000,0.000,1.899,0.000
1337,483.085,3841.894,3841.894,4091.505,1606.503,2399.522,1409.123,0.000,280.917,0.000,0.000,1.897,0.000
1338,483.452,3920.937,3920.937,4078.686,1605.086,2380.737,1416.230,0.000,279.777,0.000,0.000,1.896,0.000
1339,483.818,3922.952,3922.952,4066.172,1603.668,2361.881,1423.678,0.000,278.672,0.000,0.000,1.894,0.000
1340,484.185,4081.112,4081.112,4053.998,1602.251,2342.980,1431.476,0.000,277.603,0.000,0.000,1.893,0.000
1341,484.552,3948.577,3948.577,4042.199,1600.834,2324.061,1439.633,0.000,276.568,0.000,0.000,1.891,0.000
1342,484.918,3846.280,3846.280,4030.809,1599.416,2305.149,1448.156,0.000,275.568,0.000,0.000,1.890,0.000
1343,485.285,3992.680,3992.680,4019.861,1597.999,2286.269,1457.055,0.000,274.602,0.000,0.000,1.888,0.000
1344,485.652,3915.026,3915.026,4009.387,1596.582,2267.447,1466.337,0.000,273.670,0.000,0.000,1.887,0.000
1345,486.018,3841.399,3841.399,3999.419,1595.165,2248.705,1476.011,0.000,272.771,0.000,0.000,1.885,0.000
1346,486.385,4016.173,4016.173,3989.986,1593.747,2230.067,1486.083,0.000,271.905,0.000,0.000,1.884,0.000
1347,486.752,3985.061,3985.061,3981.118,1592.330,2211.556,1496.561,0.000,271.072,0.000,0.000,1.882,0.000
1348,487.118,4053.101,4053.101,3972.842,1590.913,2193.193,1507.453,0.000,270.270,0.000,0.000,1.881,0.000
1349,487.485,3925.267,3925.267,3965.186,1589.496,2174.997,1518.764,0.000,269.499,0.000,0.000,1.880,0.000
1350,487.852,3828.159,3828.159,3958.174,1588.078,2156.990,1530.500,0.000,268.759,0.000,0.000,1.878,0.000
1351,488.218,4073.436,4073.436,3951.831,1586.661,2139.190,1542.669,0.000,268.049,0.000,0.000,1.877,0.000
1352,488.585,4008.401,4008.401,3946.180,1585.244,2121.614,1555.275,0.000,267.369,0.000,0.000,1.876,0.000
1353,488.952,3919.035,3919.035,3941.240,1583.826,2104.280,1568.323,0.000,266.716,0.000,0.000,1.875,0.000
1354,489.319,3906.212,3906.212,3937.032,1582.409,2087.204,1581.817,0.000,266.092,0.000,0.000,1.873,0.000
1355,489.685,4083.095,4083.095,3933.574,1580.992,2070.399,1595.761,0.000,265.495,0.000,0.000,1.872,0.000
1356,490.052,4111.940,4111.940,3930.882,1579.575,2053.881,1610.159,0.000,264.924,0.000,0.000,1.871,0.000
1357,490.419,3946.536,3946.536,3928.970,1578.157,2037.662,1625.013,0.000,264.379,0.000,0.000,1.870,0.000
1358,490.785,3925.170,3925.170,3927.853,1576.740,2021.754,1640.325,0.000,263.859,0.000,0.000,1.869,0.000
1359,491.152,4079.548,4079.548,3927.540,1575.323,2006.168,1656.096,0.000,263.362,0.000,0.000,1.868,0.000
1360,491.519,4087.976,4087.976,3928.043,1573.906,1990.913,1672.327,0.000,262.890,0.000,0.000,1.867,0.000
1361,491.886,4178.873,4178.873,3929.368,1572.488,1975.998,1689.017,0.000,262.439,0.000,0.000,1.867,0.000
1362,492.253,3969.448,3969.448,3931.521,1571.071,1961.432,1706.166,0.000,262.011,0.000,0.000,1.866,0.000
1363,492.619,4091.643,4091.643,3934.507,1569.654,1947.221,1723.771,0.000,261.604,0.000,0.000,1.865,0.000
1364,492.986,4131.331,4131.331,3938.329,1568.237,1933.371,1741.830,0.000,261.217,0.000,0.000,1.865,0.000
1365,493.353,4185.565,4185.565,3942.986,1566.819,1919.886,1760.339,0.000,260.850,0.000,0.000,1.864,0.000
