ch,keV,net,fit,model,continuum_raw,Cs-137,continuum
166,58.063,2093.465,2093.465,2118.805,2118.805,2118.805,0.000
167,58.439,2106.689,2106.689,2171.776,2171.776,2171.776,0.000
168,58.816,2151.997,2151.997,2224.746,2224.746,2224.746,0.000
169,59.192,2333.903,2333.903,2277.716,2277.716,2277.716,0.000
170,59.569,2236.744,2236.744,2330.686,2330.686,2330.686,0.000
171,59.945,2172.888,2172.888,2383.656,2383.656,2383.656,0.000
172,60.322,2284.848,2284.848,2436.626,2436.626,2436.626,0.000
173,60.698,2397.719,2397.719,2489.596,2489.596,2489.596,0.000
174,61.074,2445.894,2445.894,2542.567,2542.567,2542.567,0.000
175,61.451,2476.056,2476.056,2595.537,2595.537,2595.537,0.000
176,61.827,2424.151,2424.151,2648.507,2648.507,2648.507,0.000
177,62.203,2554.174,2554.174,2701.477,2701.477,2701.477,0.000
178,62.579,2604.498,2604.498,2754.447,2754.447,2754.447,0.000
179,62.956,2485.006,2485.006,2807.417,2807.417,2807.417,0.000
180,63.332,2494.792,2494.792,2860.387,2860.387,2860.387,0.000
181,63.708,2621.849,2621.849,2913.357,2913.357,2913.357,0.000
182,64.084,2629.804,2629.804,2966.328,2966.328,2966.328,0.000
183,64.460,2740.494,2740.494,3019.298,3019.298,3019.298,0.000
184,64.836,2641.333,2641.333,3072.268,3072.268,3072.268,0.000
185,65.212,2731.252,2731.252,3125.238,3125.238,3125.238,0.000
186,65.588,2580.327,2580.327,3178.208,3178.208,3178.208,0.000
187,65.964,2510.832,2510.832,3231.178,3231.178,3231.178,0.000
188,66.339,2470.457,2470.457,3284.148,3284.148,3284.148,0.000
189,66.715,2638.104,2638.104,3337.119,3337.119,3337.119,0.000
190,67.091,2882.221,2882.221,3329.194,3329.194,3329.194,0.000
191,67.467,2656.211,2656.211,3321.269,3321.269,3321.269,0.000
192,67.842,2730.784,2730.784,3313.344,3313.344,3313.344,0.000
193,68.218,2716.966,2716.966,3305.420,3305.420,3305.420,0.000
194,68.594,2820.770,2820.770,3297.495,3297.495,3297.495,0.000
195,68.969,2882.454,2882.454,3289.570,3289.570,3289.570,0.000
196,69.345,2887.135,2887.135,3281.646,3281.646,3281.646,0.000
197,69.720,2962.563,2962.563,3273.721,3273.721,3273.721,0.000
198,70.096,2931.398,2931.398,3265.796,3265.796,3265.796,0.000
199,70.471,2990.803,2990.803,3257.871,3257.871,3257.871,0.000
200,70.847,3011.126,3011.126,3249.947,3249.947,3249.947,0.000
201,71.222,2894.829,2894.829,3242.022,3242.022,3242.022,0.000
202,71.597,3176.537,3176.537,3234.098,3234.097,3234.098,0.000
203,71.973,3124.815,3124.815,3226.173,3226.173,3226.173,0.000
204,72.348,3264.139,3264.139,3218.249,3218.248,3218.249,0.000
205,72.723,3220.499,3220.499,3210.325,3210.323,3210.325,0.000
206,73.098,3160.782,3160.782,3202.401,3202.398,3202.401,0.000
207,73.473,3371.086,3371.086,3194.477,3194.474,3194.477,0.000
208,73.849,3396.324,3396.324,3186.555,3186.549,3186.555,0.000
209,74.224,3199.539,3199.539,3178.633,3178.624,3178.633,0.000
210,74.599,3342.543,3342.543,3170.713,3170.700,3170.713,0.000
211,74.974,3333.726,3333.726,3162.795,3162.775,3162.795,0.000
212,75.349,3484.521,3484.521,3154.881,3154.850,3154.881,0.000
213,75.724,3444.629,3444.629,3146.971,3146.925,3146.971,0.000
214,76.099,3462.936,3462.936,3139.068,3139.001,3139.068,0.000
215,76.473,3571.451,3571.451,3131.176,3131.076,3131.176,0.000
216,76.848,3616.074,3616.074,3123.297,3123.151,3123.297,0.000
217,77.223,3481.294,3481.294,3115.437,3115.227,3115.437,0.000
218,77.598,3629.370,3629.370,3107.604,3107.302,3107.604,0.000
219,77.973,3635.141,3635.141,3099.808,3099.377,3099.808,0.000
220,78.347,3803.244,3803.244,3092.061,3091.452,3092.061,0.000
221,78.722,3640.950,3640.950,3084.381,3083.528,3084.381,0.000
222,79.097,3749.448,3749.448,3076.790,3075.603,3076.790,0.000
223,79.471,3644.837,3644.837,3069.315,3067.678,3069.315,0.000
224,79.846,3620.942,3620.942,3061.993,3059.754,3061.993,0.000
225,80.220,3703.463,3703.463,3054.869,3051.829,3054.869,0.000
226,80.595,3689.644,3689.644,3047.998,3043.904,3047.998,0.000
227,80.969,3958.721,3958.721,3041.448,3035.979,3041.448,0.000
228,81.344,3684.173,3684.173,3035.303,3028.055,3035.303,0.000
229,81.718,3749.633,3749.633,3029.662,3020.130,3029.662,0.000
230,82.092,3945.703,3945.703,3024.641,3012.205,3024.641,0.000
231,82.467,3754.307,3754.307,3020.378,3004.281,3020.378,0.000
232,82.841,3850.092,3850.092,3017.032,2996.356,3017.032,0.000
233,83.215,3955.115,3955.115,3014.782,2988.431,3014.782,0.000
234,83.590,3902.191,3902.191,3013.831,2980.506,3013.831,0.000
235,83.964,3917.303,3917.303,3014.403,2972.582,3014.403,0.000
236,84.338,3899.222,3899.222,3016.741,2964.657,3016.741,0.000
237,84.712,3764.235,3764.235,3021.105,2956.732,3021.105,0.000
238,85.086,3921.663,3921.663,3027.771,2948.808,3027.771,0.000
239,85.460,3978.508,3978.508,3037.018,2940.883,3037.018,0.000
240,85.834,3803.565,3803.565,3049.132,2932.958,3049.132,0.000
241,86.208,4155.008,4155.008,3064.387,2925.033,3064.387,0.000
242,86.582,4058.360,4058.360,3083.048,2917.109,3083.048,0.000
243,86.956,3933.124,3933.124,3105.349,2909.184,3105.349,0.000
244,87.330,3988.731,3988.731,3131.495,2901.259,3131.495,0.000
245,87.704,4004.639,4004.639,3161.643,2893.335,3161.643,0.000
246,88.078,3971.010,3971.010,3195.895,2885.410,3195.895,0.000
247,88.451,4001.585,4001.585,3234.290,2877.485,3234.290,0.000
248,88.825,4037.880,4037.880,3276.796,2869.560,3276.796,0.000
249,89.199,4149.400,4149.400,3323.302,2861.636,3323.302,0.000
250,89.572,3916.825,3916.825,3373.616,2853.711,3373.616,0.000
251,89.946,4170.152,4170.152,3427.466,2845.786,3427.466,0.000
252,90.320,4136.253,4136.253,3484.498,2837.862,3484.498,0.000
253,90.693,4108.890,4108.890,3544.282,2829.937,3544.282,0.000
254,91.067,4022.837,4022.837,3606.322,2822.012,3606.322,0.000
255,91.440,4035.003,4035.003,3670.066,2814.087,3670.066,0.000
256,91.814,4121.145,4121.145,3734.915,2806.163,3734.915,0.000
257,92.187,4124.563,4124.563,3800.244,2798.238,3800.244,0.000
258,92.561,4109.754,4109.754,3865.413,2790.313,3865.413,0.000
259,92.934,4221.976,4221.976,3929.788,2782.389,3929.788,0.000
260,93.308,4089.160,4089.160,3992.753,2774.464,3992.753,0.000
261,93.681,4042.918,4042.918,4053.731,2766.539,4053.731,0.000
262,94.054,4243.451,4243.451,4112.194,2758.614,4112.194,0.000
263,94.427,4189.312,4189.312,4167.678,2750.690,4167.678,0.000
264,94.801,4228.303,4228.303,4219.791,2742.765,4219.791,0.000
265,95.174,4189.990,4189.990,4268.221,2734.840,4268.221,0.000
266,95.547,4219.317,4219.317,4312.739,2726.916,4312.739,0.000
267,95.920,4230.066,4230.066,4353.202,2718.991,4353.202,0.000
268,96.293,4360.200,4360.200,4389.546,2711.066,4389.546,0.000
269,96.666,4109.222,4109.222,4424.875,2706.230,4424.875,0.000
270,97.039,4121.411,4121.411,4456.185,2701.393,4456.185,0.000
271,97.412,4183.730,4183.730,4483.625,2696.556,4483.625,0.000
272,97.785,4284.951,4284.951,4507.393,2691.720,4507.393,0.000
273,98.158,4090.839,4090.839,4527.728,2686.883,4527.728,0.000
274,98.531,4126.947,4126.947,4544.903,2682.047,4544.903,0.000
275,98.904,4446.739,4446.739,4559.207,2677.210,4559.207,0.000
276,99.277,4275.916,4275.916,4570.942,2672.374,4570.942,0.000
277,99.650,4359.174,4359.174,4580.408,2667.537,4580.408,0.000
278,100.022,4209.714,4209.714,4587.902,2662.701,4587.902,0.000
279,100.395,4144.652,4144.652,4593.705,2657.864,4593.705,0.000
280,100.768,4367.057,4367.057,4598.080,2653.027,4598.080,0.000
281,101.140,4255.895,4255.895,4601.271,2648.191,4601.271,0.000
282,101.513,4188.382,4188.382,4603.493,2643.354,4603.493,0.000
283,101.886,4253.096,4253.096,4604.939,2638.518,4604.939,0.000
284,102.258,4258.504,4258.504,4605.773,2633.681,4605.773,0.000
285,102.631,4231.106,4231.106,4606.135,2628.845,4606.135,0.000
286,103.003,4258.649,4258.649,4606.141,2624.008,4606.141,0.000
287,103.376,4327.561,4327.561,4605.882,2619.172,4605.882,0.000
288,103.748,4314.906,4314.906,4605.429,2614.335,4605.429,0.000
289,104.121,4176.662,4176.662,4604.835,2609.498,4604.835,0.000
290,104.493,4319.284,4319.284,4604.136,2604.662,4604.136,0.000
291,104.865,4231.906,4231.906,4603.355,2599.825,4603.355,0.000
292,105.238,4206.840,4206.840,4602.502,2594.989,4602.502,0.000
293,105.610,4306.915,4306.915,4601.578,2590.152,4601.578,0.000
294,105.982,4253.586,4253.586,4600.578,2585.316,4600.578,0.000
295,106.354,4415.107,4415.107,4599.489,2580.479,4599.489,0.000
296,106.727,4155.748,4155.748,4598.296,2575.643,4598.296,0.000
297,107.099,4336.331,4336.331,4596.984,2570.806,4596.984,0.000
298,107.471,4387.245,4387.245,4595.535,2565.969,4595.535,0.000
299,107.843,4290.060,4290.060,4593.931,2561.133,4593.931,0.000
300,108.215,4230.355,4230.355,4592.158,2556.296,4592.158,0.000
301,108.587,4312.813,4312.813,4590.204,2551.460,4590.204,0.000
302,108.959,4369.063,4369.063,4588.061,2546.623,4588.061,0.000
303,109.331,4358.508,4358.508,4585.722,2541.787,4585.722,0.000
304,109.703,4317.610,4317.610,4583.186,2536.950,4583.186,0.000
305,110.075,4322.221,4322.221,4580.458,2532.114,4580.458,0.000
306,110.447,4181.424,4181.424,4577.542,2527.277,4577.542,0.000
307,110.819,4391.841,4391.841,4574.451,2522.440,4574.451,0.000
308,111.191,4323.968,4323.968,4571.198,2517.604,4571.198,0.000
309,111.562,4246.431,4246.431,4567.800,2512.767,4567.800,0.000
310,111.934,4281.043,4281.043,4564.275,2507.931,4564.275,0.000
311,112.306,4275.018,4275.018,4560.644,2503.094,4560.644,0.000
312,112.678,4426.898,4426.898,4556.928,2498.258,4556.928,0.000
313,113.049,4255.031,4255.031,4553.148,2493.421,4553.148,0.000
314,113.421,4523.046,4523.046,4549.324,2488.585,4549.324,0.000
315,113.793,4414.648,4414.648,4545.475,2483.748,4545.475,0.000
316,114.164,4495.167,4495.167,4541.620,2478.911,4541.620,0.000
317,114.536,4443.353,4443.353,4537.772,2474.075,4537.772,0.000
318,114.907,4470.292,4470.292,4533.944,2469.238,4533.944,0.000
319,115.279,4404.617,4404.617,4530.145,2464.402,4530.145,0.000
320,115.650,4448.844,4448.844,4526.382,2459.565,4526.382,0.000
321,116.022,4422.655,4422.655,4522.658,2454.729,4522.658,0.000
322,116.393,4421.883,4421.883,4518.975,2449.892,4518.975,0.000
323,116.764,4481.094,4481.094,4515.330,2445.056,4515.330,0.000
324,117.136,4531.166,4531.166,4511.718,2440.219,4511.718,0.000
325,117.507,4397.846,4397.846,4508.135,2435.382,4508.135,0.000
326,117.878,4429.330,4429.330,4504.572,2430.546,4504.572,0.000
327,118.250,4463.062,4463.062,4501.020,2425.709,4501.020,0.000
328,118.621,4467.938,4467.938,4497.469,2420.873,4497.469,0.000
329,118.992,4458.085,4458.085,4493.909,2416.036,4493.909,0.000
330,119.363,4599.873,4599.873,4490.329,2411.200,4490.329,0.000
331,119.734,4502.437,4502.437,4486.719,2406.363,4486.719,0.000
332,120.105,4377.266,4377.266,4483.067,2401.527,4483.067,0.000
333,120.476,4358.874,4358.874,4479.365,2396.690,4479.365,0.000
334,120.847,4523.757,4523.757,4475.604,2391.853,4475.604,0.000
335,121.218,4442.741,4442.741,4471.774,2387.017,4471.774,0.000
336,121.589,4418.527,4418.527,4467.868,2382.180,4467.868,0.000
337,121.960,4501.012,4501.012,4463.878,2377.344,4463.878,0.000
338,122.331,4426.377,4426.377,4459.800,2372.507,4459.800,0.000
339,122.702,4403.654,4403.654,4455.627,2367.671,4455.627,0.000
340,123.073,4551.526,4551.526,4451.356,2362.834,4451.356,0.000
341,123.444,4584.676,4584.676,4446.981,2357.998,4446.981,0.000
342,123.815,4463.788,4463.788,4442.501,2353.161,4442.501,0.000
343,124.185,4561.616,4561.616,4437.914,2348.324,4437.914,0.000
344,124.556,4602.941,4602.941,4433.219,2343.488,4433.219,0.000
345,124.927,4489.470,4489.470,4428.415,2338.651,4428.415,0.000
346,125.298,4473.584,4473.584,4423.504,2333.815,4423.504,0.000
347,125.668,4589.541,4589.541,4418.488,2328.978,4418.488,0.000
348,126.039,4597.085,4597.085,4413.371,2324.142,4413.371,0.000
349,126.410,4589.498,4589.498,4408.156,2319.305,4408.156,0.000
350,126.780,4497.676,4497.676,4402.849,2314.469,4402.849,0.000
351,127.151,4634.211,4634.211,4397.458,2309.632,4397.458,0.000
352,127.521,4493.604,4493.604,4391.989,2304.795,4391.989,0.000
353,127.892,4713.275,4713.275,4386.452,2299.959,4386.452,0.000
354,128.262,4589.157,4589.157,4380.855,2295.122,4380.855,0.000
355,128.633,4577.169,4577.169,4375.210,2290.286,4375.210,0.000
356,129.003,4454.626,4454.626,4369.527,2285.449,4369.527,0.000
357,129.373,4509.880,4509.880,4363.816,2280.613,4363.816,0.000
358,129.744,4616.990,4616.990,4358.089,2275.776,4358.089,0.000
359,130.114,4524.275,4524.275,4352.356,2270.940,4352.356,0.000
360,130.484,4702.550,4702.550,4346.626,2266.103,4346.626,0.000
361,130.854,4435.529,4435.529,4340.909,2261.266,4340.909,0.000
362,131.225,4528.286,4528.286,4335.214,2256.430,4335.214,0.000
363,131.595,4500.359,4500.359,4329.545,2251.593,4329.545,0.000
364,131.965,4526.250,4526.250,4323.910,2246.757,4323.910,0.000
365,132.335,4474.470,4474.470,4318.311,2241.920,4318.311,0.000
366,132.705,4638.262,4638.262,4312.750,2237.084,4312.750,0.000
367,133.075,4483.940,4483.940,4307.229,2232.247,4307.229,0.000
368,133.445,4447.361,4447.361,4301.745,2227.411,4301.745,0.000
369,133.816,4583.504,4583.504,4296.296,2222.574,4296.296,0.000
370,134.186,4479.997,4479.997,4290.878,2217.737,4290.878,0.000
371,134.556,4582.853,4582.853,4285.484,2212.901,4285.484,0.000
372,134.925,4397.858,4397.858,4280.108,2208.064,4280.108,0.000
373,135.295,4520.275,4520.275,4274.743,2203.228,4274.743,0.000
374,135.665,4428.487,4428.487,4276.477,2205.489,4276.477,0.000
375,136.035,4552.949,4552.949,4278.204,2207.749,4278.204,0.000
376,136.405,4597.073,4597.073,4279.917,2210.010,4279.917,0.000
377,136.775,4327.745,4327.745,4281.606,2212.271,4281.606,0.000
378,137.145,4426.158,4426.158,4283.264,2214.532,4283.264,0.000
379,137.514,4519.708,4519.708,4284.883,2216.793,4284.883,0.000
380,137.884,4619.010,4619.010,4286.458,2219.054,4286.458,0.000
381,138.254,4560.400,4560.400,4287.982,2221.315,4287.982,0.000
382,138.623,4433.351,4433.351,4289.452,2223.575,4289.452,0.000
383,138.993,4610.739,4610.739,4290.865,2225.836,4290.865,0.000
384,139.363,4560.438,4560.438,4292.219,2228.097,4292.219,0.000
385,139.732,4516.161,4516.161,4293.515,2230.358,4293.515,0.000
386,140.102,4314.816,4314.816,4294.754,2232.619,4294.754,0.000
387,140.471,4571.812,4571.812,4295.938,2234.880,4295.938,0.000
388,140.841,4405.110,4405.110,4297.072,2237.141,4297.072,0.000
389,141.210,4395.486,4395.486,4298.160,2239.401,4298.160,0.000
390,141.580,4357.684,4357.684,4299.209,2241.662,4299.209,0.000
391,141.949,4440.083,4440.083,4300.225,2243.923,4300.225,0.000
392,142.319,4449.152,4449.152,4301.218,2246.184,4301.218,0.000
393,142.688,4449.986,4449.986,4302.195,2248.445,4302.195,0.000
394,143.057,4448.192,4448.192,4303.165,2250.706,4303.165,0.000
395,143.427,4488.304,4488.304,4304.139,2252.966,4304.139,0.000
396,143.796,4448.750,4448.750,4305.125,2255.227,4305.125,0.000
397,144.165,4565.093,4565.093,4306.135,2257.488,4306.135,0.000
398,144.534,4462.905,4462.905,4307.178,2259.749,4307.178,0.000
399,144.904,4432.133,4432.133,4308.263,2262.010,4308.263,0.000
400,145.273,4404.856,4404.856,4309.402,2264.271,4309.402,0.000
401,145.642,4323.946,4323.946,4310.604,2266.532,4310.604,0.000
402,146.011,4408.908,4408.908,4311.877,2268.792,4311.877,0.000
403,146.380,4298.647,4298.647,4313.232,2271.053,4313.232,0.000
404,146.749,4300.307,4300.307,4314.675,2273.314,4314.675,0.000
405,147.118,4441.125,4441.125,4316.216,2275.575,4316.216,0.000
406,147.487,4307.453,4307.453,4317.860,2277.836,4317.860,0.000
407,147.856,4399.084,4399.084,4319.614,2280.097,4319.614,0.000
