ch,keV,net,model,continuum_raw,untied_tail,fit,tail,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232
208,65.009,30622.620,23237.486,17071.494,0.000,30622.620,0.000,8612.512,6333.306,6860.384,939.687,387.657,77.232,7.849,18.702
209,65.391,32738.031,23796.311,17308.868,0.000,32738.031,0.000,8712.886,6437.500,7197.696,952.189,392.947,79.671,7.962,15.300
210,65.773,35145.037,24389.492,17546.243,0.000,35145.037,0.000,8814.522,6542.970,7566.406,964.637,398.261,82.076,8.076,12.384
211,66.154,36916.970,25015.505,17783.617,0.000,36916.970,0.000,8917.326,6648.961,7965.897,976.967,403.616,84.450,8.190,9.936
212,66.536,38699.918,25671.817,18020.991,0.000,38699.918,0.000,9021.203,6754.622,8394.647,989.119,409.030,86.805,8.304,7.922
213,66.917,41564.103,26354.887,18258.365,0.000,41564.103,0.000,9126.069,6859.044,8850.180,1001.034,414.517,89.160,8.418,6.298
214,67.299,43222.774,27060.202,18495.739,0.000,43222.774,0.000,9231.844,6961.286,9329.059,1012.664,420.090,91.541,8.534,5.015
215,67.680,45884.496,27782.368,18733.114,0.000,45884.496,0.000,9338.457,7060.426,9826.922,1023.970,425.765,93.986,8.649,4.020
216,68.062,48542.131,28515.225,18970.488,0.000,48542.131,0.000,9445.844,7155.601,10338.547,1034.928,431.559,96.543,8.765,3.264
217,68.443,50527.487,29252.008,19207.862,0.000,50527.487,0.000,9553.948,7246.054,10857.961,1045.526,437.489,99.271,8.882,2.702
218,68.825,53517.374,29985.520,19445.236,0.000,53517.374,0.000,9662.714,7331.171,11378.573,1055.769,443.581,102.243,8.999,2.292
219,69.206,56170.621,30708.324,19682.610,0.000,56170.621,0.000,9772.093,7410.522,11893.323,1065.678,449.863,105.548,9.117,2.001
220,69.587,59343.495,31412.930,19919.984,0.000,59343.495,0.000,9882.036,7483.884,12394.851,1075.287,456.369,109.289,9.235,1.798
221,69.969,61714.845,32091.980,20157.359,0.000,61714.845,0.000,9992.495,7551.257,12875.665,1084.641,463.138,113.587,9.354,1.661
222,70.350,63870.489,32738.418,20394.733,0.000,63870.489,0.000,10103.425,7612.865,13328.307,1093.796,470.216,118.581,9.473,1.571
223,70.731,65723.793,33345.643,20632.107,0.000,65723.793,0.000,10214.785,7669.149,13745.525,1102.812,477.651,124.427,9.593,1.515
224,71.112,67885.713,33907.650,20869.481,0.000,67885.713,0.000,10326.539,7720.747,14120.434,1111.752,485.498,131.297,9.714,1.482
225,71.493,69535.535,34419.156,21106.855,0.000,69535.535,0.000,10438.661,7768.456,14446.680,1120.679,493.812,139.380,9.835,1.464
226,71.874,70918.603,34875.725,21344.230,0.000,70918.603,0.000,10551.140,7813.200,14718.611,1129.649,502.650,148.871,9.956,1.456
227,72.255,71915.240,35273.888,21581.604,0.000,71915.240,0.000,10663.986,7855.980,14931.445,1138.714,512.065,159.973,10.078,1.454
228,72.636,72296.728,35611.262,21818.978,0.000,72296.728,0.000,10777.231,7897.827,15081.447,1147.915,522.107,172.883,10.201,1.456
229,73.017,72998.910,35886.672,22056.352,0.000,72998.910,0.000,10890.942,7939.760,15166.103,1157.287,532.816,187.785,10.324,1.460
230,73.398,72851.936,36100.273,22293.726,0.000,72851.936,0.000,11005.220,7982.740,15184.292,1166.851,544.221,204.840,10.447,1.465
231,73.779,71717.981,36253.650,22531.101,0.000,71717.981,0.000,11120.213,8027.633,15136.439,1176.621,556.338,224.167,10.570,1.470
232,74.160,70864.655,36349.900,22768.475,0.000,70864.655,0.000,11236.116,8075.188,15024.628,1186.600,569.161,245.838,10.693,1.474
233,74.541,69192.827,36393.673,23005.849,0.000,69192.827,0.000,11353.177,8126.013,14852.678,1196.785,582.665,269.855,10.817,1.478
234,74.922,68047.090,36391.159,23243.223,0.000,68047.090,0.000,11471.706,8180.565,14626.147,1207.165,596.803,296.144,10.941,1.482
235,75.303,65896.223,36350.011,23480.597,0.000,65896.223,0.000,11592.076,8239.153,14352.260,1217.724,611.502,324.539,11.065,1.485
236,75.683,63298.488,36279.192,23717.971,0.000,63298.488,0.000,11714.726,8301.942,14039.756,1228.441,626.665,354.776,11.189,1.488
237,76.064,60988.642,36188.749,23955.346,0.000,60988.642,0.000,11840.166,8368.968,13698.646,1239.293,642.174,386.488,11.313,1.491
238,76.445,58676.674,36089.517,24192.720,0.000,58676.674,0.000,11968.977,8440.154,13339.897,1250.253,657.889,419.205,11.436,1.494
239,76.826,55737.398,35992.771,24430.094,0.000,55737.398,0.000,12101.807,8515.339,12975.041,1261.295,673.655,452.363,11.560,1.497
240,77.206,53762.097,35909.828,24667.468,0.000,53762.097,0.000,12239.372,8594.291,12615.752,1272.389,689.309,485.314,11.684,1.500
241,77.587,51275.822,35851.639,24904.842,0.000,51275.822,0.000,12382.449,8676.738,12273.392,1283.504,704.681,517.344,11.808,1.504
242,77.967,49116.887,35828.389,25142.217,0.000,49116.887,0.000,12531.861,8762.386,11958.564,1294.608,719.608,547.702,11.931,1.509
243,78.348,46587.860,35849.124,25379.591,0.000,46587.860,0.000,12688.466,8850.936,11680.707,1305.666,733.937,575.621,12.055,1.514
244,78.728,44970.443,35921.427,25616.965,0.000,44970.443,0.000,12853.138,8942.101,11447.730,1316.644,747.533,600.356,12.179,1.520
245,79.109,43696.397,36051.164,25854.339,0.000,43696.397,0.000,13026.743,9035.619,11265.743,1327.504,760.288,621.211,12.303,1.527
246,79.489,42097.104,36242.312,26091.713,0.000,42097.104,0.000,13210.105,9131.252,11138.854,1338.206,772.125,637.577,12.427,1.535
247,79.869,40971.311,36496.860,26329.088,0.000,40971.311,0.000,13403.983,9228.798,11069.081,1348.711,783.002,648.957,12.551,1.544
248,80.250,40629.829,36814.800,26566.462,0.000,40629.829,0.000,13609.027,9328.082,11056.341,1358.978,792.914,654.993,12.676,1.554
249,80.630,40270.362,37194.189,26803.836,0.000,40270.362,0.000,13825.742,9428.956,11098.540,1368.969,801.895,655.483,12.802,1.565
250,81.010,39657.283,37631.280,27041.210,0.000,39657.283,0.000,14054.455,9531.291,11191.734,1378.645,810.014,650.396,12.929,1.577
251,81.391,39955.708,38120.703,27278.584,0.000,39955.708,0.000,14295.269,9634.968,11330.362,1387.974,817.372,639.870,13.056,1.591
252,81.771,40222.078,38655.692,27515.958,0.000,40222.078,0.000,14548.037,9739.865,11507.519,1396.927,824.098,624.211,13.185,1.605
253,82.151,40120.441,39228.337,27753.333,0.000,40120.441,0.000,14812.327,9845.849,11715.278,1405.486,830.340,603.875,13.315,1.621
254,82.531,40540.893,39829.854,27990.707,0.000,40540.893,0.000,15087.398,9952.763,11945.018,1413.641,836.254,579.446,13.446,1.638
255,82.911,41039.372,40450.862,28228.081,0.000,41039.372,0.000,15372.189,10060.414,12187.767,1421.394,842.002,551.608,13.580,1.656
256,83.291,41656.591,41081.659,28465.455,0.000,41656.591,0.000,15665.309,10168.569,12434.525,1428.759,847.735,521.117,13.715,1.675
257,83.671,42031.221,41712.489,28702.829,0.000,42031.221,0.000,15965.045,10276.944,12676.577,1435.767,853.589,488.759,13.854,1.696
258,84.051,42597.703,42333.788,28940.204,0.000,42597.703,0.000,16269.377,10385.206,12905.772,1442.460,859.678,455.322,13.994,1.719
259,84.431,43209.378,42936.424,29177.578,0.000,43209.378,0.000,16576.009,10492.966,13114.758,1448.898,866.086,421.562,14.138,1.744
260,84.811,43543.369,43511.895,29414.952,0.000,43543.369,0.000,16882.408,10599.794,13297.182,1455.154,872.861,388.175,14.285,1.770
261,85.191,43913.021,44052.519,29652.326,0.000,43913.021,0.000,17185.857,10705.215,13447.836,1461.314,880.018,355.776,14.436,1.799
262,85.571,43888.646,44137.907,29476.032,0.000,43888.646,0.000,17311.420,10685.910,13471.466,1448.919,879.672,324.056,14.391,1.806
263,85.951,44242.288,44176.091,29299.738,0.000,44242.288,0.000,17428.220,10664.013,13456.939,1436.590,879.630,294.266,14.350,1.815
264,86.331,44738.523,44162.601,29123.445,0.000,44738.523,0.000,17533.392,10639.006,13402.858,1424.436,879.801,266.702,14.312,1.827
265,86.710,45014.138,44094.184,28947.151,0.000,45014.138,0.000,17624.166,10610.393,13309.052,1412.565,880.070,241.551,14.280,1.841
266,87.090,44916.578,43968.818,28770.857,0.000,44916.578,0.000,17697.950,10577.718,13176.492,1401.084,880.299,218.901,14.251,1.857
267,87.470,44438.738,43785.700,28594.563,0.000,44438.738,0.000,17752.402,10540.582,13007.169,1390.092,880.337,198.750,14.227,1.877
268,87.850,43711.251,43545.201,28418.269,0.000,43711.251,0.000,17785.499,10498.657,12803.942,1379.682,880.027,181.024,14.208,1.898
269,88.229,43398.066,43248.793,28241.975,0.000,43398.066,0.000,17795.601,10451.706,12570.378,1369.930,879.210,165.588,14.194,1.922
270,88.609,43137.204,42898.964,28065.681,0.000,43137.204,0.000,17781.502,10399.590,12310.576,1360.900,877.737,152.265,14.185,1.949
271,88.988,42720.155,42499.109,27889.387,0.000,42720.155,0.000,17742.469,10342.276,12028.992,1352.635,875.471,140.850,14.180,1.977
272,89.368,42164.384,42053.413,27713.094,0.000,42164.384,0.000,17678.270,10279.843,11730.278,1345.159,872.296,131.123,14.179,2.007
273,89.747,41142.785,41566.723,27536.800,0.000,41142.785,0.000,17589.183,10212.482,11419.121,1338.480,868.118,122.862,14.183,2.038
274,90.127,40258.734,41044.420,27360.506,0.000,40258.734,0.000,17475.991,10140.491,11100.116,1332.582,862.871,115.853,14.189,2.070
275,90.506,39418.925,40492.290,27184.212,0.000,39418.925,0.000,17339.965,10064.271,10777.648,1327.435,856.521,109.895,14.199,2.103
276,90.886,38085.115,39916.396,27007.918,0.000,38085.115,0.000,17182.827,9984.308,10455.804,1322.988,849.063,104.807,14.212,2.136
277,91.265,37745.119,39322.949,26831.624,0.000,37745.119,0.000,17006.699,9901.170,10138.304,1319.180,840.521,100.429,14.226,2.168
278,91.644,36641.465,38718.195,26655.330,0.000,36641.465,0.000,16814.047,9815.483,9828.458,1315.939,830.951,96.628,14.242,2.200
279,92.024,35581.789,38108.297,26479.036,0.000,35581.789,0.000,16607.604,9727.914,9529.138,1313.182,820.436,93.290,14.258,2.231
280,92.403,34433.987,37499.233,26302.743,0.000,34433.987,0.000,16390.295,9639.156,9242.774,1310.824,809.080,90.325,14.274,2.261
281,92.782,33600.077,36896.693,26126.449,0.000,33600.077,0.000,16165.154,9549.910,8971.356,1308.779,797.010,87.663,14.290,2.289
282,93.161,32452.511,36305.989,25950.155,0.000,32452.511,0.000,15935.238,9460.862,8716.451,1306.962,784.368,85.249,14.304,2.316
283,93.541,31727.719,35731.980,25773.861,0.000,31727.719,0.000,15703.548,9372.668,8479.228,1305.292,771.305,83.044,14.317,2.340
284,93.920,30766.787,35178.993,25597.567,0.000,30766.787,0.000,15472.948,9285.941,8260.482,1303.696,757.979,81.021,14.327,2.363
285,94.299,29538.788,34650.771,25421.273,0.000,29538.788,0.000,15246.096,9201.235,8060.669,1302.108,744.549,79.161,14.335,2.385
286,94.678,29073.726,34150.423,25244.979,0.000,29073.726,0.000,15025.386,9119.034,7879.933,1300.472,731.170,77.451,14.340,2.405
287,95.057,28293.858,33680.389,25068.686,0.000,28293.858,0.000,14812.894,9039.743,7718.139,1298.743,717.990,75.885,14.342,2.424
288,95.436,27016.851,33242.423,24892.392,0.000,27016.851,0.000,14610.346,8963.683,7574.899,1296.883,705.145,74.456,14.341,2.441
289,95.815,26627.519,32837.585,24716.098,0.000,26627.519,0.000,14419.093,8891.084,7449.601,1294.867,692.755,73.163,14.337,2.458
290,96.194,25847.676,32466.250,24539.804,0.000,25847.676,0.000,14240.095,8822.088,7341.434,1292.674,680.926,72.002,14.331,2.475
291,96.573,25299.579,32128.124,24363.510,0.000,25299.579,0.000,14073.926,8756.745,7249.411,1290.292,669.744,70.970,14.321,2.492
292,96.952,24380.460,31822.284,24187.216,0.000,24380.460,0.000,13920.787,8695.017,7172.391,1287.713,659.273,70.063,14.309,2.509
293,97.331,24116.280,31547.216,24010.922,0.000,24116.280,0.000,13780.518,8636.785,7109.102,1284.933,649.561,69.275,14.294,2.527
294,97.709,23505.386,31300.872,23834.628,0.000,23505.386,0.000,13652.638,8581.851,7058.161,1281.948,640.633,68.600,14.276,2.546
295,98.088,23103.642,31080.734,23658.335,0.000,23103.642,0.000,13536.369,8529.950,7018.094,1278.755,632.497,68.030,14.256,2.565
296,98.467,23134.381,30883.879,23482.041,0.000,23134.381,0.000,13430.684,8480.755,6987.360,1275.349,625.142,67.554,14.234,2.586
297,98.846,22651.653,30707.059,23305.747,0.000,22651.653,0.000,13334.341,8433.890,6964.371,1271.722,618.540,67.162,14.209,2.608
298,99.224,22600.402,30546.775,23129.453,0.000,22600.402,0.000,13245.935,8388.940,6947.517,1267.865,612.650,66.843,14.181,2.630
299,99.603,22049.972,30399.363,22953.159,0.000,22049.972,0.000,13163.935,8345.461,6935.189,1263.764,607.415,66.583,14.151,2.653
300,99.982,21581.571,30261.077,22776.865,0.000,21581.571,0.000,13086.734,8302.994,6925.804,1259.403,602.769,66.369,14.117,2.676
301,100.360,21872.802,30128.169,22600.571,0.000,21872.802,0.000,13012.688,8261.074,6917.830,1254.762,598.637,66.188,14.079,2.700
302,100.739,21652.536,29996.970,22424.277,0.000,21652.536,0.000,12940.159,8219.245,6909.812,1249.822,594.935,66.027,14.038,2.723
303,101.117,21677.445,29863.973,22247.984,0.000,21677.445,0.000,12867.555,8177.066,6900.397,1244.560,591.577,65.871,13.993,2.745
304,101.496,21709.936,29725.903,22071.690,0.000,21709.936,0.000,12793.369,8134.129,6888.353,1238.956,588.471,65.709,13.943,2.767
305,101.874,21739.247,29579.785,21895.396,0.000,21739.247,0.000,12716.207,8090.060,6872.595,1232.991,585.525,65.529,13.888,2.786
306,102.253,21440.054,29423.005,21719.102,0.000,21440.054,0.000,12634.825,8044.532,6852.198,1226.647,582.649,65.319,13.827,2.803
307,102.631,21494.161,29253.358,21542.808,0.000,21494.161,0.000,12548.152,7997.272,6826.413,1219.913,579.755,65.071,13.762,2.818
308,103.010,21360.372,29069.088,21366.514,0.000,21360.372,0.000,12455.312,7948.063,6794.676,1212.780,576.761,64.775,13.690,2.830
309,103.388,21636.089,28868.915,21190.220,0.000,21636.089,0.000,12355.641,7896.750,6756.612,1205.246,573.590,64.426,13.613,2.838
310,103.766,21353.735,28652.049,21013.927,0.000,21353.735,0.000,12248.697,7843.241,6712.033,1197.314,570.176,64.018,13.530,2.842
311,104.145,20988.412,28418.187,20837.633,0.000,20988.412,0.000,12134.262,7787.504,6660.937,1188.996,566.459,63.548,13.441,2.842
312,104.523,20794.845,28167.502,20661.339,0.000,20794.845,0.000,12012.345,7729.571,6603.490,1180.308,562.393,63.015,13.346,2.838
313,104.901,20859.359,27900.612,20485.045,0.000,20859.359,0.000,11883.168,7669.524,6540.018,1171.273,557.940,62.418,13.247,2.829
314,105.279,20959.220,27618.545,20308.751,0.000,20959.220,0.000,11747.155,7607.502,6470.981,1161.919,553.077,61.760,13.142,2.816
315,105.657,20913.426,27322.683,20132.457,0.000,20913.426,0.000,11604.910,7543.681,6396.952,1152.280,547.792,61.044,13.033,2.799
316,106.036,20706.839,27014.705,19956.163,0.000,20706.839,0.000,11457.193,7478.278,6318.597,1142.394,542.083,60.274,12.920,2.776
317,106.414,21148.925,26696.524,19779.869,0.000,21148.925,0.000,11304.890,7411.535,6236.638,1132.301,535.961,59.457,12.804,2.750
318,106.792,20677.892,26370.211,19603.576,0.000,20677.892,0.000,11148.984,7343.711,6151.837,1122.043,529.447,58.599,12.686,2.719
319,107.170,20293.903,26037.935,19427.282,0.000,20293.903,0.000,10990.520,7275.079,6064.961,1111.663,522.571,57.708,12.565,2.684
320,107.548,20253.822,25701.882,19250.988,0.000,20253.822,0.000,10830.573,7205.909,5976.763,1101.203,515.372,56.792,12.443,2.645
321,107.926,20101.666,25364.204,19074.694,0.000,20101.666,0.000,10670.216,7136.466,5887.958,1090.706,507.894,55.860,12.320,2.603
322,108.304,19739.355,25026.950,18898.400,0.000,19739.355,0.000,10510.492,7067.002,5799.205,1080.208,500.187,54.921,12.197,2.558
323,108.682,19619.197,24692.026,18722.106,0.000,19619.197,0.000,10352.388,6997.749,5711.091,1069.747,492.304,53.983,12.074,2.510
324,109.059,19575.353,24361.146,18545.812,0.000,19575.353,0.000,10196.812,6928.914,5624.121,1059.353,484.300,53.055,11.953,2.461
325,109.437,19196.571,24035.812,18369.518,0.000,19196.571,0.000,10044.576,6860.679,5538.711,1049.054,476.229,52.145,11.832,2.410
326,109.815,19377.635,23717.289,18193.225,0.000,19377.635,0.000,9896.384,6793.195,5455.187,1038.873,468.146,51.260,11.713,2.357
327,110.193,19006.971,23406.599,18016.931,0.000,19006.971,0.000,9752.826,6726.580,5373.784,1028.828,460.101,50.407,11.596,2.305
328,110.571,18945.135,23104.523,17840.637,0.000,18945.135,0.000,9614.370,6660.926,5294.654,1018.933,452.144,49.593,11.482,2.252
329,110.948,18726.121,22811.610,17664.343,0.000,18726.121,0.000,9481.374,6596.293,5217.871,1009.196,444.316,48.823,11.369,2.199
330,111.326,18543.867,22528.194,17488.049,0.000,18543.867,0.000,9354.081,6532.714,5143.442,999.624,436.657,48.102,11.259,2.147
331,111.704,18624.039,22254.420,17311.755,0.000,18624.039,0.000,9232.635,6470.198,5071.321,990.217,429.201,47.434,11.151,2.096
332,112.081,18576.574,21990.268,17135.461,0.000,18576.574,0.000,9117.089,6408.733,5001.416,980.974,421.975,46.824,11.046,2.047
333,112.459,18295.987,21735.588,16959.168,0.000,18295.987,0.000,9007.420,6348.286,4933.608,971.891,415.002,46.274,10.943,1.999
334,112.837,18095.766,21490.122,16782.874,0.000,18095.766,0.000,8903.542,6288.814,4867.760,962.960,408.300,45.789,10.842,1.954
335,113.214,18176.867,21253.543,16606.580,0.000,18176.867,0.000,8805.321,6230.258,4803.727,954.172,401.879,45.371,10.743,1.911
336,113.592,18282.530,21025.478,16430.286,0.000,18282.530,0.000,8712.588,6172.554,4741.370,945.519,395.749,45.023,10.646,1.871
337,113.969,17891.175,20805.535,16253.992,0.000,17891.175,0.000,8625.154,6115.632,4680.560,936.988,389.911,44.748,10.551,1.833
338,114.347,18249.157,20593.324,16077.698,0.000,18249.157,0.000,8542.817,6059.421,4621.188,928.569,384.367,44.551,10.457,1.799
339,114.724,18303.655,20388.474,15901.404,0.000,18303.655,0.000,8465.378,6003.846,4563.168,920.250,379.111,44.434,10.365,1.767
340,115.102,18147.261,20190.648,15725.110,0.000,18147.261,0.000,8392.646,5948.839,4506.438,912.020,374.138,44.403,10.274,1.738
341,115.479,17811.187,19999.550,15548.817,0.000,17811.187,0.000,8324.440,5894.331,4450.963,903.867,369.440,44.461,10.184,1.712
342,115.856,17891.398,19814.929,15372.523,0.000,17891.398,0.000,8260.599,5840.260,4396.733,895.782,365.006,44.616,10.095,1.688
343,116.234,18048.556,19636.580,15196.229,0.000,18048.556,0.000,8200.979,5786.568,4343.758,887.754,360.824,44.874,10.007,1.668
344,116.611,17891.699,19464.339,15019.935,0.000,17891.699,0.000,8145.452,5733.202,4292.071,879.774,356.882,45.241,9.919,1.650
345,116.988,17846.915,19298.080,14843.641,0.000,17846.915,0.000,8093.908,5680.117,4241.716,871.834,353.168,45.724,9.832,1.636
346,117.365,17789.350,19137.701,14667.347,0.000,17789.350,0.000,8046.244,5627.271,4192.747,863.926,349.667,46.333,9.745,1.624
347,117.743,17891.305,18983.119,14491.053,0.000,17891.305,0.000,8002.364,5574.629,4145.225,856.044,346.366,47.075,9.658,1.615
348,118.120,18220.979,18834.251,14314.760,0.000,18220.979,0.000,7962.171,5522.160,4099.207,848.182,343.251,47.958,9.572,1.608
349,118.497,18045.790,18691.011,14138.466,0.000,18045.790,0.000,7925.557,5469.838,4054.749,840.335,340.308,48.992,9.486,1.605
350,118.874,17969.484,18553.285,13962.172,0.000,17969.484,0.000,7892.399,5417.642,4011.893,832.499,337.525,50.184,9.400,1.605
351,119.251,18025.372,18420.933,13785.878,0.000,18025.372,0.000,7862.549,5365.553,3970.672,824.670,334.887,51.541,9.314,1.607
352,119.628,18094.169,18293.765,13609.584,0.000,18094.169,0.000,7835.826,5313.557,3931.104,816.846,332.384,53.070,9.228,1.614
