ch,keV,net,model,continuum_raw,untied_tail,fit,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,continuum
209,65.391,32738.031,23791.507,17224.066,0.000,32738.031,1711.782,1453.055,3090.991,202.760,67.579,26.872,0.000,14.368,17224.066
210,65.773,35145.037,24387.490,17459.667,0.000,35145.037,1715.845,1489.730,3409.056,204.802,68.349,28.576,0.000,11.431,17459.667
211,66.154,36916.970,25016.654,17695.268,0.000,36916.970,1720.842,1526.803,3758.642,206.702,69.151,30.251,0.000,8.963,17695.268
212,66.536,38699.918,25676.427,17930.869,0.000,38699.918,1726.652,1563.397,4138.244,208.393,70.000,31.908,0.000,6.931,17930.869
213,66.917,41564.103,26363.213,18166.470,0.000,41564.103,1733.163,1598.572,4545.396,209.815,70.910,33.565,0.000,5.289,18166.470
214,67.299,43222.774,27072.437,18402.071,0.000,43222.774,1740.268,1631.359,4976.658,210.915,71.893,35.251,0.000,3.989,18402.071
215,67.680,45884.496,27798.630,18637.672,0.000,45884.496,1747.872,1660.805,5427.651,211.652,72.963,37.002,0.000,2.978,18637.672
216,68.062,48542.131,28535.553,18873.273,0.000,48542.131,1755.890,1686.020,5893.127,211.997,74.137,38.868,0.000,2.207,18873.273
217,68.443,50527.487,29276.355,19108.874,0.000,50527.487,1764.244,1706.220,6367.073,211.937,75.433,40.909,0.000,1.630,19108.874
218,68.825,53517.374,30013.751,19344.475,0.000,53517.374,1772.866,1720.770,6842.849,211.475,76.875,43.200,0.000,1.206,19344.475
219,69.206,56170.621,30740.215,19580.076,0.000,56170.621,1781.694,1729.222,7313.335,210.630,78.492,45.831,0.000,0.900,19580.076
220,69.587,59343.495,31448.168,19815.677,0.000,59343.495,1790.674,1731.340,7771.100,209.435,80.318,48.906,0.000,0.683,19815.677
221,69.969,61714.845,32130.168,20051.278,0.000,61714.845,1799.757,1727.114,8208.572,207.937,82.394,52.550,0.000,0.532,20051.278
222,70.350,63870.489,32779.080,20286.879,0.000,63870.489,1808.902,1716.769,8618.209,206.189,84.766,56.904,0.000,0.428,20286.879
223,70.731,65723.793,33388.229,20522.480,0.000,65723.793,1818.077,1700.750,8992.661,204.255,87.485,62.128,0.000,0.357,20522.480
224,71.112,67885.713,33951.545,20758.081,0.000,67885.713,1827.263,1679.704,9324.947,202.200,90.607,68.400,0.000,0.310,20758.081
225,71.493,69535.535,34463.692,20993.682,0.000,69535.535,1836.455,1654.446,9608.610,200.087,94.190,75.910,0.000,0.278,20993.682
226,71.874,70918.603,34920.190,21229.283,0.000,70918.603,1845.669,1625.921,9837.894,197.978,98.294,84.862,0.000,0.256,21229.283
227,72.255,71915.240,35317.538,21464.884,0.000,71915.240,1854.946,1595.159,10007.912,195.927,102.976,95.461,0.000,0.240,21464.884
228,72.636,72296.728,35653.337,21700.485,0.000,72296.728,1864.359,1563.222,10114.830,193.981,108.287,107.913,0.000,0.227,21700.485
229,73.017,72998.910,35926.411,21936.086,0.000,72998.910,1874.014,1531.165,10156.040,192.177,114.273,122.407,0.000,0.217,21936.086
230,73.398,72851.936,36136.932,22171.687,0.000,72851.936,1884.061,1499.988,10130.339,190.543,120.967,139.109,0.000,0.207,22171.687
231,73.779,71717.981,36286.520,22407.288,0.000,71717.981,1894.696,1470.599,10038.080,189.097,128.385,158.146,0.000,0.197,22407.288
232,74.160,70864.655,36378.329,22642.889,0.000,70864.655,1906.165,1443.788,9881.296,187.849,136.529,179.596,0.000,0.187,22642.889
233,74.541,69192.827,36417.084,22878.490,0.000,69192.827,1918.771,1420.203,9663.772,186.799,145.376,203.465,0.000,0.176,22878.490
234,74.922,68047.090,36409.072,23114.091,0.000,68047.090,1932.878,1400.345,9391.055,185.942,154.881,229.684,0.000,0.165,23114.091
235,75.303,65896.223,36362.059,23349.692,0.000,65896.223,1948.909,1384.558,9070.383,185.266,164.975,258.090,0.000,0.153,23349.692
236,75.683,63298.488,36285.137,23585.293,0.000,63298.488,1967.357,1373.043,8710.530,184.756,175.563,288.421,0.000,0.142,23585.293
237,76.064,60988.642,36188.497,23820.894,0.000,60988.642,1988.778,1365.865,8321.568,184.391,186.528,320.310,0.000,0.130,23820.894
238,76.445,58676.674,36083.124,24056.495,0.000,58676.674,2013.793,1362.976,7914.543,184.149,197.732,353.287,0.000,0.118,24056.495
239,76.826,55737.398,35980.446,24292.095,0.000,55737.398,2043.091,1364.228,7501.089,184.002,209.020,386.782,0.000,0.106,24292.095
240,77.206,53762.097,35891.931,24527.696,0.000,53762.097,2077.417,1369.405,7092.993,183.924,220.227,420.143,0.000,0.095,24527.696
241,77.587,51275.822,35828.676,24763.297,0.000,51275.822,2117.570,1378.237,6701.740,183.882,231.183,452.650,0.000,0.084,24763.297
242,77.967,49116.887,35800.996,24998.898,0.000,49116.887,2164.390,1390.429,6338.064,183.844,241.722,483.541,0.001,0.074,24998.898
243,78.348,46587.860,35818.048,25234.499,0.000,46587.860,2218.744,1405.672,6011.532,183.772,251.690,512.041,0.001,0.064,25234.499
244,78.728,44970.443,35887.505,25470.100,0.000,44970.443,2281.508,1423.664,5730.177,183.627,260.948,537.391,0.001,0.055,25470.100
245,79.109,43696.397,36015.296,25705.701,0.000,43696.397,2353.538,1444.115,5500.220,183.368,269.385,558.886,0.002,0.048,25705.701
246,79.489,42097.104,36205.431,25941.302,0.000,42097.104,2435.650,1466.763,5325.869,182.948,276.920,575.901,0.002,0.041,25941.302
247,79.869,40971.311,36459.903,26176.903,0.000,40971.311,2528.582,1491.369,5209.218,182.323,283.507,587.928,0.003,0.035,26176.903
248,80.250,40629.829,36778.673,26412.504,0.000,40629.829,2632.960,1517.722,5150.241,181.444,289.137,594.596,0.004,0.030,26412.504
249,80.630,40270.362,37159.742,26648.105,0.000,40270.362,2749.266,1545.635,5146.874,180.263,293.840,595.692,0.005,0.026,26648.105
250,81.010,39657.283,37599.274,26883.706,0.000,39657.283,2877.792,1574.936,5195.179,178.737,297.683,591.174,0.007,0.023,26883.706
251,81.391,39955.708,38091.784,27119.307,0.000,39955.708,3018.614,1605.465,5289.574,176.823,300.763,581.171,0.010,0.022,27119.307
252,81.771,40222.078,38630.371,27354.908,0.000,40222.078,3171.549,1637.058,5423.111,174.486,303.206,565.981,0.013,0.021,27354.908
253,82.151,40120.441,39206.971,27590.509,0.000,40120.441,3336.135,1669.544,5587.795,171.699,305.158,546.055,0.017,0.022,27590.509
254,82.531,40540.893,39812.635,27826.110,0.000,40540.893,3511.599,1702.730,5774.919,168.447,306.774,521.972,0.022,0.023,27826.110
255,82.911,41039.372,40437.812,28061.711,0.000,41039.372,3696.853,1736.392,5975.407,164.723,308.214,494.416,0.028,0.026,28061.711
256,83.291,41656.591,41072.627,28297.312,0.000,41656.591,3890.480,1770.270,6180.150,160.540,309.629,464.140,0.035,0.031,28297.312
257,83.671,42031.221,41707.159,28532.913,0.000,42031.221,4090.744,1804.057,6380.313,155.921,311.156,431.932,0.045,0.036,28532.913
258,84.051,42597.703,42331.695,28768.514,0.000,42597.703,4295.609,1837.405,6567.626,150.909,312.908,398.582,0.056,0.044,28768.514
259,84.431,43209.378,42936.965,29004.115,0.000,43209.378,4502.766,1869.919,6734.622,145.560,314.969,364.849,0.070,0.053,29004.115
260,84.811,43543.369,43514.359,29239.716,0.000,43543.369,4709.672,1901.162,6874.842,139.950,317.390,331.434,0.087,0.064,29239.716
261,85.191,43913.021,44056.105,29475.317,0.000,43913.021,4913.608,1930.668,6982.980,134.164,320.186,298.954,0.106,0.077,29475.317
262,85.571,43888.646,44144.773,29300.267,0.000,43888.646,5111.732,1957.946,7054.990,128.303,323.337,267.932,0.129,0.092,29300.267
263,85.951,44242.288,44185.347,29125.216,0.000,44242.288,5301.154,1982.500,7088.123,122.476,326.785,238.781,0.156,0.110,29125.216
264,86.331,44738.523,44173.353,28950.166,0.000,44738.523,5479.004,2003.838,7080.935,116.797,330.444,211.806,0.187,0.130,28950.166
265,86.710,45014.138,44105.559,28775.116,0.000,45014.138,5642.513,2021.497,7033.229,111.385,334.197,187.200,0.222,0.153,28775.116
266,87.090,44916.578,43979.987,28600.066,0.000,44916.578,5789.088,2035.050,6945.972,106.355,337.911,165.058,0.262,0.179,28600.066
267,87.470,44438.738,43795.896,28425.015,0.000,44438.738,5916.386,2044.134,6821.164,101.816,341.434,145.385,0.307,0.207,28425.015
268,87.850,43711.251,43553.733,28249.965,0.000,43711.251,6022.385,2048.456,6661.693,97.870,344.610,128.113,0.357,0.237,28249.965
269,88.229,43398.066,43255.057,28074.915,0.000,43398.066,6105.441,2047.812,6471.165,94.603,347.281,113.109,0.413,0.271,28074.915
270,88.609,43137.204,42902.448,27899.865,0.000,43137.204,6164.347,2042.094,6253.727,92.087,349.297,100.203,0.473,0.306,27899.865
271,88.988,42720.155,42499.393,27724.815,0.000,42720.155,6198.368,2031.302,6013.891,90.375,350.522,89.191,0.539,0.344,27724.815
272,89.368,42164.384,42050.170,27549.764,0.000,42164.384,6207.265,2015.543,5756.365,89.499,350.839,79.856,0.609,0.383,27549.764
273,89.747,41142.785,41559.714,27374.714,0.000,41142.785,6191.314,1995.032,5485.896,89.471,350.152,71.979,0.685,0.424,27374.714
274,90.127,40258.734,41033.489,27199.664,0.000,40258.734,6151.293,1970.092,5207.136,90.284,348.397,65.346,0.764,0.466,27199.664
275,90.506,39418.925,40477.355,27024.614,0.000,39418.925,6088.469,1941.139,4924.525,91.911,345.536,59.759,0.848,0.509,27024.614
276,90.886,38085.115,39897.444,26849.563,0.000,38085.115,6004.561,1908.680,4642.201,94.306,341.563,55.038,0.935,0.552,26849.563
277,91.265,37745.119,39300.028,26674.513,0.000,37745.119,5901.689,1873.292,4363.933,97.411,336.503,51.023,1.024,0.595,26674.513
278,91.644,36641.465,38691.407,26499.463,0.000,36641.465,5782.319,1835.611,4093.074,101.154,330.409,47.581,1.116,0.638,26499.463
279,92.024,35581.789,38077.793,26324.413,0.000,35581.789,5649.184,1796.310,3832.538,105.454,323.364,44.600,1.209,0.679,26324.413
280,92.403,34433.987,37465.204,26149.362,0.000,34433.987,5505.212,1756.086,3584.792,110.226,315.471,41.990,1.302,0.720,26149.362
281,92.782,33600.077,36859.368,25974.312,0.000,33600.077,5353.443,1715.639,3351.859,115.381,306.857,39.680,1.396,0.759,25974.312
282,93.161,32452.511,36265.631,25799.262,0.000,32452.511,5196.938,1675.652,3135.339,120.834,297.662,37.617,1.490,0.797,25799.262
283,93.541,31727.719,35688.877,25624.212,0.000,31727.719,5038.704,1636.778,2936.428,126.501,288.039,35.761,1.582,0.833,25624.212
284,93.920,30766.787,35133.460,25449.162,0.000,30766.787,4881.612,1599.622,2755.950,132.305,278.145,34.086,1.673,0.867,25449.162
285,94.299,29538.788,34603.142,25274.111,0.000,29538.788,4728.329,1564.728,2594.384,138.178,268.139,32.573,1.762,0.900,25274.111
286,94.678,29073.726,34101.045,25099.061,0.000,29073.726,4581.253,1532.569,2451.898,144.059,258.177,31.209,1.850,0.931,25099.061
287,95.057,28293.858,33629.621,24924.011,0.000,28293.858,4442.468,1503.538,2328.377,149.899,248.407,29.989,1.934,0.961,24924.011
288,95.436,27016.851,33190.629,24748.961,0.000,27016.851,4313.703,1477.943,2223.451,155.656,238.966,28.906,2.017,0.991,24748.961
289,95.815,26627.519,32785.127,24573.910,0.000,26627.519,4196.310,1455.998,2136.523,161.300,229.976,27.957,2.096,1.020,24573.910
290,96.194,25847.676,32413.483,24398.860,0.000,25847.676,4091.253,1437.829,2066.795,166.806,221.541,27.141,2.174,1.048,24398.860
291,96.573,25299.579,32075.394,24223.810,0.000,25299.579,3999.102,1423.469,2013.290,172.158,213.748,26.454,2.249,1.077,24223.810
292,96.952,24380.460,31769.916,24048.760,0.000,24380.460,3920.053,1412.866,1974.874,177.344,206.665,25.892,2.321,1.106,24048.760
293,97.331,24116.280,31495.515,23873.709,0.000,24116.280,3853.943,1405.882,1950.276,182.354,200.337,25.450,2.391,1.136,23873.709
294,97.709,23505.386,31250.114,23698.659,0.000,23505.386,3800.279,1402.304,1938.115,187.183,194.792,25.121,2.459,1.167,23698.659
295,98.088,23103.642,31031.162,23523.609,0.000,23103.642,3758.274,1401.850,1936.914,191.822,190.037,24.896,2.525,1.199,23523.609
296,98.467,23134.381,30835.700,23348.559,0.000,23134.381,3726.888,1404.180,1945.127,196.264,186.061,24.767,2.588,1.232,23348.559
297,98.846,22651.653,30660.442,23173.508,0.000,22651.653,3704.865,1408.902,1961.157,200.498,182.839,24.722,2.649,1.265,23173.508
298,99.224,22600.402,30501.847,22998.458,0.000,22600.402,3690.785,1415.587,1983.385,204.512,180.327,24.749,2.708,1.300,22998.458
299,99.603,22049.972,30356.211,22823.408,0.000,22049.972,3683.102,1423.782,2010.188,208.289,178.470,24.837,2.763,1.336,22823.408
300,99.982,21581.571,30219.744,22648.358,0.000,21581.571,3680.191,1433.016,2039.971,211.812,177.203,24.970,2.816,1.371,22648.358
301,100.360,21872.802,30088.655,22473.308,0.000,21872.802,13002.010,8239.260,6914.512,1251.402,598.258,66.245,14.049,2.709,0.000
302,100.739,21652.536,29959.240,22298.257,0.000,21652.536,12930.038,8197.910,6907.122,1246.547,594.583,66.088,14.009,2.733,0.000
303,101.117,21677.445,29827.952,22123.207,0.000,21677.445,12857.966,8156.202,6898.298,1241.367,591.253,65.938,13.965,2.756,0.000
304,101.496,21709.936,29691.483,21948.157,0.000,21709.936,12784.270,8113.720,6886.796,1235.840,588.177,65.780,13.916,2.777,0.000
305,101.874,21739.247,29546.829,21773.107,0.000,21739.247,12707.543,8070.088,6871.521,1229.948,585.261,65.603,13.862,2.797,0.000
306,102.253,21440.054,29391.352,21598.056,0.000,21440.054,12626.529,8024.977,6851.541,1223.673,582.415,65.397,13.802,2.815,0.000
307,102.631,21494.161,29222.827,21423.006,0.000,21494.161,12540.146,7978.110,6826.099,1217.002,579.549,65.152,13.737,2.830,0.000
308,103.010,21360.372,29039.486,21247.956,0.000,21360.372,12447.512,7929.269,6794.629,1209.928,576.581,64.858,13.666,2.842,0.000
309,103.388,21636.089,28840.042,21072.906,0.000,21636.089,12347.958,7878.298,6756.754,1202.448,573.433,64.511,13.590,2.850,0.000
310,103.766,21353.735,28623.702,20897.855,0.000,21353.735,12241.040,7825.106,6712.288,1194.567,570.037,64.103,13.507,2.855,0.000
311,104.145,20988.412,28390.167,20722.805,0.000,20988.412,12126.542,7769.661,6661.229,1186.295,566.335,63.634,13.419,2.855,0.000
312,104.523,20794.845,28139.619,20547.755,0.000,20794.845,12004.475,7711.995,6603.750,1177.649,562.279,63.100,13.325,2.851,0.000
313,104.901,20859.359,27872.691,20372.705,0.000,20859.359,11875.068,7652.194,6540.180,1168.653,557.832,62.502,13.225,2.842,0.000
314,105.279,20959.220,27590.426,20197.655,0.000,20959.220,11738.753,7590.397,6470.988,1159.334,552.969,61.841,13.121,2.829,0.000
315,105.657,20913.426,27294.229,20022.604,0.000,20913.426,11596.142,7526.786,6396.756,1149.729,547.678,61.122,13.013,2.811,0.000
316,106.036,20706.839,26985.803,19847.554,0.000,20706.839,11448.008,7461.579,6318.156,1139.873,541.959,60.349,12.900,2.789,0.000
317,106.414,21148.925,26667.084,19672.504,0.000,21148.925,11295.248,7395.020,6235.922,1129.809,535.823,59.528,12.784,2.762,0.000
318,106.792,20677.892,26340.172,19497.454,0.000,20677.892,11138.857,7327.374,6150.823,1119.579,529.290,58.665,12.666,2.731,0.000
319,107.170,20293.903,26007.259,19322.403,0.000,20293.903,10979.894,7258.915,6063.635,1109.226,522.392,57.770,12.545,2.696,0.000
320,107.548,20253.822,25670.559,19147.353,0.000,20253.822,10819.445,7189.917,5975.121,1098.794,515.168,56.850,12.423,2.657,0.000
321,107.926,20101.666,25332.246,18972.303,0.000,20101.666,10658.598,7120.649,5886.003,1088.325,507.662,55.913,12.301,2.614,0.000
322,108.304,19739.355,24994.392,18797.253,0.000,19739.355,10498.406,7051.364,5796.945,1077.856,499.925,54.969,12.178,2.569,0.000
323,108.682,19619.197,24658.921,18622.202,0.000,19619.197,10339.867,6982.296,5708.541,1067.424,492.011,54.027,12.056,2.521,0.000
324,109.059,19575.353,24327.567,18447.152,0.000,19575.353,10183.897,6913.657,5621.300,1057.061,483.975,53.094,11.934,2.471,0.000
325,109.437,19196.571,24001.843,18272.102,0.000,19196.571,10031.317,6845.628,5535.643,1046.795,475.873,52.180,11.814,2.420,0.000
326,109.815,19377.635,23683.027,18097.052,0.000,19377.635,9882.837,6778.360,5451.896,1036.648,467.758,51.291,11.695,2.367,0.000
327,110.193,19006.971,23372.148,17922.001,0.000,19006.971,9739.051,6711.976,5370.298,1026.640,459.684,50.436,11.579,2.314,0.000
328,110.571,18945.135,23069.992,17746.951,0.000,18945.135,9600.434,6646.565,5291.000,1016.783,451.697,49.619,11.464,2.260,0.000
329,110.948,18726.121,22777.112,17571.901,0.000,18726.121,9467.343,6582.189,5214.076,1007.087,443.843,48.846,11.352,2.207,0.000
330,111.326,18543.867,22493.843,17396.851,0.000,18543.867,9340.024,6518.880,5139.533,997.557,436.161,48.124,11.242,2.155,0.000
331,111.704,18624.039,22220.328,17221.801,0.000,18624.039,9218.621,6456.647,5067.321,988.195,428.683,47.456,11.135,2.104,0.000
332,112.081,18576.574,21956.546,17046.750,0.000,18576.574,9103.187,6395.477,4997.351,978.999,421.439,46.845,11.030,2.054,0.000
333,112.459,18295.987,21702.342,16871.700,0.000,18295.987,8993.696,6335.338,4929.499,969.964,414.451,46.296,10.928,2.007,0.000
334,112.837,18095.766,21457.454,16696.650,0.000,18095.766,8890.062,6276.184,4863.627,961.084,407.737,45.813,10.827,1.961,0.000
335,113.214,18176.867,21221.551,16521.600,0.000,18176.867,8792.147,6217.957,4799.588,952.348,401.308,45.397,10.729,1.918,0.000
336,113.592,18282.530,20994.255,16346.549,0.000,18282.530,8699.782,6160.591,4737.242,943.748,395.172,45.052,10.633,1.877,0.000
337,113.969,17891.175,20775.169,16171.499,0.000,17891.175,8612.773,6104.016,4676.459,935.272,389.333,44.781,10.538,1.839,0.000
338,114.347,18249.157,20563.898,15996.449,0.000,18249.157,8530.919,6048.158,4617.129,926.909,383.790,44.589,10.445,1.804,0.000
339,114.724,18303.655,20360.069,15821.399,0.000,18303.655,8454.016,5992.944,4559.165,918.647,378.539,44.478,10.353,1.772,0.000
340,115.102,18147.261,20163.340,15646.348,0.000,18147.261,8381.871,5938.303,4502.505,910.475,373.574,44.453,10.263,1.743,0.000
341,115.479,17811.187,19973.413,15471.298,0.000,17811.187,8314.303,5884.166,4447.114,902.381,368.887,44.521,10.174,1.717,0.000
342,115.856,17891.398,19790.035,15296.248,0.000,17891.398,8251.148,5830.471,4392.981,894.354,364.466,44.685,10.085,1.694,0.000
343,116.234,18048.556,19612.998,15121.198,0.000,18048.556,8192.261,5777.158,4340.119,886.386,360.301,44.953,9.997,1.674,0.000
344,116.611,17891.699,19442.138,14946.147,0.000,17891.699,8137.514,5724.175,4288.559,878.466,356.379,45.332,9.910,1.656,0.000
345,116.988,17846.915,19277.328,14771.097,0.000,17846.915,8086.794,5671.475,4238.347,870.587,352.686,45.829,9.824,1.641,0.000
346,117.365,17789.350,19118.466,14596.047,0.000,17789.350,8039.998,5619.017,4189.539,862.740,349.209,46.453,9.737,1.630,0.000
347,117.743,17891.305,18965.465,14420.997,0.000,17891.305,7997.029,5566.764,4142.194,854.919,345.934,47.211,9.652,1.621,0.000
348,118.120,18220.979,18818.245,14245.947,0.000,18220.979,7957.788,5514.685,4096.371,847.118,342.846,48.114,9.566,1.614,0.000
349,118.497,18045.790,18676.715,14070.896,0.000,18045.790,7922.167,5462.756,4052.126,839.333,339.933,49.168,9.480,1.611,0.000
350,118.874,17969.484,18540.764,13895.846,0.000,17969.484,7890.040,5410.953,4009.503,831.558,337.181,50.382,9.395,1.611,0.000
351,119.251,18025.372,18410.244,13720.796,0.000,18025.372,7861.257,5359.259,3968.534,823.791,334.577,51.764,9.310,1.614,0.000
352,119.628,18094.169,18284.967,13545.746,0.000,18094.169,7835.636,5307.658,3929.237,816.027,332.107,53.320,9.225,1.621,0.000
