ch,keV,net,model,continuum_raw,untied_tail,fit,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,continuum
208,65.009,30622.620,23237.486,17071.494,0.000,30622.620,1689.142,1400.821,2769.177,198.310,66.046,24.821,0.000,17.643,17071.494
209,65.391,32738.031,23796.311,17308.868,0.000,32738.031,1692.105,1435.894,3051.422,200.406,66.794,26.539,0.000,14.250,17308.868
210,65.773,35145.037,24389.492,17546.243,0.000,35145.037,1696.115,1472.145,3365.410,202.428,67.555,28.225,0.000,11.340,17546.243
211,66.154,36916.970,25015.505,17783.617,0.000,36916.970,1701.052,1508.801,3710.572,204.309,68.348,29.881,0.000,8.894,17783.617
212,66.536,38699.918,25671.817,18020.991,0.000,38699.918,1706.795,1544.998,4085.432,205.985,69.187,31.519,0.000,6.879,18020.991
213,66.917,41564.103,26354.887,18258.365,0.000,41564.103,1713.231,1579.804,4487.565,207.397,70.085,33.157,0.000,5.251,18258.365
214,67.299,43222.774,27060.202,18495.739,0.000,43222.774,1720.255,1612.262,4913.583,208.490,71.056,34.823,0.000,3.961,18495.739
215,67.680,45884.496,27782.368,18733.114,0.000,45884.496,1727.773,1641.430,5359.170,209.225,72.113,36.553,0.000,2.958,18733.114
216,68.062,48542.131,28515.225,18970.488,0.000,48542.131,1735.699,1666.424,5819.148,209.573,73.272,38.396,0.000,2.192,18970.488
217,68.443,50527.487,29252.008,19207.862,0.000,50527.487,1743.957,1686.469,6287.585,209.520,74.551,40.411,0.000,1.619,19207.862
218,68.825,53517.374,29985.520,19445.236,0.000,53517.374,1752.479,1700.936,6757.923,209.069,75.974,42.671,0.000,1.198,19445.236
219,69.206,56170.621,30708.324,19682.610,0.000,56170.621,1761.204,1709.377,7223.130,208.239,77.570,45.266,0.000,0.894,19682.610
220,69.587,59343.495,31412.930,19919.984,0.000,59343.495,1770.079,1711.557,7675.866,207.062,79.372,48.299,0.000,0.678,19919.984
221,69.969,61714.845,32091.980,20157.359,0.000,61714.845,1779.055,1707.464,8108.647,205.584,81.420,51.891,0.000,0.527,20157.359
222,70.350,63870.489,32738.418,20394.733,0.000,63870.489,1788.092,1697.317,8514.017,203.859,83.759,56.184,0.000,0.424,20394.733
223,70.731,65723.793,33345.643,20632.107,0.000,65723.793,1797.161,1681.553,8884.710,201.948,86.442,61.335,0.000,0.354,20632.107
224,71.112,67885.713,33907.650,20869.481,0.000,67885.713,1806.241,1660.810,9213.820,199.917,89.522,67.518,0.000,0.307,20869.481
225,71.493,69535.535,34419.156,21106.855,0.000,69535.535,1815.330,1635.893,9494.960,197.828,93.057,74.924,0.000,0.275,21106.855
226,71.874,70918.603,34875.725,21344.230,0.000,70918.603,1824.443,1607.736,9722.431,195.743,97.106,83.751,0.000,0.253,21344.230
227,72.255,71915.240,35273.888,21581.604,0.000,71915.240,1833.622,1577.353,9891.395,193.714,101.726,94.204,0.000,0.237,21581.604
228,72.636,72296.728,35611.262,21818.978,0.000,72296.728,1842.939,1545.798,9998.047,191.789,106.968,106.485,0.000,0.225,21818.978
229,73.017,72998.910,35886.672,22056.352,0.000,72998.910,1852.499,1514.114,10039.796,190.005,112.877,120.783,0.000,0.214,22056.352
230,73.398,72851.936,36100.273,22293.726,0.000,72851.936,1862.450,1483.289,10015.436,188.389,119.485,137.262,0.000,0.204,22293.726
231,73.779,71717.981,36253.650,22531.101,0.000,71717.981,1872.987,1454.223,9925.295,186.959,126.811,156.048,0.000,0.195,22531.101
232,74.160,70864.655,36349.900,22768.475,0.000,70864.655,1884.351,1427.700,9771.361,185.725,134.853,177.218,0.000,0.185,22768.475
233,74.541,69192.827,36393.673,23005.849,0.000,69192.827,1896.842,1404.363,9557.352,184.688,143.592,200.781,0.000,0.174,23005.849
234,74.922,68047.090,36391.159,23243.223,0.000,68047.090,1910.818,1384.706,9288.724,183.842,152.983,226.668,0.000,0.163,23243.223
235,75.303,65896.223,36350.011,23480.597,0.000,65896.223,1926.696,1369.074,8972.606,183.176,162.957,254.721,0.000,0.152,23480.597
236,75.683,63298.488,36279.192,23717.971,0.000,63298.488,1944.960,1357.665,8617.647,182.675,173.422,284.680,0.000,0.140,23717.971
237,76.064,60988.642,36188.749,23955.346,0.000,60988.642,1966.157,1350.545,8233.777,182.317,184.261,316.186,0.000,0.128,23955.346
238,76.445,58676.674,36089.517,24192.720,0.000,58676.674,1990.898,1347.665,7831.893,182.081,195.338,348.774,0.000,0.117,24192.720
239,76.826,55737.398,35992.771,24430.094,0.000,55737.398,2019.859,1348.880,7423.477,181.940,206.500,381.884,0.000,0.105,24430.094
240,77.206,53762.097,35909.828,24667.468,0.000,53762.097,2053.773,1353.975,7020.164,181.866,217.584,414.871,0.000,0.094,24667.468
241,77.587,51275.822,35851.639,24904.842,0.000,51275.822,2093.425,1362.682,6633.299,181.828,228.422,447.023,0.000,0.083,24904.842
242,77.967,49116.887,35828.389,25142.217,0.000,49116.887,2139.640,1374.707,6273.487,181.793,238.850,477.590,0.001,0.073,25142.217
243,78.348,46587.860,35849.124,25379.591,0.000,46587.860,2193.271,1389.741,5950.185,181.724,248.714,505.802,0.001,0.064,25379.591
244,78.728,44970.443,35921.427,25616.965,0.000,44970.443,2255.178,1407.484,5671.341,181.582,257.876,530.912,0.001,0.055,25616.965
245,79.109,43696.397,36051.164,25854.339,0.000,43696.397,2326.207,1427.649,5443.116,181.325,266.227,552.219,0.002,0.047,25854.339
246,79.489,42097.104,36242.312,26091.713,0.000,42097.104,2407.161,1449.973,5269.689,180.908,273.685,569.106,0.002,0.040,26091.713
247,79.869,40971.311,36496.860,26329.088,0.000,40971.311,2498.769,1474.220,5153.153,180.287,280.204,581.068,0.003,0.035,26329.088
248,80.250,40629.829,36814.800,26566.462,0.000,40629.829,2601.653,1500.181,5093.511,179.412,285.776,587.736,0.004,0.030,26566.462
249,80.630,40270.362,37194.189,26803.836,0.000,40270.362,2716.292,1527.671,5088.758,178.239,290.430,588.898,0.005,0.026,26803.836
250,81.010,39657.283,37631.280,27041.210,0.000,39657.283,2842.982,1556.521,5135.040,176.722,294.230,584.508,0.007,0.023,27041.210
251,81.391,39955.708,38120.703,27278.584,0.000,39955.708,2981.806,1586.576,5226.881,174.821,297.274,574.695,0.010,0.021,27278.584
252,81.771,40222.078,38655.692,27515.958,0.000,40222.078,3132.594,1617.678,5357.457,172.501,299.685,559.748,0.013,0.021,27515.958
253,82.151,40120.441,39228.337,27753.333,0.000,40120.441,3294.900,1649.662,5518.910,169.737,301.608,540.112,0.016,0.021,27753.333
254,82.531,40540.893,39829.854,27990.707,0.000,40540.893,3467.977,1682.341,5702.680,166.512,303.198,516.358,0.021,0.023,27990.707
255,82.911,41039.372,40450.862,28228.081,0.000,41039.372,3650.760,1715.499,5899.836,162.822,304.611,489.160,0.027,0.026,28228.081
256,83.291,41656.591,41081.659,28465.455,0.000,41656.591,3841.863,1748.885,6101.411,158.679,305.999,459.263,0.035,0.030,28465.455
257,83.671,42031.221,41712.489,28702.829,0.000,42031.221,4039.584,1782.202,6298.704,154.107,307.497,427.444,0.044,0.036,28702.829
258,84.051,42597.703,42333.788,28940.204,0.000,42597.703,4241.923,1815.109,6483.561,149.147,309.218,394.486,0.055,0.043,28940.204
259,84.431,43209.378,42936.424,29177.578,0.000,43209.378,4446.605,1847.219,6648.615,143.858,311.246,361.139,0.069,0.052,29177.578
260,84.811,43543.369,43511.895,29414.952,0.000,43543.369,4651.125,1878.104,6787.482,138.312,313.632,328.097,0.085,0.063,29414.952
261,85.191,43913.021,44052.519,29652.326,0.000,43913.021,4852.798,1907.303,6894.908,132.595,316.392,295.972,0.105,0.076,29652.326
262,85.571,43888.646,44137.907,29476.032,0.000,43888.646,5048.816,1934.333,6966.871,126.805,319.505,265.282,0.127,0.091,29476.032
263,85.951,44242.288,44176.091,29299.738,0.000,44242.288,5236.317,1958.700,7000.625,121.050,322.915,236.437,0.154,0.109,29299.738
264,86.331,44738.523,44162.601,29123.445,0.000,44738.523,5412.461,1979.917,6994.701,115.444,326.537,209.739,0.184,0.129,29123.445
265,86.710,45014.138,44094.184,28947.151,0.000,45014.138,5574.499,1997.519,6948.859,110.101,330.256,185.382,0.219,0.151,28947.151
266,87.090,44916.578,43968.818,28770.857,0.000,44916.578,5719.858,2011.082,6864.004,105.137,333.939,163.460,0.258,0.176,28770.857
267,87.470,44438.738,43785.700,28594.563,0.000,44438.738,5846.208,2020.239,6742.061,100.658,337.437,143.980,0.303,0.204,28594.563
268,87.850,43711.251,43545.201,28418.269,0.000,43711.251,5951.535,2024.697,6585.835,96.764,340.594,126.873,0.352,0.234,28418.269
269,88.229,43398.066,43248.793,28241.975,0.000,43398.066,6034.201,2024.246,6398.843,93.540,343.254,112.013,0.407,0.267,28241.975
270,88.609,43137.204,42898.964,28065.681,0.000,43137.204,6092.996,2018.775,6185.142,91.057,345.269,99.227,0.467,0.302,28065.681
271,88.988,42720.155,42499.109,27889.387,0.000,42720.155,6127.180,2008.279,5949.160,89.366,346.502,88.317,0.532,0.339,27889.387
272,89.368,42164.384,42053.413,27713.094,0.000,42164.384,6136.506,1992.858,5695.524,88.500,346.837,79.068,0.601,0.378,27713.094
273,89.747,41142.785,41566.723,27536.800,0.000,41142.785,6121.233,1972.722,5428.912,88.470,346.181,71.263,0.676,0.419,27536.800
274,90.127,40258.734,41044.420,27360.506,0.000,40258.734,6082.123,1948.187,5153.914,89.270,344.468,64.691,0.754,0.460,27360.506
275,90.506,39418.925,40492.290,27184.212,0.000,39418.925,6020.420,1919.665,4874.921,90.873,341.660,59.155,0.837,0.503,27184.212
276,90.886,38085.115,39916.396,27007.918,0.000,38085.115,5937.819,1887.653,4596.032,93.234,337.751,54.477,0.923,0.545,27007.918
277,91.265,37745.119,39322.949,26831.624,0.000,37745.119,5836.412,1852.723,4320.986,96.295,332.765,50.500,1.011,0.588,26831.624
278,91.644,36641.465,38718.195,26655.330,0.000,36641.465,5718.634,1815.505,4053.118,99.987,326.756,47.090,1.101,0.630,26655.330
279,92.024,35581.789,38108.297,26479.036,0.000,35581.789,5587.190,1776.665,3795.330,104.229,319.804,44.137,1.193,0.671,26479.036
280,92.403,34433.987,37499.233,26302.743,0.000,34433.987,5444.974,1736.896,3550.082,108.937,312.011,41.551,1.286,0.711,26302.743
281,92.782,33600.077,36896.693,26126.449,0.000,33600.077,5294.994,1696.889,3319.400,114.026,303.503,39.263,1.379,0.750,26126.449
282,93.161,32452.511,36305.989,25950.155,0.000,32452.511,5140.280,1657.323,3104.886,119.409,294.419,37.220,1.471,0.787,25950.155
283,93.541,31727.719,35731.980,25773.861,0.000,31727.719,4983.810,1618.846,2907.744,125.004,284.908,35.382,1.563,0.822,25773.861
284,93.920,30766.787,35178.993,25597.567,0.000,30766.787,4828.428,1582.057,2728.806,130.736,275.127,33.723,1.653,0.856,25597.567
285,94.299,29538.788,34650.771,25421.273,0.000,29538.788,4676.774,1547.499,2568.562,136.537,265.233,32.225,1.741,0.889,25421.273
286,94.678,29073.726,34150.423,25244.979,0.000,29073.726,4531.226,1515.639,2427.191,142.347,255.381,30.874,1.827,0.920,25244.979
287,95.057,28293.858,33680.389,25068.686,0.000,28293.858,4393.850,1486.868,2304.587,148.118,245.717,29.665,1.911,0.950,25068.686
288,95.436,27016.851,33242.423,24892.392,0.000,27016.851,4266.362,1461.492,2200.394,153.808,236.376,28.592,1.992,0.979,24892.392
289,95.815,26627.519,32837.585,24716.098,0.000,26627.519,4150.104,1439.725,2114.027,159.386,227.480,27.652,2.071,1.008,24716.098
290,96.194,25847.676,32466.250,24539.804,0.000,25847.676,4046.033,1421.692,2044.699,164.829,219.131,26.843,2.148,1.036,24539.804
291,96.573,25299.579,32128.124,24363.510,0.000,25299.579,3954.720,1407.427,1991.446,170.120,211.416,26.162,2.222,1.064,24363.510
292,96.952,24380.460,31822.284,24187.216,0.000,24380.460,3876.364,1396.880,1953.148,175.247,204.402,25.604,2.294,1.093,24187.216
293,97.331,24116.280,31547.216,24010.922,0.000,24116.280,3810.806,1389.915,1928.550,180.202,198.135,25.165,2.363,1.123,24010.922
294,97.709,23505.386,31300.872,23834.628,0.000,23505.386,3757.564,1386.322,1916.284,184.977,192.641,24.838,2.430,1.153,23834.628
295,98.088,23103.642,31080.734,23658.335,0.000,23103.642,3715.863,1385.824,1914.890,189.565,187.928,24.615,2.495,1.185,23658.335
296,98.467,23134.381,30883.879,23482.041,0.000,23134.381,3684.679,1388.084,1922.837,193.958,183.986,24.485,2.558,1.217,23482.041
297,98.846,22651.653,30707.059,23305.747,0.000,22651.653,3662.772,1392.716,1938.545,198.146,180.789,24.440,2.618,1.250,23305.747
298,99.224,22600.402,30546.775,23129.453,0.000,22600.402,3648.739,1399.296,1960.412,202.117,178.296,24.466,2.676,1.285,23129.453
299,99.603,22049.972,30399.363,22953.159,0.000,22049.972,3641.054,1407.376,1986.832,205.854,176.451,24.551,2.731,1.320,22953.159
300,99.982,21581.571,30261.077,22776.865,0.000,21581.571,3638.112,1416.490,2016.225,209.340,175.190,24.682,2.783,1.355,22776.865
301,100.360,21872.802,30128.169,22600.571,0.000,21872.802,13012.688,8261.074,6917.830,1254.762,598.637,66.188,14.079,2.700,0.000
302,100.739,21652.536,29996.970,22424.277,0.000,21652.536,12940.159,8219.245,6909.812,1249.822,594.935,66.027,14.038,2.723,0.000
303,101.117,21677.445,29863.973,22247.984,0.000,21677.445,12867.555,8177.066,6900.397,1244.560,591.577,65.871,13.993,2.745,0.000
304,101.496,21709.936,29725.903,22071.690,0.000,21709.936,12793.369,8134.129,6888.353,1238.956,588.471,65.709,13.943,2.767,0.000
305,101.874,21739.247,29579.785,21895.396,0.000,21739.247,12716.207,8090.060,6872.595,1232.991,585.525,65.529,13.888,2.786,0.000
306,102.253,21440.054,29423.005,21719.102,0.000,21440.054,12634.825,8044.532,6852.198,1226.647,582.649,65.319,13.827,2.803,0.000
307,102.631,21494.161,29253.358,21542.808,0.000,21494.161,12548.152,7997.272,6826.413,1219.913,579.755,65.071,13.762,2.818,0.000
308,103.010,21360.372,29069.088,21366.514,0.000,21360.372,12455.312,7948.063,6794.676,1212.780,576.761,64.775,13.690,2.830,0.000
309,103.388,21636.089,28868.915,21190.220,0.000,21636.089,12355.641,7896.750,6756.612,1205.246,573.590,64.426,13.613,2.838,0.000
310,103.766,21353.735,28652.049,21013.927,0.000,21353.735,12248.697,7843.241,6712.033,1197.314,570.176,64.018,13.530,2.842,0.000
311,104.145,20988.412,28418.187,20837.633,0.000,20988.412,12134.262,7787.504,6660.937,1188.996,566.459,63.548,13.441,2.842,0.000
312,104.523,20794.845,28167.502,20661.339,0.000,20794.845,12012.345,7729.571,6603.490,1180.308,562.393,63.015,13.346,2.838,0.000
313,104.901,20859.359,27900.612,20485.045,0.000,20859.359,11883.168,7669.524,6540.018,1171.273,557.940,62.418,13.247,2.829,0.000
314,105.279,20959.220,27618.545,20308.751,0.000,20959.220,11747.155,7607.502,6470.981,1161.919,553.077,61.760,13.142,2.816,0.000
315,105.657,20913.426,27322.683,20132.457,0.000,20913.426,11604.910,7543.681,6396.952,1152.280,547.792,61.044,13.033,2.799,0.000
316,106.036,20706.839,27014.705,19956.163,0.000,20706.839,11457.193,7478.278,6318.597,1142.394,542.083,60.274,12.920,2.776,0.000
317,106.414,21148.925,26696.524,19779.869,0.000,21148.925,11304.890,7411.535,6236.638,1132.301,535.961,59.457,12.804,2.750,0.000
318,106.792,20677.892,26370.211,19603.576,0.000,20677.892,11148.984,7343.711,6151.837,1122.043,529.447,58.599,12.686,2.719,0.000
319,107.170,20293.903,26037.935,19427.282,0.000,20293.903,10990.520,7275.079,6064.961,1111.663,522.571,57.708,12.565,2.684,0.000
320,107.548,20253.822,25701.882,19250.988,0.000,20253.822,10830.573,7205.909,5976.763,1101.203,515.372,56.792,12.443,2.645,0.000
321,107.926,20101.666,25364.204,19074.694,0.000,20101.666,10670.216,7136.466,5887.958,1090.706,507.894,55.860,12.320,2.603,0.000
322,108.304,19739.355,25026.950,18898.400,0.000,19739.355,10510.492,7067.002,5799.205,1080.208,500.187,54.921,12.197,2.558,0.000
323,108.682,19619.197,24692.026,18722.106,0.000,19619.197,10352.388,6997.749,5711.091,1069.747,492.304,53.983,12.074,2.510,0.000
324,109.059,19575.353,24361.146,18545.812,0.000,19575.353,10196.812,6928.914,5624.121,1059.353,484.300,53.055,11.953,2.461,0.000
325,109.437,19196.571,24035.812,18369.518,0.000,19196.571,10044.576,6860.679,5538.711,1049.054,476.229,52.145,11.832,2.410,0.000
326,109.815,19377.635,23717.289,18193.225,0.000,19377.635,9896.384,6793.195,5455.187,1038.873,468.146,51.260,11.713,2.357,0.000
327,110.193,19006.971,23406.599,18016.931,0.000,19006.971,9752.826,6726.580,5373.784,1028.828,460.101,50.407,11.596,2.305,0.000
328,110.571,18945.135,23104.523,17840.637,0.000,18945.135,9614.370,6660.926,5294.654,1018.933,452.144,49.593,11.482,2.252,0.000
329,110.948,18726.121,22811.610,17664.343,0.000,18726.121,9481.374,6596.293,5217.871,1009.196,444.316,48.823,11.369,2.199,0.000
330,111.326,18543.867,22528.194,17488.049,0.000,18543.867,9354.081,6532.714,5143.442,999.624,436.657,48.102,11.259,2.147,0.000
331,111.704,18624.039,22254.420,17311.755,0.000,18624.039,9232.635,6470.198,5071.321,990.217,429.201,47.434,11.151,2.096,0.000
332,112.081,18576.574,21990.268,17135.461,0.000,18576.574,9117.089,6408.733,5001.416,980.974,421.975,46.824,11.046,2.047,0.000
333,112.459,18295.987,21735.588,16959.168,0.000,18295.987,9007.420,6348.286,4933.608,971.891,415.002,46.274,10.943,1.999,0.000
334,112.837,18095.766,21490.122,16782.874,0.000,18095.766,8903.542,6288.814,4867.760,962.960,408.300,45.789,10.842,1.954,0.000
335,113.214,18176.867,21253.543,16606.580,0.000,18176.867,8805.321,6230.258,4803.727,954.172,401.879,45.371,10.743,1.911,0.000
336,113.592,18282.530,21025.478,16430.286,0.000,18282.530,8712.588,6172.554,4741.370,945.519,395.749,45.023,10.646,1.871,0.000
337,113.969,17891.175,20805.535,16253.992,0.000,17891.175,8625.154,6115.632,4680.560,936.988,389.911,44.748,10.551,1.833,0.000
338,114.347,18249.157,20593.324,16077.698,0.000,18249.157,8542.817,6059.421,4621.188,928.569,384.367,44.551,10.457,1.799,0.000
339,114.724,18303.655,20388.474,15901.404,0.000,18303.655,8465.378,6003.846,4563.168,920.250,379.111,44.434,10.365,1.767,0.000
340,115.102,18147.261,20190.648,15725.110,0.000,18147.261,8392.646,5948.839,4506.438,912.020,374.138,44.403,10.274,1.738,0.000
341,115.479,17811.187,19999.550,15548.817,0.000,17811.187,8324.440,5894.331,4450.963,903.867,369.440,44.461,10.184,1.712,0.000
342,115.856,17891.398,19814.929,15372.523,0.000,17891.398,8260.599,5840.260,4396.733,895.782,365.006,44.616,10.095,1.688,0.000
343,116.234,18048.556,19636.580,15196.229,0.000,18048.556,8200.979,5786.568,4343.758,887.754,360.824,44.874,10.007,1.668,0.000
344,116.611,17891.699,19464.339,15019.935,0.000,17891.699,8145.452,5733.202,4292.071,879.774,356.882,45.241,9.919,1.650,0.000
345,116.988,17846.915,19298.080,14843.641,0.000,17846.915,8093.908,5680.117,4241.716,871.834,353.168,45.724,9.832,1.636,0.000
346,117.365,17789.350,19137.701,14667.347,0.000,17789.350,8046.244,5627.271,4192.747,863.926,349.667,46.333,9.745,1.624,0.000
347,117.743,17891.305,18983.119,14491.053,0.000,17891.305,8002.364,5574.629,4145.225,856.044,346.366,47.075,9.658,1.615,0.000
348,118.120,18220.979,18834.251,14314.760,0.000,18220.979,7962.171,5522.160,4099.207,848.182,343.251,47.958,9.572,1.608,0.000
349,118.497,18045.790,18691.011,14138.466,0.000,18045.790,7925.557,5469.838,4054.749,840.335,340.308,48.992,9.486,1.605,0.000
350,118.874,17969.484,18553.285,13962.172,0.000,17969.484,7892.399,5417.642,4011.893,832.499,337.525,50.184,9.400,1.605,0.000
351,119.251,18025.372,18420.933,13785.878,0.000,18025.372,7862.549,5365.553,3970.672,824.670,334.887,51.541,9.314,1.607,0.000
352,119.628,18094.169,18293.765,13609.584,0.000,18094.169,7835.826,5313.557,3931.104,816.846,332.384,53.070,9.228,1.614,0.000
