ch,keV,net,model,continuum_raw,untied_tail,fit,tail,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232
209,65.391,32738.031,23791.507,17224.066,0.000,32738.031,0.000,8698.185,6430.167,7216.921,950.862,392.135,79.743,7.923,15.412
210,65.773,35145.037,24387.490,17459.667,0.000,35145.037,0.000,8799.151,6535.546,7589.288,963.253,397.424,82.161,8.036,12.470
211,66.154,36916.970,25016.654,17695.268,0.000,36916.970,0.000,8901.291,6641.438,7992.786,975.524,402.755,84.549,8.149,10.000
212,66.536,38699.918,25676.427,17930.869,0.000,38699.918,0.000,9004.511,6746.983,8425.862,987.612,408.145,86.917,8.262,7.969
213,66.917,41564.103,26363.213,18166.470,0.000,41564.103,0.000,9108.725,6851.257,8886.001,999.460,413.609,89.285,8.376,6.332
214,67.299,43222.774,27072.437,18402.071,0.000,43222.774,0.000,9213.853,6953.312,9369.713,1011.019,419.161,91.681,8.490,5.038
215,67.680,45884.496,27798.630,18637.672,0.000,45884.496,0.000,9319.823,7052.214,9872.573,1022.250,424.816,94.142,8.605,4.035
216,68.062,48542.131,28535.553,18873.273,0.000,48542.131,0.000,9426.571,7147.092,10389.290,1033.127,430.590,96.717,8.720,3.274
217,68.443,50527.487,29276.355,19108.874,0.000,50527.487,0.000,9534.037,7237.180,10913.811,1043.640,436.503,99.466,8.836,2.708
218,68.825,53517.374,30013.751,19344.475,0.000,53517.374,0.000,9642.168,7321.860,11439.462,1053.793,442.580,102.464,8.952,2.295
219,69.206,56170.621,30740.215,19580.076,0.000,56170.621,0.000,9750.913,7400.701,11959.095,1063.609,448.849,105.799,9.069,2.001
220,69.587,59343.495,31448.168,19815.677,0.000,59343.495,0.000,9860.221,7473.478,12465.262,1073.120,455.345,109.577,9.187,1.797
221,69.969,61714.845,32130.168,20051.278,0.000,61714.845,0.000,9970.045,7540.194,12950.381,1082.375,462.107,113.921,9.305,1.659
222,70.350,63870.489,32779.080,20286.879,0.000,63870.489,0.000,10080.337,7601.078,13406.909,1091.428,469.182,118.970,9.423,1.568
223,70.731,65723.793,33388.229,20522.480,0.000,65723.793,0.000,10191.056,7656.580,13827.509,1100.340,476.619,124.884,9.542,1.512
224,71.112,67885.713,33951.545,20758.081,0.000,67885.713,0.000,10302.165,7707.344,14205.221,1109.176,484.473,131.838,9.662,1.478
225,71.493,69535.535,34463.692,20993.682,0.000,69535.535,0.000,10413.638,7754.181,14533.623,1117.998,492.800,140.020,9.782,1.460
226,71.874,70918.603,34920.190,21229.283,0.000,70918.603,0.000,10525.463,7798.026,14807.004,1126.864,501.657,149.631,9.903,1.452
227,72.255,71915.240,35317.538,21464.884,0.000,71915.240,0.000,10637.649,7839.890,15020.535,1135.825,511.099,160.874,10.024,1.450
228,72.636,72296.728,35653.337,21700.485,0.000,72296.728,0.000,10750.230,7880.819,15170.448,1144.925,521.175,173.949,10.146,1.452
229,73.017,72998.910,35926.411,21936.086,0.000,72998.910,0.000,10863.273,7921.841,15254.215,1154.195,531.926,189.042,10.267,1.456
230,73.398,72851.936,36136.932,22171.687,0.000,72851.936,0.000,10976.884,7963.928,15270.719,1163.659,543.381,206.314,10.390,1.460
231,73.779,71717.981,36286.520,22407.288,0.000,71717.981,0.000,11091.209,8007.955,15220.405,1173.331,555.556,225.888,10.512,1.465
232,74.160,70864.655,36378.329,22642.889,0.000,70864.655,0.000,11206.449,8054.679,15105.405,1183.214,568.444,247.833,10.635,1.469
233,74.541,69192.827,36417.084,22878.490,0.000,69192.827,0.000,11322.856,8104.712,14929.605,1193.304,582.022,272.153,10.757,1.473
234,74.922,68047.090,36409.072,23114.091,0.000,68047.090,0.000,11440.747,8158.517,14698.650,1203.590,596.239,298.769,10.880,1.476
235,75.303,65896.223,36362.059,23349.692,0.000,65896.223,0.000,11560.499,8216.404,14419.875,1214.057,611.022,327.514,11.003,1.479
236,75.683,63298.488,36285.137,23585.293,0.000,63298.488,0.000,11682.563,8278.539,14102.145,1224.682,626.273,358.118,11.126,1.482
237,76.064,60988.642,36188.497,23820.894,0.000,60988.642,0.000,11807.456,8344.959,13755.612,1235.444,641.873,390.209,11.249,1.485
238,76.445,58676.674,36083.124,24056.495,0.000,58676.674,0.000,11935.769,8415.588,13391.388,1246.316,657.679,423.312,11.372,1.487
239,76.826,55737.398,35980.446,24292.095,0.000,55737.398,0.000,12068.165,8490.262,13021.161,1257.270,673.536,456.853,11.495,1.490
240,77.206,53762.097,35891.931,24527.696,0.000,53762.097,0.000,12205.373,8568.748,12656.753,1268.276,689.278,490.176,11.618,1.493
241,77.587,51275.822,35828.676,24763.297,0.000,51275.822,0.000,12348.182,8650.773,12309.668,1279.304,704.734,522.559,11.741,1.497
242,77.967,49116.887,35800.996,24998.898,0.000,49116.887,0.000,12497.431,8736.041,11990.638,1290.322,719.738,553.241,11.863,1.501
243,78.348,46587.860,35818.048,25234.499,0.000,46587.860,0.000,12653.994,8824.253,11709.208,1301.295,734.137,581.447,11.986,1.506
244,78.728,44970.443,35887.505,25470.100,0.000,44970.443,0.000,12818.757,8915.121,11473.376,1312.188,747.795,606.422,12.109,1.512
245,79.109,43696.397,36015.296,25705.701,0.000,43696.397,0.000,12992.598,9008.380,11289.309,1322.963,760.603,627.465,12.232,1.519
246,79.489,42097.104,36205.431,25941.302,0.000,42097.104,0.000,13176.356,9103.792,11161.147,1333.580,772.483,643.961,12.355,1.527
247,79.869,40971.311,36459.903,26176.903,0.000,40971.311,0.000,13370.796,9201.153,11090.907,1343.999,783.394,655.408,12.479,1.536
248,80.250,40629.829,36778.673,26412.504,0.000,40629.829,0.000,13576.573,9300.286,11078.476,1354.179,793.332,661.445,12.603,1.546
249,80.630,40270.362,37159.742,26648.105,0.000,40270.362,0.000,13794.196,9401.040,11121.704,1364.080,802.329,661.872,12.728,1.557
250,81.010,39657.283,37599.274,26883.706,0.000,39657.283,0.000,14023.986,9503.284,11216.563,1373.665,810.458,656.658,12.854,1.569
251,81.391,39955.708,38091.784,27119.307,0.000,39955.708,0.000,14266.041,9606.891,11357.384,1382.898,817.820,645.947,12.980,1.582
252,81.771,40222.078,38630.371,27354.908,0.000,40222.078,0.000,14520.200,9711.737,11537.141,1391.752,824.545,630.049,13.108,1.596
253,82.151,40120.441,39206.971,27590.509,0.000,40120.441,0.000,14786.013,9817.681,11747.768,1400.206,830.783,609.426,13.237,1.612
254,82.531,40540.893,39812.635,27826.110,0.000,40540.893,0.000,15062.718,9924.558,11980.501,1408.251,836.692,584.672,13.368,1.628
255,82.911,41039.372,40437.812,28061.711,0.000,41039.372,0.000,15349.225,10032.168,12226.219,1415.887,842.434,556.480,13.501,1.646
256,83.291,41656.591,41072.627,28297.312,0.000,41656.591,0.000,15644.115,10140.270,12475.783,1423.129,848.161,525.614,13.635,1.666
257,83.671,42031.221,41707.159,28532.913,0.000,42031.221,0.000,15945.640,10248.570,12720.346,1430.006,854.012,492.869,13.773,1.687
258,84.051,42597.703,42331.695,28768.514,0.000,42597.703,0.000,16251.746,10356.725,12951.637,1436.562,860.099,459.043,13.913,1.710
259,84.431,43209.378,42936.965,29004.115,0.000,43209.378,0.000,16560.100,10464.340,13162.209,1442.857,866.507,424.900,14.056,1.735
260,84.811,43543.369,43514.359,29239.716,0.000,43543.369,0.000,16868.133,10570.975,13345.632,1448.964,873.285,391.142,14.202,1.761
261,85.191,43913.021,44056.105,29475.317,0.000,43913.021,0.000,17173.092,10676.150,13496.646,1454.970,880.446,358.390,14.353,1.790
262,85.571,43888.646,44144.773,29300.267,0.000,43888.646,0.000,17301.265,10657.434,13520.641,1442.553,880.162,326.346,14.308,1.797
263,85.951,44242.288,44185.347,29125.216,0.000,44242.288,0.000,17420.489,10636.062,13505.813,1430.201,880.182,296.258,14.268,1.806
264,86.331,44738.523,44173.353,28950.166,0.000,44738.523,0.000,17527.872,10611.516,13450.788,1418.024,880.415,268.423,14.231,1.818
265,86.710,45014.138,44105.559,28775.116,0.000,45014.138,0.000,17620.622,10583.297,13355.440,1406.132,880.742,243.029,14.199,1.833
266,87.090,44916.578,43979.987,28600.066,0.000,44916.578,0.000,17696.129,10550.949,13220.800,1394.633,881.026,220.165,14.172,1.850
267,87.470,44438.738,43795.896,28425.015,0.000,44438.738,0.000,17752.036,10514.074,13048.934,1383.630,881.114,199.827,14.149,1.869
268,87.850,43711.251,43553.733,28249.965,0.000,43711.251,0.000,17786.312,10472.349,12842.785,1373.216,880.846,181.939,14.131,1.892
269,88.229,43398.066,43255.057,28074.915,0.000,43398.066,0.000,17797.315,10425.540,12606.007,1363.469,880.065,166.365,14.119,1.916
270,88.609,43137.204,42902.448,27899.865,0.000,43137.204,0.000,17783.837,10373.512,12342.789,1354.454,878.618,152.925,14.110,1.943
271,88.988,42720.155,42499.393,27724.815,0.000,42720.155,0.000,17745.153,10316.237,12057.671,1346.214,876.369,141.411,14.107,1.972
272,89.368,42164.384,42050.170,27549.764,0.000,42164.384,0.000,17681.040,10253.801,11755.385,1338.777,873.199,131.602,14.107,2.002
273,89.747,41142.785,41559.714,27374.714,0.000,41142.785,0.000,17591.789,10186.401,11440.688,1332.147,869.015,123.272,14.112,2.034
274,90.127,40258.734,41033.489,27199.664,0.000,40258.734,0.000,17478.203,10114.341,11118.235,1326.311,863.752,116.206,14.121,2.066
275,90.506,39418.925,40477.355,27024.614,0.000,39418.925,0.000,17341.573,10038.028,10792.461,1321.235,857.373,110.200,14.132,2.100
276,90.886,38085.115,39897.444,26849.563,0.000,38085.115,0.000,17183.647,9957.958,10467.492,1316.871,849.875,105.071,14.146,2.133
277,91.265,37745.119,39300.028,26674.513,0.000,37745.119,0.000,17006.576,9874.702,10147.075,1313.156,841.283,100.660,14.162,2.166
278,91.644,36641.465,38691.407,26499.463,0.000,36641.465,0.000,16812.852,9788.892,9834.541,1310.014,831.653,96.829,14.179,2.199
279,92.024,35581.789,38077.793,26324.413,0.000,35581.789,0.000,16605.241,9701.205,9532.775,1307.365,821.069,93.466,14.197,2.230
280,92.403,34433.987,37465.204,26149.362,0.000,34433.987,0.000,16386.700,9612.339,9244.209,1305.120,809.638,90.479,14.215,2.261
281,92.782,33600.077,36859.368,25974.312,0.000,33600.077,0.000,16160.295,9522.999,8970.834,1303.193,797.487,87.797,14.232,2.289
282,93.161,32452.511,36265.631,25799.262,0.000,32452.511,0.000,15929.114,9433.878,8714.215,1301.496,784.759,85.366,14.248,2.316
283,93.541,31727.719,35688.877,25624.212,0.000,31727.719,0.000,15696.186,9345.637,8475.510,1299.949,771.608,83.146,14.262,2.342
284,93.920,30766.787,35133.460,25449.162,0.000,30766.787,0.000,15464.403,9258.894,8255.510,1298.476,758.194,81.109,14.274,2.365
285,94.299,29538.788,34603.142,25274.111,0.000,29538.788,0.000,15236.448,9174.207,8054.658,1297.012,744.676,79.237,14.284,2.387
286,94.678,29073.726,34101.045,25099.061,0.000,29073.726,0.000,15014.737,9092.062,7873.090,1295.499,731.213,77.517,14.290,2.407
287,95.057,28293.858,33629.621,24924.011,0.000,28293.858,0.000,14801.362,9012.867,7710.657,1293.892,717.952,75.941,14.294,2.427
288,95.436,27016.851,33190.629,24748.961,0.000,27016.851,0.000,14598.065,8936.945,7566.962,1292.153,705.031,74.505,14.294,2.445
289,95.815,26627.519,32785.127,24573.910,0.000,26627.519,0.000,14406.204,8864.528,7441.381,1290.256,692.572,73.206,14.292,2.462
290,96.194,25847.676,32413.483,24398.860,0.000,25847.676,0.000,14226.746,8795.756,7333.089,1288.180,680.681,72.040,14.287,2.479
291,96.573,25299.579,32075.394,24223.810,0.000,25299.579,0.000,14060.266,8730.679,7241.088,1285.913,669.445,71.005,14.279,2.497
292,96.952,24380.460,31769.916,24048.760,0.000,24380.460,0.000,13906.960,8669.258,7164.223,1283.447,658.930,70.096,14.268,2.514
293,97.331,24116.280,31495.515,23873.709,0.000,24116.280,0.000,13766.665,8611.369,7101.208,1280.778,649.182,69.307,14.254,2.533
294,97.709,23505.386,31250.114,23698.659,0.000,23505.386,0.000,13638.887,8556.814,7050.644,1277.901,640.227,68.633,14.238,2.552
295,98.088,23103.642,31031.162,23523.609,0.000,23103.642,0.000,13522.839,8505.321,7011.043,1274.814,632.073,68.064,14.219,2.572
296,98.467,23134.381,30835.700,23348.559,0.000,23134.381,0.000,13417.476,8456.561,6980.847,1271.512,624.708,67.591,14.198,2.593
297,98.846,22651.653,30660.442,23173.508,0.000,22651.653,0.000,13321.542,8410.152,6958.451,1267.987,618.104,67.202,14.174,2.615
298,99.224,22600.402,30501.847,22998.458,0.000,22600.402,0.000,13233.612,8365.673,6942.230,1264.228,612.219,66.886,14.148,2.638
299,99.603,22049.972,30356.211,22823.408,0.000,22049.972,0.000,13152.138,8322.675,6930.558,1260.223,606.996,66.631,14.118,2.661
300,99.982,21581.571,30219.744,22648.358,0.000,21581.571,0.000,13075.491,8280.694,6921.834,1255.954,602.368,66.421,14.086,2.685
301,100.360,21872.802,30088.655,22473.308,0.000,21872.802,0.000,13002.010,8239.260,6914.512,1251.402,598.258,66.245,14.049,2.709
302,100.739,21652.536,29959.240,22298.257,0.000,21652.536,0.000,12930.038,8197.910,6907.122,1246.547,594.583,66.088,14.009,2.733
303,101.117,21677.445,29827.952,22123.207,0.000,21677.445,0.000,12857.966,8156.202,6898.298,1241.367,591.253,65.938,13.965,2.756
304,101.496,21709.936,29691.483,21948.157,0.000,21709.936,0.000,12784.270,8113.720,6886.796,1235.840,588.177,65.780,13.916,2.777
305,101.874,21739.247,29546.829,21773.107,0.000,21739.247,0.000,12707.543,8070.088,6871.521,1229.948,585.261,65.603,13.862,2.797
306,102.253,21440.054,29391.352,21598.056,0.000,21440.054,0.000,12626.529,8024.977,6851.541,1223.673,582.415,65.397,13.802,2.815
307,102.631,21494.161,29222.827,21423.006,0.000,21494.161,0.000,12540.146,7978.110,6826.099,1217.002,579.549,65.152,13.737,2.830
308,103.010,21360.372,29039.486,21247.956,0.000,21360.372,0.000,12447.512,7929.269,6794.629,1209.928,576.581,64.858,13.666,2.842
309,103.388,21636.089,28840.042,21072.906,0.000,21636.089,0.000,12347.958,7878.298,6756.754,1202.448,573.433,64.511,13.590,2.850
310,103.766,21353.735,28623.702,20897.855,0.000,21353.735,0.000,12241.040,7825.106,6712.288,1194.567,570.037,64.103,13.507,2.855
311,104.145,20988.412,28390.167,20722.805,0.000,20988.412,0.000,12126.542,7769.661,6661.229,1186.295,566.335,63.634,13.419,2.855
312,104.523,20794.845,28139.619,20547.755,0.000,20794.845,0.000,12004.475,7711.995,6603.750,1177.649,562.279,63.100,13.325,2.851
313,104.901,20859.359,27872.691,20372.705,0.000,20859.359,0.000,11875.068,7652.194,6540.180,1168.653,557.832,62.502,13.225,2.842
314,105.279,20959.220,27590.426,20197.655,0.000,20959.220,0.000,11738.753,7590.397,6470.988,1159.334,552.969,61.841,13.121,2.829
315,105.657,20913.426,27294.229,20022.604,0.000,20913.426,0.000,11596.142,7526.786,6396.756,1149.729,547.678,61.122,13.013,2.811
316,106.036,20706.839,26985.803,19847.554,0.000,20706.839,0.000,11448.008,7461.579,6318.156,1139.873,541.959,60.349,12.900,2.789
317,106.414,21148.925,26667.084,19672.504,0.000,21148.925,0.000,11295.248,7395.020,6235.922,1129.809,535.823,59.528,12.784,2.762
318,106.792,20677.892,26340.172,19497.454,0.000,20677.892,0.000,11138.857,7327.374,6150.823,1119.579,529.290,58.665,12.666,2.731
319,107.170,20293.903,26007.259,19322.403,0.000,20293.903,0.000,10979.894,7258.915,6063.635,1109.226,522.392,57.770,12.545,2.696
320,107.548,20253.822,25670.559,19147.353,0.000,20253.822,0.000,10819.445,7189.917,5975.121,1098.794,515.168,56.850,12.423,2.657
321,107.926,20101.666,25332.246,18972.303,0.000,20101.666,0.000,10658.598,7120.649,5886.003,1088.325,507.662,55.913,12.301,2.614
322,108.304,19739.355,24994.392,18797.253,0.000,19739.355,0.000,10498.406,7051.364,5796.945,1077.856,499.925,54.969,12.178,2.569
323,108.682,19619.197,24658.921,18622.202,0.000,19619.197,0.000,10339.867,6982.296,5708.541,1067.424,492.011,54.027,12.056,2.521
324,109.059,19575.353,24327.567,18447.152,0.000,19575.353,0.000,10183.897,6913.657,5621.300,1057.061,483.975,53.094,11.934,2.471
325,109.437,19196.571,24001.843,18272.102,0.000,19196.571,0.000,10031.317,6845.628,5535.643,1046.795,475.873,52.180,11.814,2.420
326,109.815,19377.635,23683.027,18097.052,0.000,19377.635,0.000,9882.837,6778.360,5451.896,1036.648,467.758,51.291,11.695,2.367
327,110.193,19006.971,23372.148,17922.001,0.000,19006.971,0.000,9739.051,6711.976,5370.298,1026.640,459.684,50.436,11.579,2.314
328,110.571,18945.135,23069.992,17746.951,0.000,18945.135,0.000,9600.434,6646.565,5291.000,1016.783,451.697,49.619,11.464,2.260
329,110.948,18726.121,22777.112,17571.901,0.000,18726.121,0.000,9467.343,6582.189,5214.076,1007.087,443.843,48.846,11.352,2.207
330,111.326,18543.867,22493.843,17396.851,0.000,18543.867,0.000,9340.024,6518.880,5139.533,997.557,436.161,48.124,11.242,2.155
331,111.704,18624.039,22220.328,17221.801,0.000,18624.039,0.000,9218.621,6456.647,5067.321,988.195,428.683,47.456,11.135,2.104
332,112.081,18576.574,21956.546,17046.750,0.000,18576.574,0.000,9103.187,6395.477,4997.351,978.999,421.439,46.845,11.030,2.054
333,112.459,18295.987,21702.342,16871.700,0.000,18295.987,0.000,8993.696,6335.338,4929.499,969.964,414.451,46.296,10.928,2.007
334,112.837,18095.766,21457.454,16696.650,0.000,18095.766,0.000,8890.062,6276.184,4863.627,961.084,407.737,45.813,10.827,1.961
335,113.214,18176.867,21221.551,16521.600,0.000,18176.867,0.000,8792.147,6217.957,4799.588,952.348,401.308,45.397,10.729,1.918
336,113.592,18282.530,20994.255,16346.549,0.000,18282.530,0.000,8699.782,6160.591,4737.242,943.748,395.172,45.052,10.633,1.877
337,113.969,17891.175,20775.169,16171.499,0.000,17891.175,0.000,8612.773,6104.016,4676.459,935.272,389.333,44.781,10.538,1.839
338,114.347,18249.157,20563.898,15996.449,0.000,18249.157,0.000,8530.919,6048.158,4617.129,926.909,383.790,44.589,10.445,1.804
339,114.724,18303.655,20360.069,15821.399,0.000,18303.655,0.000,8454.016,5992.944,4559.165,918.647,378.539,44.478,10.353,1.772
340,115.102,18147.261,20163.340,15646.348,0.000,18147.261,0.000,8381.871,5938.303,4502.505,910.475,373.574,44.453,10.263,1.743
341,115.479,17811.187,19973.413,15471.298,0.000,17811.187,0.000,8314.303,5884.166,4447.114,902.381,368.887,44.521,10.174,1.717
342,115.856,17891.398,19790.035,15296.248,0.000,17891.398,0.000,8251.148,5830.471,4392.981,894.354,364.466,44.685,10.085,1.694
343,116.234,18048.556,19612.998,15121.198,0.000,18048.556,0.000,8192.261,5777.158,4340.119,886.386,360.301,44.953,9.997,1.674
344,116.611,17891.699,19442.138,14946.147,0.000,17891.699,0.000,8137.514,5724.175,4288.559,878.466,356.379,45.332,9.910,1.656
345,116.988,17846.915,19277.328,14771.097,0.000,17846.915,0.000,8086.794,5671.475,4238.347,870.587,352.686,45.829,9.824,1.641
346,117.365,17789.350,19118.466,14596.047,0.000,17789.350,0.000,8039.998,5619.017,4189.539,862.740,349.209,46.453,9.737,1.630
347,117.743,17891.305,18965.465,14420.997,0.000,17891.305,0.000,7997.029,5566.764,4142.194,854.919,345.934,47.211,9.652,1.621
348,118.120,18220.979,18818.245,14245.947,0.000,18220.979,0.000,7957.788,5514.685,4096.371,847.118,342.846,48.114,9.566,1.614
349,118.497,18045.790,18676.715,14070.896,0.000,18045.790,0.000,7922.167,5462.756,4052.126,839.333,339.933,49.168,9.480,1.611
350,118.874,17969.484,18540.764,13895.846,0.000,17969.484,0.000,7890.040,5410.953,4009.503,831.558,337.181,50.382,9.395,1.611
351,119.251,18025.372,18410.244,13720.796,0.000,18025.372,0.000,7861.257,5359.259,3968.534,823.791,334.577,51.764,9.310,1.614
352,119.628,18094.169,18284.967,13545.746,0.000,18094.169,0.000,7835.636,5307.658,3929.237,816.027,332.107,53.320,9.225,1.621
