ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb,Xray-Th,Xray-Ba
476,153.299,807.073,882.301,851.939,355.520,187.880,277.881,33.005,24.352,3.058,0.446,0.152,0.000,0.000,0.000
477,153.639,877.142,882.603,851.884,355.783,187.880,277.881,33.006,24.352,3.112,0.446,0.137,0.000,0.000,0.000
478,153.979,924.256,882.845,851.830,355.980,187.881,277.882,33.006,24.352,3.169,0.446,0.124,0.000,0.000,0.000
479,154.318,905.217,883.023,851.776,356.108,187.881,277.883,33.006,24.352,3.230,0.446,0.111,0.000,0.000,0.000
480,154.658,862.214,883.136,851.722,356.165,187.882,277.884,33.006,24.352,3.296,0.446,0.100,0.000,0.000,0.000
481,154.998,879.142,883.183,851.668,356.150,187.883,277.885,33.006,24.352,3.366,0.446,0.089,0.000,0.000,0.000
482,155.337,955.581,883.163,851.613,356.063,187.884,277.886,33.006,24.352,3.440,0.446,0.080,0.000,0.000,0.000
483,155.677,923.360,883.077,851.559,355.903,187.884,277.888,33.006,24.353,3.520,0.446,0.071,0.000,0.000,0.000
484,156.017,896.839,882.924,851.505,355.673,187.885,277.889,33.006,24.353,3.604,0.446,0.063,0.000,0.000,0.000
485,156.357,832.766,882.708,851.451,355.371,187.886,277.890,33.007,24.353,3.694,0.446,0.056,0.000,0.000,0.000
486,156.696,875.027,882.428,851.397,355.001,187.887,277.891,33.007,24.353,3.789,0.446,0.049,0.000,0.000,0.000
487,157.036,828.806,882.089,851.342,354.565,187.887,277.892,33.007,24.353,3.890,0.446,0.043,0.000,0.000,0.000
488,157.376,911.840,881.705,851.288,354.048,187.888,277.924,33.007,24.353,3.996,0.446,0.038,0.000,0.000,0.000
489,157.716,840.952,881.337,851.234,353.510,187.888,277.983,33.007,24.353,4.111,0.446,0.033,0.000,0.000,0.000
490,158.056,800.725,880.842,851.180,352.894,187.888,277.988,33.007,24.353,4.231,0.446,0.029,0.000,0.000,0.000
491,158.395,812.395,880.302,851.126,352.225,187.889,277.992,33.007,24.353,4.359,0.446,0.025,0.000,0.000,0.000
492,158.735,868.468,879.719,851.071,351.509,187.888,277.996,33.007,24.353,4.491,0.446,0.022,0.000,0.000,0.000
493,159.075,842.169,879.094,851.017,350.745,187.888,278.000,33.007,24.358,4.625,0.446,0.019,0.000,0.000,0.000
494,159.415,849.466,878.432,850.963,349.943,187.887,278.004,33.007,24.362,4.760,0.446,0.017,0.000,0.000,0.000
495,159.755,879.467,877.738,850.909,349.111,187.887,278.008,33.007,24.362,4.897,0.446,0.015,0.000,0.000,0.000
496,160.095,819.280,877.017,850.855,348.253,187.886,278.012,33.006,24.362,5.033,0.446,0.013,0.000,0.000,0.000
497,160.435,869.058,876.271,850.800,347.371,187.884,278.015,33.006,24.362,5.169,0.446,0.011,0.000,0.000,0.000
498,160.775,839.500,875.504,850.746,346.470,187.883,278.018,33.006,24.363,5.303,0.446,0.010,0.000,0.000,0.000
499,161.115,850.016,874.723,850.692,345.557,187.881,278.022,33.006,24.363,5.435,0.446,0.008,0.000,0.000,0.000
500,161.455,879.166,873.931,850.638,344.636,187.878,278.025,33.005,24.363,5.565,0.446,0.007,0.000,0.000,0.000
501,161.795,784.759,873.132,850.584,343.712,187.876,278.027,33.005,24.363,5.691,0.446,0.006,0.000,0.000,0.000
502,162.135,787.127,872.330,850.529,342.790,187.873,278.030,33.004,24.363,5.812,0.446,0.006,0.000,0.000,0.000
503,162.475,862.759,871.530,850.475,341.874,187.870,278.033,33.004,24.364,5.929,0.446,0.005,0.000,0.000,0.000
504,162.815,837.796,870.734,850.421,340.969,187.866,278.035,33.003,24.364,6.040,0.446,0.004,0.000,0.000,0.000
505,163.155,828.314,869.946,850.367,340.079,187.863,278.038,33.002,24.364,6.145,0.446,0.004,0.000,0.000,0.000
506,163.495,867.532,869.169,850.313,339.207,187.859,278.040,33.002,24.364,6.243,0.446,0.003,0.000,0.000,0.000
507,163.835,851.278,868.405,850.258,338.356,187.854,278.042,33.001,24.364,6.333,0.446,0.003,0.000,0.000,0.000
508,164.175,898.757,867.657,850.204,337.530,187.850,278.044,33.000,24.364,6.415,0.446,0.002,0.000,0.000,0.000
509,164.515,835.607,866.928,850.150,336.731,187.845,278.046,32.999,24.364,6.488,0.446,0.002,0.000,0.000,0.000
510,164.855,796.978,866.218,850.096,335.961,187.840,278.049,32.998,24.364,6.552,0.446,0.002,0.000,0.000,0.000
511,165.195,805.570,865.529,850.041,335.223,187.834,278.051,32.997,24.364,6.606,0.446,0.002,0.000,0.000,0.000
512,165.535,850.714,864.863,849.987,334.518,187.829,278.053,32.996,24.364,6.650,0.446,0.001,0.000,0.000,0.000
513,165.876,863.088,864.221,849.933,333.847,187.823,278.056,32.995,24.364,6.683,0.446,0.001,0.000,0.000,0.000
514,166.216,817.900,863.603,849.879,333.211,187.816,278.059,32.994,24.365,6.706,0.446,0.001,0.000,0.000,0.000
515,166.556,762.455,863.010,849.825,332.610,187.810,278.062,32.993,24.365,6.717,0.446,0.001,0.000,0.000,0.000
516,166.896,789.531,862.442,849.770,332.046,187.803,278.065,32.992,24.365,6.718,0.446,0.001,0.000,0.000,0.000
517,167.236,814.083,861.899,849.716,331.519,187.797,278.068,32.991,24.365,6.708,0.446,0.001,0.000,0.000,0.000
518,167.577,819.121,861.382,849.662,331.027,187.789,278.072,32.990,24.365,6.686,0.446,0.001,0.000,0.000,0.000
519,167.917,748.047,860.889,849.608,330.571,187.782,278.076,32.988,24.365,6.654,0.446,0.001,0.000,0.000,0.000
520,168.257,730.938,860.422,849.554,330.151,187.775,278.081,32.987,24.365,6.611,0.446,0.000,0.000,0.000,0.000
521,168.598,856.195,859.979,849.499,329.765,187.767,278.086,32.986,24.366,6.557,0.446,0.000,0.000,0.000,0.000
522,168.938,900.825,859.559,849.445,329.412,187.760,278.091,32.984,24.366,6.494,0.446,0.000,0.000,0.000,0.000
523,169.278,836.271,859.164,849.391,329.093,187.752,278.098,32.983,24.366,6.420,0.446,0.000,0.000,0.000,0.000
524,169.618,876.935,858.791,849.337,328.805,187.744,278.104,32.982,24.367,6.338,0.446,0.000,0.000,0.000,0.000
525,169.959,858.894,858.441,849.283,328.548,187.736,278.112,32.980,24.367,6.246,0.446,0.000,0.000,0.000,0.000
526,170.299,835.858,858.112,849.228,328.320,187.727,278.120,32.979,24.368,6.147,0.446,0.000,0.000,0.000,0.000
527,170.640,848.267,857.805,849.174,328.121,187.719,278.129,32.977,24.368,6.040,0.446,0.000,0.000,0.000,0.000
528,170.980,777.119,857.519,849.120,327.948,187.710,278.139,32.976,24.369,5.926,0.446,0.000,0.000,0.000,0.000
529,171.320,882.041,857.253,849.066,327.801,187.702,278.149,32.974,24.369,5.806,0.446,0.000,0.000,0.000,0.000
530,171.661,823.968,857.007,849.012,327.679,187.693,278.161,32.973,24.370,5.680,0.446,0.000,0.000,0.000,0.000
531,172.001,809.300,856.780,848.957,327.579,187.684,278.173,32.971,24.371,5.549,0.446,0.000,0.000,0.000,0.000
532,172.342,911.523,856.573,848.903,327.502,187.676,278.187,32.970,24.372,5.415,0.446,0.000,0.000,0.000,0.000
533,172.682,766.857,856.384,848.849,327.446,187.667,278.202,32.968,24.373,5.277,0.446,0.000,0.000,0.000,0.000
534,173.023,808.559,856.215,848.795,327.411,187.658,278.218,32.966,24.374,5.137,0.446,0.000,0.000,0.000,0.000
535,173.363,866.077,856.067,848.741,327.397,187.649,278.235,32.965,24.375,4.994,0.446,0.000,0.000,0.000,0.000
536,173.704,889.818,855.937,848.686,327.401,187.640,278.254,32.963,24.376,4.851,0.446,0.000,0.000,0.000,0.000
537,174.044,800.965,855.827,848.632,327.424,187.631,278.274,32.962,24.377,4.707,0.446,0.000,0.000,0.000,0.000
538,174.385,821.408,855.735,848.578,327.463,187.622,278.296,32.960,24.379,4.564,0.446,0.000,0.000,0.000,0.000
539,174.725,916.559,855.661,848.524,327.518,187.613,278.319,32.959,24.381,4.421,0.446,0.000,0.000,0.000,0.000
540,175.066,888.148,855.605,848.470,327.587,187.604,278.344,32.957,24.382,4.280,0.446,0.000,0.000,0.000,0.000
541,175.406,824.042,855.568,848.415,327.671,187.594,278.370,32.955,24.384,4.141,0.446,0.000,0.000,0.000,0.000
542,175.747,888.854,855.549,848.361,327.769,187.585,278.399,32.954,24.386,4.005,0.446,0.000,0.000,0.000,0.000
543,176.088,790.703,855.549,848.307,327.880,187.576,278.429,32.952,24.388,3.872,0.446,0.000,0.000,0.000,0.000
544,176.428,846.222,855.568,848.253,328.004,187.567,278.462,32.951,24.390,3.742,0.446,0.000,0.000,0.000,0.000
545,176.769,864.853,855.606,848.199,328.142,187.558,278.497,32.949,24.393,3.617,0.446,0.000,0.000,0.000,0.000
546,177.110,875.813,855.664,848.144,328.292,187.549,278.534,32.947,24.395,3.495,0.446,0.000,0.000,0.000,0.000
547,177.450,928.256,855.743,848.090,328.455,187.540,278.573,32.946,24.398,3.378,0.446,0.000,0.000,0.000,0.000
548,177.791,813.259,855.842,848.036,328.632,187.531,278.615,32.944,24.401,3.266,0.446,0.000,0.000,0.000,0.000
549,178.132,813.554,855.962,847.982,328.822,187.523,278.660,32.943,24.404,3.160,0.446,0.000,0.000,0.000,0.000
550,178.472,835.812,856.104,847.928,329.025,187.514,278.707,32.941,24.408,3.058,0.446,0.000,0.000,0.000,0.000
551,178.813,897.592,856.268,847.873,329.243,187.505,278.757,32.940,24.411,2.962,0.446,0.000,0.000,0.000,0.000
552,179.154,853.702,856.456,847.819,329.474,187.497,278.810,32.938,24.415,2.871,0.446,0.000,0.000,0.000,0.000
553,179.495,928.962,856.668,847.765,329.721,187.488,278.867,32.937,24.419,2.785,0.446,0.000,0.000,0.000,0.000
554,179.835,819.071,856.903,847.711,329.982,187.480,278.927,32.935,24.424,2.705,0.446,0.000,0.000,0.000,0.000
555,180.176,914.516,857.165,847.657,330.259,187.471,278.990,32.934,24.428,2.631,0.445,0.000,0.000,0.000,0.000
556,180.517,828.995,857.451,847.602,330.553,187.463,279.057,32.932,24.433,2.562,0.445,0.000,0.000,0.000,0.000
557,180.858,874.772,857.765,847.548,330.864,187.455,279.128,32.931,24.438,2.498,0.445,0.000,0.000,0.000,0.000
558,181.199,847.699,858.106,847.494,331.192,187.447,279.203,32.930,24.444,2.440,0.445,0.000,0.000,0.000,0.000
559,181.540,845.181,857.571,846.534,331.194,187.239,278.986,32.893,24.424,2.385,0.445,0.000,0.000,0.000,0.000
560,181.880,832.735,857.064,845.575,331.214,187.032,278.773,32.856,24.404,2.335,0.444,0.000,0.000,0.000,0.000
561,182.221,893.437,856.589,844.615,331.256,186.824,278.565,32.820,24.384,2.290,0.444,0.000,0.000,0.000,0.000
562,182.562,851.624,856.149,843.655,331.323,186.617,278.362,32.784,24.365,2.250,0.443,0.000,0.000,0.000,0.000
563,182.903,874.031,855.737,842.695,331.408,186.409,278.164,32.747,24.346,2.214,0.443,0.000,0.000,0.000,0.000
564,183.244,920.808,855.358,841.736,331.515,186.202,277.971,32.711,24.328,2.182,0.442,0.000,0.000,0.000,0.000
565,183.585,870.951,855.014,840.776,331.647,185.995,277.784,32.674,24.310,2.155,0.442,0.000,0.000,0.000,0.000
566,183.926,834.804,854.707,839.816,331.805,185.789,277.603,32.638,24.293,2.132,0.441,0.000,0.000,0.000,0.000
567,184.267,889.142,854.437,838.857,331.990,185.583,277.428,32.602,24.275,2.113,0.441,0.000,0.000,0.000,0.000
568,184.608,884.918,854.206,837.897,332.203,185.376,277.259,32.566,24.259,2.097,0.441,0.000,0.000,0.000,0.000
569,184.949,926.139,854.016,836.937,332.445,185.171,277.097,32.530,24.243,2.085,0.440,0.000,0.000,0.000,0.000
570,185.290,895.067,853.868,835.978,332.718,184.965,276.942,32.493,24.227,2.076,0.440,0.000,0.000,0.000,0.000
571,185.631,937.213,853.764,835.018,333.024,184.760,276.795,32.457,24.212,2.071,0.439,0.000,0.000,0.000,0.000
572,185.972,866.099,853.706,834.058,333.364,184.555,276.655,32.421,24.198,2.069,0.439,0.000,0.000,0.000,0.000
573,186.313,837.840,853.696,833.099,333.740,184.351,276.523,32.386,24.184,2.070,0.438,0.000,0.000,0.000,0.000
574,186.654,842.654,853.737,832.139,334.153,184.146,276.400,32.350,24.171,2.074,0.438,0.000,0.000,0.000,0.000
575,186.995,860.471,853.829,831.179,334.606,183.943,276.285,32.314,24.159,2.081,0.437,0.000,0.000,0.000,0.000
576,187.336,865.286,853.977,830.219,335.101,183.739,276.180,32.278,24.147,2.090,0.437,0.000,0.000,0.000,0.000
577,187.677,912.800,854.181,829.260,335.639,183.536,276.084,32.242,24.136,2.102,0.436,0.000,0.000,0.000,0.000
578,188.019,910.025,854.445,828.300,336.223,183.334,275.998,32.207,24.125,2.116,0.436,0.000,0.000,0.000,0.000
579,188.360,861.060,854.771,827.340,336.855,183.132,275.923,32.171,24.116,2.133,0.435,0.000,0.000,0.000,0.000
580,188.701,869.872,855.166,826.381,337.538,182.933,275.859,32.136,24.107,2.152,0.435,0.000,0.000,0.000,0.000
581,189.042,925.172,855.627,825.421,338.274,182.733,275.807,32.101,24.099,2.173,0.434,0.000,0.000,0.000,0.000
582,189.383,837.690,856.159,824.461,339.066,182.532,275.767,32.065,24.092,2.197,0.434,0.000,0.000,0.000,0.000
583,189.724,914.394,856.766,823.502,339.916,182.333,275.739,32.030,24.086,2.222,0.433,0.000,0.000,0.000,0.000
584,190.066,935.800,857.452,822.542,340.829,182.133,275.725,31.995,24.081,2.250,0.433,0.000,0.000,0.000,0.000
585,190.407,905.912,858.220,821.582,341.805,181.935,275.725,31.960,24.077,2.280,0.432,0.000,0.000,0.000,0.000
586,190.748,880.243,859.075,820.623,342.850,181.737,275.739,31.926,24.075,2.312,0.432,0.000,0.000,0.000,0.000
587,191.089,849.577,860.020,819.663,343.965,181.540,275.768,31.891,24.073,2.346,0.431,0.000,0.000,0.000,0.000
588,191.431,906.722,861.053,818.703,345.149,181.343,275.814,31.856,24.072,2.383,0.431,0.000,0.000,0.000,0.000
589,191.772,896.686,862.173,817.743,346.397,181.147,275.876,31.822,24.073,2.422,0.430,0.000,0.000,0.000,0.000
590,192.113,873.723,863.382,816.784,347.713,180.952,275.955,31.788,24.075,2.463,0.430,0.000,0.000,0.000,0.000
591,192.455,859.761,864.682,815.824,349.097,180.758,276.053,31.753,24.078,2.507,0.430,0.000,0.000,0.000,0.000
592,192.796,832.948,866.077,814.864,350.552,180.565,276.170,31.719,24.083,2.554,0.429,0.000,0.000,0.000,0.000
593,193.137,922.502,867.571,813.905,352.080,180.373,276.306,31.686,24.090,2.603,0.429,0.000,0.000,0.000,0.000
594,193.479,965.832,869.166,812.945,353.684,180.181,276.464,31.652,24.097,2.655,0.428,0.000,0.000,0.000,0.000
595,193.820,930.060,870.867,811.985,355.365,179.990,276.643,31.618,24.107,2.710,0.428,0.000,0.000,0.000,0.000
596,194.161,848.240,872.678,811.026,357.128,179.801,276.845,31.585,24.118,2.768,0.427,0.000,0.000,0.000,0.000
597,194.503,915.718,874.602,810.066,358.975,179.612,277.071,31.552,24.131,2.829,0.427,0.000,0.000,0.000,0.000
598,194.844,832.797,876.645,809.106,360.908,179.425,277.322,31.519,24.146,2.893,0.426,0.000,0.000,0.000,0.000
599,195.186,859.830,878.810,808.147,362.931,179.239,277.599,31.486,24.163,2.961,0.426,0.000,0.000,0.000,0.000
600,195.527,917.795,881.103,807.187,365.048,179.054,277.904,31.454,24.181,3.032,0.425,0.000,0.000,0.000,0.000
601,195.869,899.607,883.530,806.227,367.262,178.870,278.237,31.421,24.202,3.107,0.425,0.000,0.000,0.000,0.000
602,196.210,968.126,886.095,805.267,369.578,178.687,278.600,31.389,24.225,3.186,0.425,0.000,0.000,0.000,0.000
603,196.552,876.125,888.807,804.308,372.000,178.506,278.994,31.358,24.251,3.269,0.424,0.000,0.000,0.000,0.000
604,196.893,899.164,891.669,803.348,374.533,178.326,279.420,31.326,24.279,3.356,0.424,0.000,0.000,0.000,0.000
605,197.235,931.014,894.690,802.388,377.181,178.147,279.881,31.295,24.309,3.448,0.423,0.000,0.000,0.000,0.000
606,197.576,867.534,897.876,801.429,379.951,177.970,280.378,31.264,24.342,3.543,0.423,0.000,0.000,0.000,0.000
607,197.918,944.012,901.235,800.469,382.848,177.795,280.911,31.233,24.378,3.642,0.422,0.000,0.000,0.000,0.000
608,198.259,923.867,904.775,799.509,385.879,177.621,281.484,31.202,24.417,3.745,0.422,0.000,0.000,0.000,0.000
609,198.601,949.900,908.506,798.550,389.049,177.449,282.098,31.172,24.459,3.852,0.422,0.000,0.000,0.000,0.000
610,198.942,921.568,912.437,797.590,392.368,177.278,282.755,31.142,24.504,3.963,0.421,0.000,0.000,0.000,0.000
611,199.284,934.385,916.577,796.630,395.842,177.110,283.456,31.112,24.552,4.079,0.421,0.000,0.000,0.000,0.000
612,199.626,980.161,920.939,795.671,399.480,176.943,284.204,31.083,24.604,4.199,0.420,0.000,0.000,0.000,0.000
613,199.967,967.048,925.532,794.711,403.290,176.778,285.001,31.054,24.659,4.324,0.420,0.000,0.000,0.000,0.000
614,200.309,951.642,930.370,793.751,407.283,176.616,285.850,31.025,24.718,4.454,0.420,0.000,0.000,0.000,0.000
615,200.651,874.827,935.464,792.791,411.466,176.455,286.751,30.997,24.781,4.589,0.419,0.000,0.000,0.000,0.000
616,200.992,965.827,940.788,791.832,415.812,176.297,287.709,30.969,24.849,4.728,0.419,0.000,0.000,0.000,0.000
617,201.334,991.971,946.259,790.872,420.234,176.141,288.725,30.942,24.920,4.873,0.419,0.000,0.000,0.000,0.000
618,201.676,1037.751,951.847,789.912,424.699,175.987,289.803,30.915,24.996,5.024,0.418,0.000,0.000,0.000,0.000
619,202.017,982.825,957.544,788.953,429.195,175.836,290.945,30.888,25.077,5.180,0.418,0.000,0.000,0.000,0.000
620,202.359,982.492,963.341,787.993,433.711,175.687,292.153,30.862,25.163,5.342,0.417,0.000,0.000,0.000,0.000
621,202.701,983.603,969.229,787.033,438.234,175.541,293.431,30.836,25.254,5.510,0.417,0.000,0.000,0.000,0.000
622,203.043,1025.156,975.199,786.074,442.752,175.398,294.782,30.811,25.351,5.685,0.417,0.000,0.000,0.000,0.000
623,203.384,948.823,981.242,785.114,447.251,175.257,296.208,30.786,25.453,5.867,0.416,0.000,0.000,0.000,0.000
624,203.726,970.862,987.349,784.154,451.717,175.118,297.715,30.761,25.560,6.056,0.416,0.000,0.000,0.000,0.000
625,204.068,919.455,993.508,783.195,456.138,174.982,299.304,30.737,25.674,6.252,0.416,0.000,0.000,0.000,0.000
626,204.410,997.341,999.712,782.235,460.499,174.849,300.980,30.714,25.795,6.456,0.415,0.000,0.000,0.000,0.000
627,204.752,1029.453,1005.952,781.275,464.785,174.718,302.748,30.691,25.922,6.668,0.415,0.000,0.000,0.000,0.000
628,205.094,1026.303,1012.208,780.315,468.972,174.591,304.612,30.668,26.056,6.889,0.415,0.000,0.000,0.000,0.000
629,205.436,1020.823,1018.446,779.356,473.022,174.465,306.577,30.646,26.197,7.119,0.415,0.000,0.000,0.000,0.000
630,205.777,1038.600,1024.653,778.396,476.915,174.343,308.646,30.624,26.346,7.359,0.414,0.000,0.000,0.000,0.000
631,206.119,1014.375,1030.809,777.436,480.634,174.223,310.818,30.603,26.503,7.609,0.414,0.000,0.000,0.000,0.000
632,206.461,1029.488,1036.905,776.477,484.160,174.105,313.101,30.583,26.668,7.869,0.414,0.000,0.000,0.000,0.000
633,206.803,1049.709,1042.929,775.517,487.477,173.991,315.501,30.562,26.842,8.137,0.413,0.000,0.000,0.000,0.000
634,207.145,1029.226,1048.870,774.557,490.574,173.879,318.023,30.542,27.024,8.409,0.413,0.000,0.000,0.000,0.000
635,207.487,1010.894,1054.718,773.598,493.435,173.769,320.674,30.523,27.216,8.682,0.413,0.000,0.000,0.000,0.000
636,207.829,1057.077,1060.464,772.638,496.047,173.662,323.460,30.504,27.418,8.955,0.413,0.000,0.000,0.000,0.000
637,208.171,1003.560,1066.098,771.678,498.395,173.557,326.385,30.486,27.630,9.227,0.412,0.000,0.000,0.000,0.000
638,208.513,999.783,1071.611,770.719,500.464,173.455,329.456,30.467,27.853,9.498,0.412,0.000,0.000,0.000,0.000
639,208.855,1055.671,1076.998,769.759,502.242,173.355,332.680,30.450,28.087,9.766,0.412,0.000,0.000,0.000,0.000
640,209.197,1032.821,1082.254,768.799,503.720,173.258,336.063,30.432,28.332,10.031,0.412,0.000,0.000,0.000,0.000
641,209.539,996.854,1087.376,767.839,504.887,173.163,339.613,30.416,28.590,10.291,0.411,0.000,0.000,0.000,0.000
642,209.881,1014.115,1092.365,766.880,505.737,173.070,343.336,30.399,28.861,10.546,0.411,0.000,0.000,0.000,0.000
643,210.223,1027.411,1097.220,765.920,506.262,172.980,347.241,30.383,29.144,10.794,0.411,0.000,0.000,0.000,0.000
644,210.565,973.634,1101.944,764.960,506.457,172.891,351.336,30.367,29.442,11.035,0.411,0.000,0.000,0.000,0.000
645,210.907,1001.633,1106.542,764.001,506.319,172.805,355.629,30.352,29.754,11.267,0.411,0.000,0.000,0.000,0.000
646,211.250,977.670,1111.021,763.041,505.847,172.720,360.130,30.337,30.081,11.491,0.410,0.000,0.000,0.000,0.000
647,211.592,970.706,1115.389,762.081,505.040,172.638,364.847,30.322,30.424,11.703,0.410,0.000,0.000,0.000,0.000
648,211.934,969.706,1119.658,761.122,503.898,172.558,369.791,30.308,30.783,11.905,0.410,0.000,0.000,0.000,0.000
649,212.276,991.370,1123.840,760.162,502.426,172.480,374.972,30.294,31.159,12.095,0.410,0.000,0.000,0.000,0.000
650,212.618,966.891,1127.950,759.202,500.628,172.403,380.400,30.280,31.554,12.271,0.410,0.000,0.000,0.000,0.000
651,212.960,1048.411,1132.007,758.243,498.509,172.329,386.087,30.267,31.967,12.434,0.409,0.000,0.000,0.000,0.000
652,213.303,1048.371,1136.028,757.283,496.078,172.256,392.044,30.254,32.400,12.582,0.409,0.000,0.000,0.000,0.000
653,213.645,1061.002,1140.037,756.323,493.343,172.186,398.285,30.241,32.854,12.714,0.409,0.000,0.000,0.000,0.000
654,213.987,955.595,1144.056,755.363,490.315,172.117,404.821,30.229,33.329,12.830,0.409,0.000,0.000,0.000,0.000
655,214.329,1029.260,1148.111,754.404,487.006,172.050,411.667,30.216,33.827,12.930,0.409,0.000,0.000,0.000,0.000
656,214.671,962.778,1152.229,753.444,483.429,171.985,418.837,30.205,34.348,13.012,0.409,0.000,0.000,0.000,0.000
657,215.014,951.888,1156.441,752.484,479.597,171.922,426.345,30.193,34.894,13.077,0.408,0.000,0.000,0.000,0.000
658,215.356,1009.851,1160.779,751.525,475.526,171.861,434.208,30.182,35.465,13.123,0.408,0.000,0.000,0.000,0.000
659,215.698,1033.888,1165.274,750.565,471.232,171.802,442.441,30.171,36.063,13.151,0.408,0.000,0.000,0.000,0.000
660,216.041,947.369,1169.963,749.605,466.732,171.745,451.061,30.161,36.689,13.160,0.408,0.000,0.000,0.000,0.000
661,216.383,1041.520,1174.882,748.646,462.044,171.690,460.087,30.151,37.345,13.151,0.408,0.000,0.000,0.000,0.000
662,216.725,1063.740,1180.069,747.686,457.185,171.638,469.537,30.141,38.032,13.122,0.408,0.000,0.000,0.000,0.000
663,217.068,980.373,1184.053,745.215,451.614,171.241,478.936,30.071,38.707,13.073,0.407,0.000,0.000,0.000,0.000
664,217.410,1061.591,1188.387,742.745,445.909,170.846,488.799,30.001,39.415,13.006,0.406,0.000,0.000,0.000,0.000
665,217.752,1071.998,1193.113,740.274,440.091,170.453,499.148,29.932,40.159,12.919,0.405,0.000,0.000,0.000,0.000
666,218.095,1015.743,1198.274,737.804,434.179,170.062,510.007,29.863,40.939,12.815,0.404,0.000,0.000,0.000,0.000
667,218.437,1073.003,1203.917,735.333,428.191,169.674,521.399,29.794,41.759,12.693,0.403,0.000,0.000,0.000,0.000
668,218.780,1073.850,1210.086,732.863,422.146,169.288,533.349,29.725,42.618,12.553,0.402,0.000,0.000,0.000,0.000
669,219.122,1068.554,1216.829,730.392,416.063,168.904,545.882,29.658,43.520,12.396,0.401,0.000,0.000,0.000,0.000
670,219.465,1152.293,1224.195,727.922,409.961,168.524,559.026,29.590,44.466,12.223,0.400,0.000,0.000,0.000,0.000
671,219.807,1148.811,1232.233,725.451,403.857,168.146,572.809,29.523,45.458,12.035,0.399,0.000,0.000,0.000,0.000
672,220.150,1154.923,1240.992,722.981,397.768,167.772,587.262,29.457,46.498,11.831,0.398,0.000,0.000,0.000,0.000
673,220.492,1099.479,1250.524,720.510,391.712,167.402,602.414,29.391,47.589,11.613,0.397,0.000,0.000,0.000,0.000
674,220.835,1255.440,1260.881,718.040,385.703,167.035,618.300,29.326,48.733,11.383,0.397,0.000,0.000,0.000,0.000
675,221.177,1344.332,1272.116,715.569,379.757,166.673,634.952,29.261,49.933,11.139,0.396,0.000,0.000,0.000,0.000
676,221.520,1302.961,1284.283,713.099,373.888,166.315,652.407,29.198,51.190,10.885,0.395,0.000,0.000,0.000,0.000
677,221.862,1228.256,1297.436,710.628,368.110,165.963,670.702,29.135,52.508,10.620,0.394,0.000,0.000,0.000,0.000
678,222.205,1319.253,1311.632,708.158,362.435,165.615,689.876,29.073,53.889,10.346,0.393,0.000,0.000,0.000,0.000
679,222.547,1384.261,1326.927,705.687,356.876,165.273,709.970,29.012,55.337,10.063,0.392,0.000,0.000,0.000,0.000
680,222.890,1358.292,1343.380,703.217,351.442,164.937,731.026,28.952,56.854,9.773,0.391,0.000,0.000,0.000,0.000
681,223.233,1372.479,1361.048,700.746,346.142,164.608,753.089,28.893,58.444,9.476,0.391,0.000,0.000,0.000,0.000
682,223.575,1488.403,1379.994,698.276,340.986,164.285,776.207,28.836,60.109,9.175,0.390,0.000,0.000,0.000,0.000
683,223.918,1634.034,1400.277,695.805,335.981,163.970,800.428,28.779,61.855,8.869,0.389,0.000,0.000,0.000,0.000
684,224.260,1487.330,1421.961,693.335,331.134,163.663,825.802,28.724,63.683,8.561,0.388,0.000,0.000,0.000,0.000
685,224.603,1500.365,1445.111,690.864,326.450,163.364,852.385,28.671,65.599,8.250,0.388,0.000,0.000,0.000,0.000
686,224.946,1659.068,1469.793,688.394,321.933,163.075,880.231,28.619,67.605,7.938,0.387,0.000,0.000,0.000,0.000
687,225.289,1665.551,1496.075,685.923,317.588,162.795,909.399,28.568,69.707,7.626,0.386,0.000,0.000,0.000,0.000
688,225.631,1689.401,1524.028,683.453,313.419,162.525,939.951,28.520,71.908,7.315,0.386,0.000,0.000,0.000,0.000
689,225.974,1786.327,1553.725,680.982,309.426,162.266,971.951,28.473,74.214,7.006,0.385,0.000,0.000,0.000,0.000
690,226.317,1828.958,1585.240,678.512,305.613,162.019,1005.465,28.428,76.629,6.699,0.384,0.000,0.000,0.000,0.000
691,226.659,1871.993,1618.652,676.041,301.979,161.783,1040.563,28.385,79.157,6.396,0.384,0.000,0.000,0.000,0.000
692,227.002,1996.438,1654.040,673.571,298.526,161.561,1077.319,28.345,81.805,6.096,0.383,0.000,0.000,0.000,0.000
693,227.345,2006.884,1691.488,671.100,295.252,161.353,1115.810,28.306,84.578,5.802,0.383,0.000,0.000,0.000,0.000
694,227.688,2151.919,1731.083,668.630,292.157,161.159,1156.116,28.271,87.481,5.513,0.382,0.000,0.000,0.000,0.000
695,228.031,2105.959,1772.837,666.159,289.245,160.981,1198.228,28.238,90.528,5.231,0.382,0.000,0.000,0.000,0.000
696,228.373,2189.549,1816.193,663.689,286.515,160.819,1241.580,28.208,93.729,4.956,0.381,0.000,0.000,0.000,0.000
697,228.716,2144.774,1860.293,661.218,283.952,160.675,1285.336,28.180,97.077,4.688,0.381,0.000,0.000,0.000,0.000
