ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb
1340,484.185,4081.112,4081.112,3920.269,1376.523,2297.409,1351.253,0.000,269.798,0.000,0.000,1.765,0.000,0.000
1341,484.552,3948.577,3948.577,3908.152,1375.008,2277.796,1359.810,0.000,268.738,0.000,0.000,1.763,0.000,0.000
1342,484.918,3846.280,3846.280,3896.474,1373.494,2258.203,1368.750,0.000,267.714,0.000,0.000,1.762,0.000,0.000
1343,485.285,3992.680,3992.680,3885.270,1371.980,2238.656,1378.084,0.000,266.725,0.000,0.000,1.760,0.000,0.000
1344,485.652,3915.026,3915.026,3874.572,1370.465,2219.180,1387.818,0.000,265.771,0.000,0.000,1.759,0.000,0.000
1345,486.018,3841.399,3841.399,3864.412,1368.951,2199.798,1397.960,0.000,264.851,0.000,0.000,1.757,0.000,0.000
1346,486.385,4016.173,4016.173,3854.820,1367.436,2180.536,1408.519,0.000,263.966,0.000,0.000,1.755,0.000,0.000
1347,486.752,3985.061,3985.061,3845.827,1365.922,2161.414,1419.501,0.000,263.113,0.000,0.000,1.754,0.000,0.000
1348,487.118,4053.101,4053.101,3837.461,1364.407,2142.456,1430.914,0.000,262.294,0.000,0.000,1.752,0.000,0.000
1349,487.485,3925.267,3925.267,3829.748,1362.893,2123.682,1442.764,0.000,261.506,0.000,0.000,1.751,0.000,0.000
1350,487.852,3828.159,3828.159,3822.714,1361.379,2105.112,1455.057,0.000,260.750,0.000,0.000,1.749,0.000,0.000
1351,488.218,4073.436,4073.436,3816.383,1359.864,2086.765,1467.800,0.000,260.025,0.000,0.000,1.748,0.000,0.000
1352,488.585,4008.401,4008.401,3810.777,1358.350,2068.659,1480.998,0.000,259.330,0.000,0.000,1.747,0.000,0.000
1353,488.952,3919.035,3919.035,3805.919,1356.835,2050.811,1494.654,0.000,258.664,0.000,0.000,1.745,0.000,0.000
1354,489.319,3906.212,3906.212,3801.826,1355.321,2033.236,1508.774,0.000,258.027,0.000,0.000,1.744,0.000,0.000
1355,489.685,4083.095,4083.095,3798.517,1353.806,2015.951,1523.361,0.000,257.417,0.000,0.000,1.743,0.000,0.000
1356,490.052,4111.940,4111.940,3796.008,1352.292,1998.968,1538.419,0.000,256.835,0.000,0.000,1.742,0.000,0.000
1357,490.419,3946.536,3946.536,3794.313,1350.778,1982.301,1553.948,0.000,256.279,0.000,0.000,1.741,0.000,0.000
1358,490.785,3925.170,3925.170,3793.445,1349.263,1965.961,1569.952,0.000,255.748,0.000,0.000,1.740,0.000,0.000
1359,491.152,4079.548,4079.548,3793.414,1347.749,1949.959,1586.430,0.000,255.242,0.000,0.000,1.739,0.000,0.000
1360,491.519,4087.976,4087.976,3794.230,1346.234,1934.305,1603.383,0.000,254.760,0.000,0.000,1.738,0.000,0.000
1361,491.886,4178.873,4178.873,3795.900,1344.720,1919.007,1620.811,0.000,254.301,0.000,0.000,1.737,0.000,0.000
1362,492.253,3969.448,3969.448,3798.428,1343.206,1904.073,1638.711,0.000,253.864,0.000,0.000,1.736,0.000,0.000
1363,492.619,4091.643,4091.643,3801.819,1341.691,1889.509,1657.082,0.000,253.449,0.000,0.000,1.735,0.000,0.000
1364,492.986,4131.331,4131.331,3806.074,1340.177,1875.321,1675.920,0.000,253.054,0.000,0.000,1.735,0.000,0.000
1365,493.353,4185.565,4185.565,3811.192,1338.662,1861.514,1695.220,0.000,252.680,0.000,0.000,1.734,0.000,0.000
1366,493.720,4112.513,4112.513,3817.171,1337.148,1848.091,1714.977,0.000,252.324,0.000,0.000,1.734,0.000,0.000
1367,494.086,4149.210,4149.210,3824.007,1335.633,1835.055,1735.186,0.000,251.987,0.000,0.000,1.734,0.000,0.000
1368,494.453,4160.925,4160.925,3831.693,1334.119,1822.408,1755.839,0.000,251.668,0.000,0.000,1.733,0.000,0.000
1369,494.820,4180.941,4180.941,3840.223,1332.605,1810.151,1776.928,0.000,251.366,0.000,0.000,1.733,0.000,0.000
1370,495.187,4157.658,4157.658,3849.585,1331.090,1798.284,1798.443,0.000,251.080,0.000,0.000,1.733,0.000,0.000
1371,495.554,4161.074,4161.074,3859.768,1329.576,1786.806,1820.375,0.000,250.809,0.000,0.000,1.734,0.000,0.000
1372,495.920,4168.267,4168.267,3870.758,1328.061,1775.716,1842.711,0.000,250.553,0.000,0.000,1.734,0.000,0.000
1373,496.287,4217.096,4217.096,3882.540,1326.547,1765.012,1865.439,0.000,250.312,0.000,0.000,1.734,0.000,0.000
1374,496.654,4374.184,4374.184,3895.097,1325.032,1754.690,1888.545,0.000,250.083,0.000,0.000,1.735,0.000,0.000
1375,497.021,4386.477,4386.477,3908.410,1323.518,1744.747,1912.015,0.000,249.868,0.000,0.000,1.736,0.000,0.000
1376,497.388,4468.468,4468.468,3922.457,1322.004,1735.178,1935.832,0.000,249.665,0.000,0.000,1.737,0.000,0.000
1377,497.755,4393.484,4393.484,3937.216,1320.489,1725.980,1959.981,0.000,249.473,0.000,0.000,1.738,0.000,0.000
1378,498.122,4386.352,4386.352,3952.663,1318.975,1717.146,1984.441,0.000,249.293,0.000,0.000,1.740,0.000,0.000
1379,498.488,4481.407,4481.407,3968.773,1317.460,1708.670,2009.195,0.000,249.122,0.000,0.000,1.741,0.000,0.000
1380,498.855,4336.242,4336.242,3985.517,1315.946,1700.546,2034.221,0.000,248.962,0.000,0.000,1.743,0.000,0.000
1381,499.222,4408.800,4408.800,4002.866,1314.431,1692.767,2059.499,0.000,248.810,0.000,0.000,1.745,0.000,0.000
1382,499.589,4379.074,4379.074,4020.791,1312.917,1685.326,2085.006,0.000,248.668,0.000,0.000,1.748,0.000,0.000
1383,499.956,4524.502,4524.502,4039.259,1311.403,1678.214,2110.717,0.000,248.533,0.000,0.000,1.750,0.000,0.000
1384,500.323,4447.799,4447.799,4058.237,1309.888,1671.424,2136.609,0.000,248.406,0.000,0.000,1.753,0.000,0.000
1385,500.690,4452.597,4452.597,4077.691,1308.374,1664.947,2162.656,0.000,248.287,0.000,0.000,1.757,0.000,0.000
1386,501.057,4463.203,4463.203,4097.584,1306.859,1658.775,2188.831,0.000,248.174,0.000,0.000,1.760,0.000,0.000
1387,501.424,4564.538,4564.538,4117.880,1305.345,1652.898,2215.106,0.000,248.067,0.000,0.000,1.764,0.000,0.000
1388,501.791,4603.894,4603.894,4138.539,1303.830,1647.307,2241.454,0.000,247.966,0.000,0.000,1.769,0.000,0.000
1389,502.157,4399.169,4399.169,4159.525,1302.316,1641.993,2267.844,0.000,247.870,0.000,0.000,1.773,0.000,0.000
1390,502.524,4531.211,4531.211,4180.795,1300.802,1636.947,2294.246,0.000,247.779,0.000,0.000,1.779,0.000,0.000
1391,502.891,4406.463,4406.463,4202.308,1299.287,1632.158,2320.630,0.000,247.693,0.000,0.000,1.784,0.000,0.000
1392,503.258,4630.536,4630.536,4224.024,1297.773,1627.616,2346.963,0.000,247.611,0.000,0.000,1.790,0.000,0.000
1393,503.625,4657.364,4657.364,4245.900,1296.258,1623.313,2373.214,0.000,247.532,0.000,0.000,1.797,0.000,0.000
1394,503.992,4602.090,4602.090,4267.891,1294.744,1619.238,2399.350,0.000,247.456,0.000,0.000,1.804,0.000,0.000
1395,504.359,4740.044,4740.044,4289.956,1293.230,1615.380,2425.336,0.000,247.384,0.000,0.000,1.812,0.000,0.000
1396,504.726,4561.031,4561.031,4312.048,1291.715,1611.731,2451.139,0.000,247.314,0.000,0.000,1.820,0.000,0.000
1397,505.093,4603.985,4603.985,4334.124,1290.201,1608.281,2476.724,0.000,247.246,0.000,0.000,1.829,0.000,0.000
1398,505.460,4643.421,4643.421,4356.138,1288.686,1605.019,2502.058,0.000,247.180,0.000,0.000,1.838,0.000,0.000
1399,505.827,4673.003,4673.003,4378.047,1287.172,1601.936,2527.104,0.000,247.115,0.000,0.000,1.849,0.000,0.000
1400,506.194,4619.911,4619.911,4399.803,1285.657,1599.021,2551.827,0.000,247.051,0.000,0.000,1.860,0.000,0.000
1401,506.561,4605.354,4605.354,4421.363,1284.143,1596.267,2576.192,0.000,246.988,0.000,0.000,1.871,0.000,0.000
1402,506.928,4707.316,4707.316,4442.681,1282.629,1593.663,2600.164,0.000,246.926,0.000,0.000,1.884,0.000,0.000
1403,507.295,4861.680,4861.680,4463.712,1281.114,1591.199,2623.708,0.000,246.864,0.000,0.000,1.897,0.000,0.000
1404,507.662,4613.965,4613.965,4484.412,1279.600,1588.868,2646.787,0.000,246.802,0.000,0.000,1.912,0.000,0.000
1405,508.029,4721.369,4721.369,4504.736,1278.085,1586.660,2669.367,0.000,246.739,0.000,0.000,1.927,0.000,0.000
1406,508.396,4737.854,4737.854,4524.641,1276.571,1584.566,2691.413,0.000,246.675,0.000,0.000,1.943,0.000,0.000
1407,508.763,4710.048,4710.048,4544.083,1275.056,1582.578,2712.891,0.000,246.611,0.000,0.000,1.960,0.000,0.000
1408,509.130,4632.858,4632.858,4563.020,1273.542,1580.687,2733.766,0.000,246.544,0.000,0.000,1.979,0.000,0.000
1409,509.498,4693.160,4693.160,4581.410,1272.028,1578.886,2754.006,0.000,246.477,0.000,0.000,1.998,0.000,0.000
1410,509.865,4742.856,4742.856,4599.213,1270.513,1577.167,2773.577,0.000,246.407,0.000,0.000,2.019,0.000,0.000
1411,510.232,4751.898,4751.898,4616.388,1268.999,1575.521,2792.448,0.000,246.335,0.000,0.000,2.041,0.000,0.000
1412,510.599,4655.519,4655.519,4632.897,1267.484,1573.943,2810.586,0.000,246.261,0.000,0.000,2.064,0.000,0.000
1413,510.966,4546.705,4546.705,4648.701,1265.970,1572.424,2827.962,0.000,246.183,0.000,0.000,2.088,0.000,0.000
1414,511.333,4650.281,4650.281,4663.765,1264.455,1570.958,2844.546,0.000,246.103,0.000,0.000,2.114,0.000,0.000
1415,511.700,4742.082,4742.082,4678.053,1262.941,1569.539,2860.309,0.000,246.019,0.000,0.000,2.142,0.000,0.000
1416,512.067,4620.112,4620.112,4691.531,1261.427,1568.160,2875.224,0.000,245.932,0.000,0.000,2.171,0.000,0.000
1417,512.434,4574.442,4574.442,4704.166,1259.912,1566.815,2889.265,0.000,245.840,0.000,0.000,2.202,0.000,0.000
1418,512.802,4603.927,4603.927,4715.928,1258.398,1565.499,2902.407,0.000,245.745,0.000,0.000,2.234,0.000,0.000
1419,513.169,4564.158,4564.158,4726.788,1256.883,1564.206,2914.625,0.000,245.645,0.000,0.000,2.269,0.000,0.000
1420,513.536,4612.536,4612.536,4736.717,1255.369,1562.931,2925.899,0.000,245.540,0.000,0.000,2.305,0.000,0.000
1421,513.903,4522.275,4522.275,4745.691,1253.854,1561.669,2936.205,0.000,245.430,0.000,0.000,2.343,0.000,0.000
1422,514.270,4536.314,4536.314,4753.684,1252.340,1560.416,2945.527,0.000,245.315,0.000,0.000,2.383,0.000,0.000
1423,514.637,4410.685,4410.685,4760.675,1250.826,1559.167,2953.845,0.000,245.195,0.000,0.000,2.425,0.000,0.000
1424,515.004,4418.051,4418.051,4766.643,1249.311,1557.918,2961.143,0.000,245.068,0.000,0.000,2.470,0.000,0.000
1425,515.372,4598.589,4598.589,4771.569,1247.797,1556.666,2967.407,0.000,244.936,0.000,0.000,2.517,0.000,0.000
1426,515.739,4416.044,4416.044,4775.437,1246.282,1555.407,2972.624,0.000,244.798,0.000,0.000,2.566,0.000,0.000
1427,516.106,4509.099,4509.099,4778.233,1244.768,1554.138,2976.782,0.000,244.652,0.000,0.000,2.617,0.000,0.000
1428,516.473,4339.628,4339.628,4779.944,1243.254,1552.856,2979.873,0.000,244.501,0.000,0.000,2.671,0.000,0.000
1429,516.840,4355.091,4355.091,4780.560,1241.739,1551.558,2981.889,0.000,244.342,0.000,0.000,2.728,0.000,0.000
1430,517.208,4351.978,4351.978,4780.072,1240.225,1550.243,2982.823,0.000,244.175,0.000,0.000,2.788,0.000,0.000
1431,517.575,4324.321,4324.321,4778.475,1238.710,1548.907,2982.673,0.000,244.002,0.000,0.000,2.850,0.000,0.000
1432,517.942,4278.387,4278.387,4775.763,1237.196,1547.549,2981.435,0.000,243.820,0.000,0.000,2.916,0.000,0.000
1433,518.309,4457.117,4457.117,4771.936,1235.681,1546.168,2979.110,0.000,243.631,0.000,0.000,2.984,0.000,0.000
1434,518.677,4211.648,4211.648,4766.992,1234.167,1544.761,2975.699,0.000,243.433,0.000,0.000,3.056,0.000,0.000
1435,519.044,4330.093,4330.093,4760.935,1232.653,1543.328,2971.206,0.000,243.227,0.000,0.000,3.131,0.000,0.000
1436,519.411,4277.720,4277.720,4753.769,1231.138,1541.868,2965.636,0.000,243.013,0.000,0.000,3.209,0.000,0.000
1437,519.778,4295.120,4295.120,4745.499,1229.624,1540.380,2958.996,0.000,242.789,0.000,0.000,3.291,0.000,0.000
1438,520.146,4297.661,4297.661,4736.135,1228.109,1538.864,2951.296,0.000,242.557,0.000,0.000,3.376,0.000,0.000
1439,520.513,4265.328,4265.328,4725.687,1226.595,1537.318,2942.545,0.000,242.315,0.000,0.000,3.465,0.000,0.000
1440,520.880,4328.145,4328.145,4714.166,1225.080,1535.744,2932.758,0.000,242.064,0.000,0.000,3.557,0.000,0.000
1441,521.248,4175.508,4175.508,4701.588,1223.566,1534.141,2921.947,0.000,241.803,0.000,0.000,3.654,0.000,0.000
1442,521.615,4202.307,4202.307,4687.969,1222.052,1532.509,2910.130,0.000,241.533,0.000,0.000,3.755,0.000,0.000
1443,521.982,4135.190,4135.190,4673.327,1220.537,1530.849,2897.323,0.000,241.252,0.000,0.000,3.859,0.000,0.000
1444,522.350,4010.956,4010.956,4657.682,1219.023,1529.162,2883.547,0.000,240.962,0.000,0.000,3.968,0.000,0.000
1445,522.717,4157.782,4157.782,4641.055,1217.508,1527.448,2868.822,0.000,240.661,0.000,0.000,4.081,0.000,0.000
1446,523.084,4004.994,4004.994,4623.470,1215.994,1525.708,2853.171,0.000,240.350,0.000,0.000,4.199,0.000,0.000
1447,523.452,4203.478,4203.478,4604.952,1214.479,1523.943,2836.617,0.000,240.028,0.000,0.000,4.321,0.000,0.000
1448,523.819,3870.756,3870.756,4585.527,1212.965,1522.154,2819.186,0.000,239.695,0.000,0.000,4.448,0.000,0.000
1449,524.186,3918.669,3918.669,4565.223,1211.451,1520.343,2800.906,0.000,239.352,0.000,0.000,4.579,0.000,0.000
1450,524.554,3914.851,3914.851,4544.070,1209.936,1518.512,2781.802,0.000,238.998,0.000,0.000,4.715,0.000,0.000
1451,524.921,3770.536,3770.536,4522.099,1208.422,1516.661,2761.906,0.000,238.633,0.000,0.000,4.856,0.000,0.000
1452,525.289,3841.510,3841.510,4499.341,1206.907,1514.792,2741.248,0.000,238.257,0.000,0.000,5.002,0.000,0.000
1453,525.656,3714.609,3714.609,4475.831,1205.393,1512.908,2719.858,0.000,237.869,0.000,0.000,5.153,0.000,0.000
1454,526.023,3889.485,3889.485,4451.601,1203.878,1511.010,2697.769,0.000,237.470,0.000,0.000,5.309,0.000,0.000
1455,526.391,3763.654,3763.654,4426.689,1202.364,1509.100,2675.015,0.000,237.061,0.000,0.000,5.471,0.000,0.000
1456,526.758,4010.431,4010.431,4401.129,1200.850,1507.179,2651.630,0.000,236.639,0.000,0.000,5.637,0.000,0.000
1457,527.126,3746.555,3746.555,4374.959,1199.335,1505.251,2627.649,0.000,236.207,0.000,0.000,5.809,0.000,0.000
1458,527.493,3864.620,3864.620,4348.217,1197.821,1503.318,2603.108,0.000,235.762,0.000,0.000,5.986,0.000,0.000
1459,527.861,3833.799,3833.799,4320.941,1196.306,1501.380,2578.042,0.000,235.307,0.000,0.000,6.169,0.000,0.000
1460,528.228,3681.783,3681.783,4293.172,1194.792,1499.442,2552.489,0.000,234.840,0.000,0.000,6.358,0.000,0.000
1461,528.596,3803.126,3803.126,4264.947,1193.278,1497.504,2526.487,0.000,234.362,0.000,0.000,6.551,0.000,0.000
1462,528.963,3755.412,3755.412,4236.308,1191.763,1495.570,2500.072,0.000,233.872,0.000,0.000,6.751,0.000,0.000
1463,529.331,3658.208,3658.208,4207.294,1190.249,1493.642,2473.283,0.000,233.371,0.000,0.000,6.956,0.000,0.000
1464,529.698,3713.854,3713.854,4177.947,1188.734,1491.722,2446.157,0.000,232.859,0.000,0.000,7.166,0.000,0.000
1465,530.066,3706.042,3706.042,4148.306,1187.220,1489.812,2418.734,0.000,232.335,0.000,0.000,7.383,0.000,0.000
1466,530.433,3402.964,3402.964,4118.414,1185.705,1487.915,2391.051,0.000,231.800,0.000,0.000,7.605,0.000,0.000
1467,530.801,3581.638,3581.638,4088.311,1184.191,1486.034,2363.147,0.000,231.255,0.000,0.000,7.832,0.000,0.000
1468,531.168,3633.995,3633.995,4058.037,1182.677,1484.170,2335.061,0.000,230.698,0.000,0.000,8.066,0.000,0.000
1469,531.536,3597.951,3597.951,4027.634,1181.162,1482.326,2306.830,0.000,230.130,0.000,0.000,8.304,0.000,0.000
1470,531.903,3382.856,3382.856,3997.141,1179.648,1480.505,2278.492,0.000,229.552,0.000,0.000,8.549,0.000,0.000
1471,532.271,3464.301,3464.301,3966.599,1178.133,1478.709,2250.085,0.000,228.963,0.000,0.000,8.799,0.000,0.000
1472,532.638,3400.502,3400.502,3936.048,1176.619,1476.940,2221.647,0.000,228.364,0.000,0.000,9.054,0.000,0.000
1473,533.006,3446.163,3446.163,3905.526,1175.104,1475.200,2193.214,0.000,227.754,0.000,0.000,9.315,0.000,0.000
1474,533.373,3576.735,3576.735,3875.074,1173.590,1473.492,2164.823,0.000,227.134,0.000,0.000,9.582,0.000,0.000
1475,533.741,3475.311,3475.311,3844.728,1172.076,1471.818,2136.510,0.000,226.505,0.000,0.000,9.853,0.000,0.000
1476,534.109,3508.498,3508.498,3814.527,1170.561,1470.179,2108.310,0.000,225.865,0.000,0.000,10.130,0.000,0.000
1477,534.476,3504.003,3504.003,3784.508,1169.047,1468.579,2080.258,0.000,225.216,0.000,0.000,10.412,0.000,0.000
1478,534.844,3515.123,3515.123,3754.708,1167.532,1467.020,2052.389,0.000,224.558,0.000,0.000,10.699,0.000,0.000
1479,535.212,3392.166,3392.166,3725.161,1166.018,1465.502,2024.735,0.000,223.890,0.000,0.000,10.991,0.000,0.000
1480,535.579,3350.704,3350.704,3695.903,1164.503,1464.029,1997.331,0.000,223.214,0.000,0.000,11.288,0.000,0.000
1481,535.947,3576.586,3576.586,3666.969,1162.989,1462.601,1970.207,0.000,222.529,0.000,0.000,11.589,0.000,0.000
1482,536.314,3456.132,3456.132,3638.390,1161.475,1461.222,1943.396,0.000,221.835,0.000,0.000,11.894,0.000,0.000
1483,536.682,3446.603,3446.603,3610.200,1159.960,1459.892,1916.928,0.000,221.134,0.000,0.000,12.204,0.000,0.000
1484,537.050,3508.486,3508.486,3582.431,1158.446,1458.613,1890.832,0.000,220.424,0.000,0.000,12.518,0.000,0.000
1485,537.417,3435.697,3435.697,3555.112,1156.931,1457.387,1865.139,0.000,219.707,0.000,0.000,12.836,0.000,0.000
1486,537.785,3481.668,3481.668,3528.273,1155.417,1456.215,1839.875,0.000,218.983,0.000,0.000,13.158,0.000,0.000
1487,538.153,3587.886,3587.886,3501.944,1153.902,1455.099,1815.068,0.000,218.252,0.000,0.000,13.483,0.000,0.000
1488,538.521,3483.159,3483.159,3476.153,1152.388,1454.040,1790.745,0.000,217.514,0.000,0.000,13.811,0.000,0.000
1489,538.888,3506.351,3506.351,3450.925,1150.874,1453.040,1766.931,0.000,216.770,0.000,0.000,14.142,0.000,0.000
1490,539.256,3569.534,3569.534,3426.288,1149.359,1452.098,1743.652,0.000,216.019,0.000,0.000,14.476,0.000,0.000
1491,539.624,3626.946,3626.946,3402.265,1147.845,1451.217,1720.930,0.000,215.263,0.000,0.000,14.812,0.000,0.000
1492,539.991,3519.719,3519.719,3378.882,1146.330,1450.397,1698.790,0.000,214.502,0.000,0.000,15.151,0.000,0.000
1493,540.359,3570.811,3570.811,3356.162,1144.816,1449.640,1677.253,0.000,213.735,0.000,0.000,15.491,0.000,0.000
1494,540.727,3620.329,3620.329,3334.126,1143.302,1448.945,1656.341,0.000,212.964,0.000,0.000,15.834,0.000,0.000
1495,541.095,3513.779,3513.779,3312.797,1141.787,1448.314,1636.075,0.000,212.188,0.000,0.000,16.177,0.000,0.000
1496,541.463,3579.938,3579.938,3292.195,1140.273,1447.748,1616.475,0.000,211.408,0.000,0.000,16.522,0.000,0.000
1497,541.830,3467.881,3467.881,3272.339,1138.758,1447.245,1597.560,0.000,210.624,0.000,0.000,16.867,0.000,0.000
1498,542.198,3613.266,3613.266,3253.248,1137.244,1446.808,1579.348,0.000,209.837,0.000,0.000,17.212,0.000,0.000
1499,542.566,3745.572,3745.572,3234.941,1135.729,1446.436,1561.857,0.000,209.047,0.000,0.000,17.558,0.000,0.000
1500,542.934,3739.655,3739.655,3217.435,1134.215,1446.129,1545.105,0.000,208.254,0.000,0.000,17.903,0.000,0.000
1501,543.302,3768.936,3768.936,3200.745,1132.701,1445.888,1529.108,0.000,207.459,0.000,0.000,18.247,0.000,0.000
1502,543.669,3646.868,3646.868,3184.889,1131.186,1445.712,1513.882,0.000,206.662,0.000,0.000,18.591,0.000,0.000
1503,544.037,3686.953,3686.953,3169.881,1129.672,1445.601,1499.441,0.000,205.863,0.000,0.000,18.933,0.000,0.000
1504,544.405,3737.509,3737.509,3155.735,1128.157,1445.554,1485.802,0.000,205.063,0.000,0.000,19.273,0.000,0.000
1505,544.773,3861.447,3861.447,3142.466,1126.643,1445.572,1472.978,0.000,204.262,0.000,0.000,19.611,0.000,0.000
1506,545.141,3922.404,3922.404,3130.086,1125.128,1445.654,1460.982,0.000,203.460,0.000,0.000,19.946,0.000,0.000
1507,545.509,3900.504,3900.504,3118.608,1123.614,1445.800,1449.829,0.000,202.658,0.000,0.000,20.279,0.000,0.000
1508,545.877,4026.742,4026.742,3108.044,1122.100,1446.007,1439.530,0.000,201.856,0.000,0.000,20.608,0.000,0.000
1509,546.245,3921.455,3921.455,3098.406,1120.585,1446.277,1430.099,0.000,201.054,0.000,0.000,20.933,0.000,0.000
1510,546.612,4127.541,4127.541,3089.705,1119.071,1446.607,1421.548,0.000,200.254,0.000,0.000,21.254,0.000,0.000
1511,546.980,4057.438,4057.438,3081.951,1117.556,1446.997,1413.887,0.000,199.454,0.000,0.000,21.571,0.000,0.000
1512,547.348,4067.317,4067.317,3075.155,1116.042,1447.446,1407.130,0.000,198.655,0.000,0.000,21.882,0.000,0.000
1513,547.716,4011.693,4011.693,3069.327,1114.527,1447.952,1401.286,0.000,197.858,0.000,0.000,22.189,0.000,0.000
1514,548.084,4184.363,4184.363,3064.476,1113.013,1448.514,1396.368,0.000,197.063,0.000,0.000,22.489,0.000,0.000
1515,548.452,4089.880,4089.880,3060.612,1111.499,1449.130,1392.385,0.000,196.271,0.000,0.000,22.784,0.000,0.000
1516,548.820,4151.089,4151.089,3057.743,1109.984,1449.800,1389.348,0.000,195.481,0.000,0.000,23.071,0.000,0.000
1517,549.188,4172.810,4172.810,3055.878,1108.470,1450.521,1387.268,0.000,194.693,0.000,0.000,23.352,0.000,0.000
1518,549.556,4248.533,4248.533,3055.025,1106.955,1451.292,1386.155,0.000,193.909,0.000,0.000,23.626,0.000,0.000
1519,549.924,4501.029,4501.029,3055.193,1105.441,1452.111,1386.019,0.000,193.129,0.000,0.000,23.892,0.000,0.000
1520,550.292,4354.299,4354.299,3056.390,1103.926,1452.976,1386.870,0.000,192.352,0.000,0.000,24.150,0.000,0.000
1521,550.660,4397.058,4397.058,3058.624,1102.412,1453.885,1388.717,0.000,191.579,0.000,0.000,24.400,0.000,0.000
1522,551.028,4472.369,4472.369,3061.901,1100.898,1454.836,1391.572,0.000,190.810,0.000,0.000,24.641,0.000,0.000
1523,551.396,4588.981,4588.981,3066.230,1099.383,1455.827,1395.442,0.000,190.046,0.000,0.000,24.873,0.000,0.000
1524,551.764,4676.132,4676.132,3071.619,1097.869,1456.855,1400.339,0.000,189.287,0.000,0.000,25.095,0.000,0.000
1525,552.132,4458.348,4458.348,3078.074,1096.354,1457.919,1406.272,0.000,188.532,0.000,0.000,25.308,0.000,0.000
1526,552.500,4778.580,4778.580,3085.602,1094.840,1459.015,1413.251,0.000,187.783,0.000,0.000,25.510,0.000,0.000
1527,552.868,4688.466,4688.466,3094.210,1093.326,1460.142,1421.284,0.000,187.039,0.000,0.000,25.703,0.000,0.000
1528,553.236,4784.218,4784.218,3103.906,1091.811,1461.298,1430.381,0.000,186.301,0.000,0.000,25.884,0.000,0.000
1529,553.605,4882.734,4882.734,3114.697,1090.297,1462.478,1440.553,0.000,185.568,0.000,0.000,26.055,0.000,0.000
1530,553.973,5022.705,5022.705,3126.587,1088.782,1463.681,1451.807,0.000,184.842,0.000,0.000,26.215,0.000,0.000
1531,554.341,4944.315,4944.315,3139.586,1087.268,1464.905,1464.154,0.000,184.121,0.000,0.000,26.363,0.000,0.000
1532,554.709,5072.200,5072.200,3153.697,1085.753,1466.145,1477.603,0.000,183.407,0.000,0.000,26.499,0.000,0.000
1533,555.077,5095.837,5095.837,3168.929,1084.239,1467.401,1492.162,0.000,182.700,0.000,0.000,26.624,0.000,0.000
1534,555.445,5160.797,5160.797,3185.286,1082.725,1468.668,1507.841,0.000,181.999,0.000,0.000,26.737,0.000,0.000
1535,555.813,5177.912,5177.912,3202.775,1081.210,1469.944,1524.648,0.000,181.304,0.000,0.000,26.837,0.000,0.000
1536,556.182,5258.466,5258.466,3221.402,1079.696,1471.226,1542.591,0.000,180.617,0.000,0.000,26.925,0.000,0.000
1537,556.550,5203.825,5203.825,3241.171,1078.181,1472.511,1561.680,0.000,179.937,0.000,0.000,27.001,0.000,0.000
1538,556.918,5311.321,5311.321,3262.087,1076.667,1473.796,1581.922,0.000,179.264,0.000,0.000,27.063,0.000,0.000
1539,557.286,5457.645,5457.645,3284.157,1075.152,1475.078,1603.325,0.000,178.598,0.000,0.000,27.114,0.000,0.000
1540,557.654,5420.020,5420.020,3307.384,1073.638,1476.355,1625.896,0.000,177.939,0.000,0.000,27.151,0.000,0.000
1541,558.023,5563.069,5563.069,3331.772,1072.124,1477.622,1649.644,0.000,177.288,0.000,0.000,27.175,0.000,0.000
1542,558.391,5635.114,5635.114,3357.325,1070.609,1478.878,1674.573,0.000,176.645,0.000,0.000,27.186,0.000,0.000
1543,558.759,5713.211,5713.211,3384.046,1069.095,1480.119,1700.691,0.000,176.009,0.000,0.000,27.185,0.000,0.000
1544,559.127,5809.042,5809.042,3411.939,1067.580,1481.342,1728.004,0.000,175.381,0.000,0.000,27.170,0.000,0.000
1545,559.495,5872.555,5872.555,3441.006,1066.066,1482.545,1756.516,0.000,174.760,0.000,0.000,27.142,0.000,0.000
1546,559.864,5856.062,5856.062,3471.247,1064.551,1483.724,1786.233,0.000,174.147,0.000,0.000,27.102,0.000,0.000
1547,560.232,6066.620,6066.620,3502.666,1063.037,1484.876,1817.158,0.000,173.542,0.000,0.000,27.048,0.000,0.000
1548,560.600,5974.092,5974.092,3535.262,1061.523,1485.998,1849.295,0.000,172.944,0.000,0.000,26.982,0.000,0.000
1549,560.969,6198.259,6198.259,3569.034,1060.008,1487.088,1882.646,0.000,172.355,0.000,0.000,26.902,0.000,0.000
1550,561.337,6194.117,6194.117,3603.983,1058.494,1488.143,1917.214,0.000,171.773,0.000,0.000,26.810,0.000,0.000
1551,561.705,6294.178,6294.178,3640.105,1056.979,1489.159,1952.999,0.000,171.199,0.000,0.000,26.706,0.000,0.000
1552,562.074,6483.669,6483.669,3677.400,1055.465,1490.135,1990.001,0.000,170.633,0.000,0.000,26.589,0.000,0.000
1553,562.442,6525.137,6525.137,3715.863,1053.951,1491.067,2028.219,0.000,170.075,0.000,0.000,26.460,0.000,0.000
