spectrum,E_keV,eps
ASN16_BrazilNuts,2340.0,0.00273651
ASN16_BrazilNuts,2360.0,0.00271668
ASN16_BrazilNuts,2380.0,0.00269745
ASN16_BrazilNuts,2400.0,0.00267881
ASN16_BrazilNuts,2420.0,0.00266075
ASN16_BrazilNuts,2440.0,0.00264327
ASN16_BrazilNuts,2460.0,0.00262635
ASN16_BrazilNuts,2480.0,0.00261
ASN16_BrazilNuts,2500.0,0.00259419
ASN16_BrazilNuts,2520.0,0.00257893
ASN16_BrazilNuts,2540.0,0.00256421
ASN16_BrazilNuts,2560.0,0.00255002
ASN16_BrazilNuts,2580.0,0.00253636
ASN16_BrazilNuts,2600.0,0.00252322
ASN16_BrazilNuts,2620.0,0.00251059
ASN16_BrazilNuts,2640.0,0.00249848
ASN16_BrazilNuts,2660.0,0.00248687
ASN16_BrazilNuts,2680.0,0.00247576
ASN16_BrazilNuts,2700.0,0.00246515
ASN16_BrazilNuts,2720.0,0.00245504
ASN16_BrazilNuts,2740.0,0.00244541
ASN16_BrazilNuts,2760.0,0.00243627
ASN16_BrazilNuts,2780.0,0.00242762
ASN16_BrazilNuts,2800.0,0.00241945
ASN16_BrazilNuts,2820.0,0.00241175
ASN16_BrazilNuts,2840.0,0.00240453
ASN16_BrazilNuts,2860.0,0.00239778
ASN16_BrazilNuts,2880.0,0.00239151
ASN16_BrazilNuts,2900.0,0.0023857
ASN16_BrazilNuts,2920.0,0.00238037
ASN16_BrazilNuts,2940.0,0.0023755
ASN16_BrazilNuts,2960.0,0.0023711
ASN16_BrazilNuts,2980.0,0.00236716
ASN16_BrazilNuts,3000.0,0.00236369
ASN16_BrazilNuts,3020.0,0.00236069
ASN16_Charoite,20.0,0.00180392
ASN16_Charoite,40.0,0.0400862
ASN16_Charoite,60.0,0.0553087
ASN16_Charoite,80.0,0.06203
ASN16_Charoite,100.0,0.0651755
ASN16_Charoite,120.0,0.0655808
ASN16_Charoite,140.0,0.0639334
ASN16_Charoite,160.0,0.0609357
ASN16_Charoite,180.0,0.0571834
ASN16_Charoite,200.0,0.053116
ASN16_Charoite,220.0,0.0490271
ASN16_Charoite,240.0,0.0450954
ASN16_Charoite,260.0,0.0414189
ASN16_Charoite,280.0,0.0380421
ASN16_Charoite,300.0,0.0349761
ASN16_Charoite,320.0,0.0322124
ASN16_Charoite,340.0,0.029732
ASN16_Charoite,360.0,0.027511
ASN16_Charoite,380.0,0.0255239
ASN16_Charoite,400.0,0.0237457
ASN16_Charoite,420.0,0.022153
ASN16_Charoite,440.0,0.0207243
ASN16_Charoite,460.0,0.0194404
ASN16_Charoite,480.0,0.018284
ASN16_Charoite,500.0,0.0172403
ASN16_Charoite,520.0,0.0162959
ASN16_Charoite,540.0,0.0154392
ASN16_Charoite,560.0,0.0146602
ASN16_Charoite,580.0,0.0139501
ASN16_Charoite,600.0,0.0133011
ASN16_Charoite,620.0,0.0127065
ASN16_Charoite,640.0,0.0121604
ASN16_Charoite,660.0,0.0116576
ASN16_Charoite,680.0,0.0111937
ASN16_Charoite,700.0,0.0107647
ASN16_Charoite,720.0,0.010367
ASN16_Charoite,740.0,0.00999759
ASN16_Charoite,760.0,0.00965373
ASN16_Charoite,780.0,0.00933299
ASN16_Charoite,800.0,0.00903323
ASN16_Charoite,820.0,0.00875255
ASN16_Charoite,840.0,0.00848924
ASN16_Charoite,860.0,0.00824178
ASN16_Charoite,880.0,0.00800882
ASN16_Charoite,900.0,0.00778915
ASN16_Charoite,920.0,0.00758166
ASN16_Charoite,940.0,0.00738537
ASN16_Charoite,960.0,0.00719941
ASN16_Charoite,980.0,0.00702298
ASN16_Charoite,1000.0,0.00685534
ASN16_Charoite,1020.0,0.00669585
ASN16_Charoite,1040.0,0.00654392
ASN16_Charoite,1060.0,0.006399
ASN16_Charoite,1080.0,0.00626061
ASN16_Charoite,1100.0,0.0061283
ASN16_Charoite,1120.0,0.00600167
ASN16_Charoite,1140.0,0.00588033
ASN16_Charoite,1160.0,0.00576396
ASN16_Charoite,1180.0,0.00565224
ASN16_Charoite,1200.0,0.00554489
ASN16_Charoite,1220.0,0.00544163
ASN16_Charoite,1240.0,0.00534224
ASN16_Charoite,1260.0,0.00524649
ASN16_Charoite,1280.0,0.00515417
ASN16_Charoite,1300.0,0.00506509
ASN16_Charoite,1320.0,0.00497909
ASN16_Charoite,1340.0,0.00489599
ASN16_Charoite,1360.0,0.00481566
ASN16_Charoite,1380.0,0.00473794
ASN16_Charoite,1400.0,0.00466272
ASN16_Charoite,1420.0,0.00458988
ASN16_Charoite,1440.0,0.00451929
ASN16_Charoite,1460.0,0.00445086
ASN16_Charoite,1480.0,0.0043845
ASN16_Charoite,1500.0,0.00432011
ASN16_Charoite,1520.0,0.00425761
ASN16_Charoite,1540.0,0.00419691
ASN16_Charoite,1560.0,0.00413796
ASN16_Charoite,1580.0,0.00408067
ASN16_Charoite,1600.0,0.00402499
ASN16_Charoite,1620.0,0.00397085
ASN16_Charoite,1640.0,0.0039182
ASN16_Charoite,1660.0,0.00386698
ASN16_Charoite,1680.0,0.00381714
ASN16_Charoite,1700.0,0.00376864
ASN16_Charoite,1720.0,0.00372143
ASN16_Charoite,1740.0,0.00367547
ASN16_Charoite,1760.0,0.00363072
ASN16_Charoite,1780.0,0.00358714
ASN16_Charoite,1800.0,0.0035447
ASN16_Charoite,1820.0,0.00350335
ASN16_Charoite,1840.0,0.00346308
ASN16_Charoite,1860.0,0.00342385
ASN16_Charoite,1880.0,0.00338563
ASN16_Charoite,1900.0,0.0033484
ASN16_Charoite,1920.0,0.00331212
ASN16_Charoite,1940.0,0.00327678
ASN16_Charoite,1960.0,0.00324235
ASN16_Charoite,1980.0,0.0032088
ASN16_Charoite,2000.0,0.00317612
ASN16_Charoite,2020.0,0.00314429
ASN16_Charoite,2040.0,0.00311329
ASN16_Charoite,2060.0,0.00308309
ASN16_Charoite,2080.0,0.00305368
ASN16_Charoite,2100.0,0.00302505
ASN16_Charoite,2120.0,0.00299717
ASN16_Charoite,2140.0,0.00297003
ASN16_Charoite,2160.0,0.00294363
ASN16_Charoite,2180.0,0.00291793
ASN16_Charoite,2200.0,0.00289293
ASN16_Charoite,2220.0,0.00286862
ASN16_Charoite,2240.0,0.00284499
ASN16_Charoite,2260.0,0.00282201
ASN16_Charoite,2280.0,0.00279969
ASN16_Charoite,2300.0,0.002778
ASN16_Charoite,2320.0,0.00275695
ASN16_Charoite,2340.0,0.00273651
ASN16_Charoite,2360.0,0.00271668
ASN16_Charoite,2380.0,0.00269745
ASN16_Charoite,2400.0,0.00267881
ASN16_Charoite,2420.0,0.00266075
ASN16_Charoite,2440.0,0.00264327
ASN16_Charoite,2460.0,0.00262635
ASN16_Charoite,2480.0,0.00261
ASN16_Charoite,2500.0,0.00259419
ASN16_Charoite,2520.0,0.00257893
ASN16_Charoite,2540.0,0.00256421
ASN16_Charoite,2560.0,0.00255002
ASN16_Charoite,2580.0,0.00253636
ASN16_Charoite,2600.0,0.00252322
ASN16_Charoite,2620.0,0.00251059
ASN16_Charoite,2640.0,0.00249848
ASN16_Charoite,2660.0,0.00248687
ASN16_Charoite,2680.0,0.00247576
ASN16_Charoite,2700.0,0.00246515
ASN16_Charoite,2720.0,0.00245504
ASN16_Charoite,2740.0,0.00244541
ASN16_Charoite,2760.0,0.00243627
ASN16_Charoite,2780.0,0.00242762
ASN16_Charoite,2800.0,0.00241945
ASN16_Charoite,2820.0,0.00241175
ASN16_Charoite,2840.0,0.00240453
ASN16_Charoite,2860.0,0.00239778
ASN16_Charoite,2880.0,0.00239151
ASN16_Charoite,2900.0,0.0023857
ASN16_Charoite,2920.0,0.00238037
ASN16_Charoite,2940.0,0.0023755
ASN16_Charoite,2960.0,0.0023711
ASN16_Charoite,2980.0,0.00236716
ASN16_Charoite,3000.0,0.00236369
ASN16_Charoite,3020.0,0.00236069
ASN16_Charoite_v2,20.0,0.00180392
ASN16_Charoite_v2,40.0,0.0400862
ASN16_Charoite_v2,60.0,0.0553087
ASN16_Charoite_v2,80.0,0.06203
ASN16_Charoite_v2,100.0,0.0651755
ASN16_Charoite_v2,120.0,0.0655808
ASN16_Charoite_v2,140.0,0.0639334
ASN16_Charoite_v2,160.0,0.0609357
ASN16_Charoite_v2,180.0,0.0571834
ASN16_Charoite_v2,200.0,0.053116
ASN16_Charoite_v2,220.0,0.0490271
ASN16_Charoite_v2,240.0,0.0450954
ASN16_Charoite_v2,260.0,0.0414189
ASN16_Charoite_v2,280.0,0.0380421
ASN16_Charoite_v2,300.0,0.0349761
ASN16_Charoite_v2,320.0,0.0322124
ASN16_Charoite_v2,340.0,0.029732
ASN16_Charoite_v2,360.0,0.027511
ASN16_Charoite_v2,380.0,0.0255239
ASN16_Charoite_v2,400.0,0.0237457
ASN16_Charoite_v2,420.0,0.022153
ASN16_Charoite_v2,440.0,0.0207243
ASN16_Charoite_v2,460.0,0.0194404
ASN16_Charoite_v2,480.0,0.018284
ASN16_Charoite_v2,500.0,0.0172403
ASN16_Charoite_v2,520.0,0.0162959
ASN16_Charoite_v2,540.0,0.0154392
ASN16_Charoite_v2,560.0,0.0146602
ASN16_Charoite_v2,580.0,0.0139501
ASN16_Charoite_v2,600.0,0.0133011
ASN16_Charoite_v2,620.0,0.0127065
ASN16_Charoite_v2,640.0,0.0121604
ASN16_Charoite_v2,660.0,0.0116576
ASN16_Charoite_v2,680.0,0.0111937
ASN16_Charoite_v2,700.0,0.0107647
ASN16_Charoite_v2,720.0,0.010367
ASN16_Charoite_v2,740.0,0.00999759
ASN16_Charoite_v2,760.0,0.00965373
ASN16_Charoite_v2,780.0,0.00933299
ASN16_Charoite_v2,800.0,0.00903323
ASN16_Charoite_v2,820.0,0.00875255
ASN16_Charoite_v2,840.0,0.00848924
ASN16_Charoite_v2,860.0,0.00824178
ASN16_Charoite_v2,880.0,0.00800882
ASN16_Charoite_v2,900.0,0.00778915
ASN16_Charoite_v2,920.0,0.00758166
ASN16_Charoite_v2,940.0,0.00738537
ASN16_Charoite_v2,960.0,0.00719941
ASN16_Charoite_v2,980.0,0.00702298
ASN16_Charoite_v2,1000.0,0.00685534
ASN16_Charoite_v2,1020.0,0.00669585
ASN16_Charoite_v2,1040.0,0.00654392
ASN16_Charoite_v2,1060.0,0.006399
ASN16_Charoite_v2,1080.0,0.00626061
ASN16_Charoite_v2,1100.0,0.0061283
ASN16_Charoite_v2,1120.0,0.00600167
ASN16_Charoite_v2,1140.0,0.00588033
ASN16_Charoite_v2,1160.0,0.00576396
ASN16_Charoite_v2,1180.0,0.00565224
ASN16_Charoite_v2,1200.0,0.00554489
ASN16_Charoite_v2,1220.0,0.00544163
ASN16_Charoite_v2,1240.0,0.00534224
ASN16_Charoite_v2,1260.0,0.00524649
ASN16_Charoite_v2,1280.0,0.00515417
ASN16_Charoite_v2,1300.0,0.00506509
ASN16_Charoite_v2,1320.0,0.00497909
ASN16_Charoite_v2,1340.0,0.00489599
ASN16_Charoite_v2,1360.0,0.00481566
ASN16_Charoite_v2,1380.0,0.00473794
ASN16_Charoite_v2,1400.0,0.00466272
ASN16_Charoite_v2,1420.0,0.00458988
ASN16_Charoite_v2,1440.0,0.00451929
ASN16_Charoite_v2,1460.0,0.00445086
ASN16_Charoite_v2,1480.0,0.0043845
ASN16_Charoite_v2,1500.0,0.00432011
ASN16_Charoite_v2,1520.0,0.00425761
ASN16_Charoite_v2,1540.0,0.00419691
ASN16_Charoite_v2,1560.0,0.00413796
ASN16_Charoite_v2,1580.0,0.00408067
ASN16_Charoite_v2,1600.0,0.00402499
ASN16_Charoite_v2,1620.0,0.00397085
ASN16_Charoite_v2,1640.0,0.0039182
ASN16_Charoite_v2,1660.0,0.00386698
ASN16_Charoite_v2,1680.0,0.00381714
ASN16_Charoite_v2,1700.0,0.00376864
ASN16_Charoite_v2,1720.0,0.00372143
ASN16_Charoite_v2,1740.0,0.00367547
ASN16_Charoite_v2,1760.0,0.00363072
ASN16_Charoite_v2,1780.0,0.00358714
ASN16_Charoite_v2,1800.0,0.0035447
ASN16_Charoite_v2,1820.0,0.00350335
ASN16_Charoite_v2,1840.0,0.00346308
ASN16_Charoite_v2,1860.0,0.00342385
ASN16_Charoite_v2,1880.0,0.00338563
ASN16_Charoite_v2,1900.0,0.0033484
ASN16_Charoite_v2,1920.0,0.00331212
ASN16_Charoite_v2,1940.0,0.00327678
ASN16_Charoite_v2,1960.0,0.00324235
ASN16_Charoite_v2,1980.0,0.0032088
ASN16_Charoite_v2,2000.0,0.00317612
ASN16_Charoite_v2,2020.0,0.00314429
ASN16_Charoite_v2,2040.0,0.00311329
ASN16_Charoite_v2,2060.0,0.00308309
ASN16_Charoite_v2,2080.0,0.00305368
ASN16_Charoite_v2,2100.0,0.00302505
ASN16_Charoite_v2,2120.0,0.00299717
ASN16_Charoite_v2,2140.0,0.00297003
ASN16_Charoite_v2,2160.0,0.00294363
ASN16_Charoite_v2,2180.0,0.00291793
ASN16_Charoite_v2,2200.0,0.00289293
ASN16_Charoite_v2,2220.0,0.00286862
ASN16_Charoite_v2,2240.0,0.00284499
ASN16_Charoite_v2,2260.0,0.00282201
ASN16_Charoite_v2,2280.0,0.00279969
ASN16_Charoite_v2,2300.0,0.002778
ASN16_Charoite_v2,2320.0,0.00275695
ASN16_Charoite_v2,2340.0,0.00273651
ASN16_Charoite_v2,2360.0,0.00271668
ASN16_Charoite_v2,2380.0,0.00269745
ASN16_Charoite_v2,2400.0,0.00267881
ASN16_Charoite_v2,2420.0,0.00266075
ASN16_Charoite_v2,2440.0,0.00264327
ASN16_Charoite_v2,2460.0,0.00262635
ASN16_Charoite_v2,2480.0,0.00261
ASN16_Charoite_v2,2500.0,0.00259419
ASN16_Charoite_v2,2520.0,0.00257893
ASN16_Charoite_v2,2540.0,0.00256421
ASN16_Charoite_v2,2560.0,0.00255002
ASN16_Charoite_v2,2580.0,0.00253636
ASN16_Charoite_v2,2600.0,0.00252322
ASN16_Charoite_v2,2620.0,0.00251059
ASN16_Charoite_v2,2640.0,0.00249848
ASN16_Charoite_v2,2660.0,0.00248687
ASN16_Charoite_v2,2680.0,0.00247576
ASN16_Charoite_v2,2700.0,0.00246515
ASN16_Charoite_v2,2720.0,0.00245504
ASN16_Charoite_v2,2740.0,0.00244541
ASN16_Charoite_v2,2760.0,0.00243627
ASN16_Charoite_v2,2780.0,0.00242762
ASN16_Charoite_v2,2800.0,0.00241945
ASN16_Charoite_v2,2820.0,0.00241175
ASN16_Charoite_v2,2840.0,0.00240453
ASN16_Charoite_v2,2860.0,0.00239778
ASN16_Charoite_v2,2880.0,0.00239151
ASN16_Charoite_v2,2900.0,0.0023857
ASN16_Charoite_v2,2920.0,0.00238037
ASN16_Charoite_v2,2940.0,0.0023755
ASN16_Charoite_v2,2960.0,0.0023711
ASN16_Charoite_v2,2980.0,0.00236716
ASN16_Charoite_v2,3000.0,0.00236369
ASN16_Charoite_v2,3020.0,0.00236069
ASN16_Cs137,20.0,0.00180392
ASN16_Cs137,40.0,0.0400862
ASN16_Cs137,60.0,0.0553087
ASN16_Cs137,80.0,0.06203
ASN16_Cs137,100.0,0.0651755
ASN16_Cs137,120.0,0.0655808
ASN16_Cs137,140.0,0.0639334
ASN16_Cs137,160.0,0.0609357
ASN16_Cs137,180.0,0.0571834
ASN16_Cs137,200.0,0.053116
ASN16_Cs137,220.0,0.0490271
ASN16_Cs137,240.0,0.0450954
ASN16_Cs137,260.0,0.0414189
ASN16_Cs137,280.0,0.0380421
ASN16_Cs137,300.0,0.0349761
ASN16_Cs137,320.0,0.0322124
ASN16_Cs137,340.0,0.029732
ASN16_Cs137,360.0,0.027511
ASN16_Cs137,380.0,0.0255239
ASN16_Cs137,400.0,0.0237457
ASN16_Cs137,420.0,0.022153
ASN16_Cs137,440.0,0.0207243
ASN16_Cs137,460.0,0.0194404
ASN16_Cs137,480.0,0.018284
ASN16_Cs137,500.0,0.0172403
ASN16_Cs137,520.0,0.0162959
ASN16_Cs137,540.0,0.0154392
ASN16_Cs137,560.0,0.0146602
ASN16_Cs137,580.0,0.0139501
ASN16_Cs137,600.0,0.0133011
ASN16_Cs137,620.0,0.0127065
ASN16_Cs137,640.0,0.0121604
ASN16_Cs137,660.0,0.0116576
ASN16_Cs137,680.0,0.0111937
ASN16_Cs137,700.0,0.0107647
ASN16_Cs137,720.0,0.010367
ASN16_Cs137,740.0,0.00999759
ASN16_Cs137,760.0,0.00965373
ASN16_Cs137,780.0,0.00933299
ASN16_Cs137,800.0,0.00903323
ASN16_Cs137,820.0,0.00875255
ASN16_Cs137,840.0,0.00848924
ASN16_Cs137,860.0,0.00824178
ASN16_Cs137,880.0,0.00800882
ASN16_Cs137,900.0,0.00778915
ASN16_Cs137,920.0,0.00758166
ASN16_Cs137,940.0,0.00738537
ASN16_Cs137,960.0,0.00719941
ASN16_Cs137,980.0,0.00702298
ASN16_Cs137,1000.0,0.00685534
ASN16_Cs137,1020.0,0.00669585
ASN16_Cs137,1040.0,0.00654392
ASN16_Cs137,1060.0,0.006399
ASN16_Cs137,1080.0,0.00626061
ASN16_Cs137,1100.0,0.0061283
ASN16_Cs137,1120.0,0.00600167
ASN16_Cs137,1140.0,0.00588033
ASN16_Cs137,1160.0,0.00576396
ASN16_Cs137,1180.0,0.00565224
ASN16_Cs137,1200.0,0.00554489
ASN16_Cs137,1220.0,0.00544163
ASN16_Cs137,1240.0,0.00534224
ASN16_Cs137,1260.0,0.00524649
ASN16_Cs137,1280.0,0.00515417
ASN16_Cs137,1300.0,0.00506509
ASN16_Cs137,1320.0,0.00497909
ASN16_Cs137,1340.0,0.00489599
ASN16_Cs137,1360.0,0.00481566
ASN16_Cs137,1380.0,0.00473794
ASN16_Cs137,1400.0,0.00466272
ASN16_Cs137,1420.0,0.00458988
ASN16_Cs137,1440.0,0.00451929
ASN16_Cs137,1460.0,0.00445086
ASN16_Cs137,1480.0,0.0043845
ASN16_Cs137,1500.0,0.00432011
ASN16_Cs137,1520.0,0.00425761
ASN16_Cs137,1540.0,0.00419691
ASN16_Cs137,1560.0,0.00413796
ASN16_Cs137,1580.0,0.00408067
ASN16_Cs137,1600.0,0.00402499
ASN16_Cs137,1620.0,0.00397085
ASN16_Cs137,1640.0,0.0039182
ASN16_Cs137,1660.0,0.00386698
ASN16_Cs137,1680.0,0.00381714
ASN16_Cs137,1700.0,0.00376864
ASN16_Cs137,1720.0,0.00372143
ASN16_Cs137,1740.0,0.00367547
ASN16_Cs137,1760.0,0.00363072
ASN16_Cs137,1780.0,0.00358714
ASN16_Cs137,1800.0,0.0035447
ASN16_Cs137,1820.0,0.00350335
ASN16_Cs137,1840.0,0.00346308
ASN16_Cs137,1860.0,0.00342385
ASN16_Cs137,1880.0,0.00338563
ASN16_Cs137,1900.0,0.0033484
ASN16_Cs137,1920.0,0.00331212
ASN16_Cs137,1940.0,0.00327678
ASN16_Cs137,1960.0,0.00324235
ASN16_Cs137,1980.0,0.0032088
ASN16_Cs137,2000.0,0.00317612
ASN16_Cs137,2020.0,0.00314429
ASN16_Cs137,2040.0,0.00311329
ASN16_Cs137,2060.0,0.00308309
ASN16_Cs137,2080.0,0.00305368
ASN16_Cs137,2100.0,0.00302505
ASN16_Cs137,2120.0,0.00299717
ASN16_Cs137,2140.0,0.00297003
ASN16_Cs137,2160.0,0.00294363
ASN16_Cs137,2180.0,0.00291793
ASN16_Cs137,2200.0,0.00289293
ASN16_Cs137,2220.0,0.00286862
ASN16_Cs137,2240.0,0.00284499
ASN16_Cs137,2260.0,0.00282201
ASN16_Cs137,2280.0,0.00279969
ASN16_Cs137,2300.0,0.002778
ASN16_Cs137,2320.0,0.00275695
ASN16_Cs137,2340.0,0.00273651
ASN16_Cs137,2360.0,0.00271668
ASN16_Cs137,2380.0,0.00269745
ASN16_Cs137,2400.0,0.00267881
ASN16_Cs137,2420.0,0.00266075
ASN16_Cs137,2440.0,0.00264327
ASN16_Cs137,2460.0,0.00262635
ASN16_Cs137,2480.0,0.00261
ASN16_Cs137,2500.0,0.00259419
ASN16_Cs137,2520.0,0.00257893
ASN16_Cs137,2540.0,0.00256421
ASN16_Cs137,2560.0,0.00255002
ASN16_Cs137,2580.0,0.00253636
ASN16_Cs137,2600.0,0.00252322
ASN16_Cs137,2620.0,0.00251059
ASN16_Cs137,2640.0,0.00249848
ASN16_Cs137,2660.0,0.00248687
ASN16_Cs137,2680.0,0.00247576
ASN16_Cs137,2700.0,0.00246515
ASN16_Cs137,2720.0,0.00245504
ASN16_Cs137,2740.0,0.00244541
ASN16_Cs137,2760.0,0.00243627
ASN16_Cs137,2780.0,0.00242762
ASN16_Cs137,2800.0,0.00241945
ASN16_Cs137,2820.0,0.00241175
ASN16_Cs137,2840.0,0.00240453
ASN16_Cs137,2860.0,0.00239778
ASN16_Cs137,2880.0,0.00239151
ASN16_Cs137,2900.0,0.0023857
ASN16_Cs137,2920.0,0.00238037
ASN16_Cs137,2940.0,0.0023755
ASN16_Cs137,2960.0,0.0023711
ASN16_Cs137,2980.0,0.00236716
ASN16_Cs137,3000.0,0.00236369
ASN16_Cs137,3020.0,0.00236069
ASN16_Granite,20.0,0.00180392
ASN16_Granite,40.0,0.0400862
ASN16_Granite,60.0,0.0553087
ASN16_Granite,80.0,0.06203
ASN16_Granite,100.0,0.0651755
ASN16_Granite,120.0,0.0655808
ASN16_Granite,140.0,0.0639334
ASN16_Granite,160.0,0.0609357
ASN16_Granite,180.0,0.0571834
ASN16_Granite,200.0,0.053116
ASN16_Granite,220.0,0.0490271
ASN16_Granite,240.0,0.0450954
ASN16_Granite,260.0,0.0414189
ASN16_Granite,280.0,0.0380421
ASN16_Granite,300.0,0.0349761
ASN16_Granite,320.0,0.0322124
ASN16_Granite,340.0,0.029732
ASN16_Granite,360.0,0.027511
ASN16_Granite,380.0,0.0255239
ASN16_Granite,400.0,0.0237457
ASN16_Granite,420.0,0.022153
ASN16_Granite,440.0,0.0207243
ASN16_Granite,460.0,0.0194404
ASN16_Granite,480.0,0.018284
ASN16_Granite,500.0,0.0172403
ASN16_Granite,520.0,0.0162959
ASN16_Granite,540.0,0.0154392
ASN16_Granite,560.0,0.0146602
ASN16_Granite,580.0,0.0139501
ASN16_Granite,600.0,0.0133011
ASN16_Granite,620.0,0.0127065
ASN16_Granite,640.0,0.0121604
ASN16_Granite,660.0,0.0116576
ASN16_Granite,680.0,0.0111937
ASN16_Granite,700.0,0.0107647
ASN16_Granite,720.0,0.010367
ASN16_Granite,740.0,0.00999759
ASN16_Granite,760.0,0.00965373
ASN16_Granite,780.0,0.00933299
ASN16_Granite,800.0,0.00903323
ASN16_Granite,820.0,0.00875255
ASN16_Granite,840.0,0.00848924
ASN16_Granite,860.0,0.00824178
ASN16_Granite,880.0,0.00800882
ASN16_Granite,900.0,0.00778915
ASN16_Granite,920.0,0.00758166
ASN16_Granite,940.0,0.00738537
ASN16_Granite,960.0,0.00719941
ASN16_Granite,980.0,0.00702298
ASN16_Granite,1000.0,0.00685534
ASN16_Granite,1020.0,0.00669585
ASN16_Granite,1040.0,0.00654392
ASN16_Granite,1060.0,0.006399
ASN16_Granite,1080.0,0.00626061
ASN16_Granite,1100.0,0.0061283
ASN16_Granite,1120.0,0.00600167
ASN16_Granite,1140.0,0.00588033
ASN16_Granite,1160.0,0.00576396
ASN16_Granite,1180.0,0.00565224
ASN16_Granite,1200.0,0.00554489
ASN16_Granite,1220.0,0.00544163
ASN16_Granite,1240.0,0.00534224
ASN16_Granite,1260.0,0.00524649
ASN16_Granite,1280.0,0.00515417
ASN16_Granite,1300.0,0.00506509
ASN16_Granite,1320.0,0.00497909
ASN16_Granite,1340.0,0.00489599
ASN16_Granite,1360.0,0.00481566
ASN16_Granite,1380.0,0.00473794
ASN16_Granite,1400.0,0.00466272
ASN16_Granite,1420.0,0.00458988
ASN16_Granite,1440.0,0.00451929
ASN16_Granite,1460.0,0.00445086
ASN16_Granite,1480.0,0.0043845
ASN16_Granite,1500.0,0.00432011
ASN16_Granite,1520.0,0.00425761
ASN16_Granite,1540.0,0.00419691
ASN16_Granite,1560.0,0.00413796
ASN16_Granite,1580.0,0.00408067
ASN16_Granite,1600.0,0.00402499
ASN16_Granite,1620.0,0.00397085
ASN16_Granite,1640.0,0.0039182
ASN16_Granite,1660.0,0.00386698
ASN16_Granite,1680.0,0.00381714
ASN16_Granite,1700.0,0.00376864
ASN16_Granite,1720.0,0.00372143
ASN16_Granite,1740.0,0.00367547
ASN16_Granite,1760.0,0.00363072
ASN16_Granite,1780.0,0.00358714
ASN16_Granite,1800.0,0.0035447
ASN16_Granite,1820.0,0.00350335
ASN16_Granite,1840.0,0.00346308
ASN16_Granite,1860.0,0.00342385
ASN16_Granite,1880.0,0.00338563
ASN16_Granite,1900.0,0.0033484
ASN16_Granite,1920.0,0.00331212
ASN16_Granite,1940.0,0.00327678
ASN16_Granite,1960.0,0.00324235
ASN16_Granite,1980.0,0.0032088
ASN16_Granite,2000.0,0.00317612
ASN16_Granite,2020.0,0.00314429
ASN16_Granite,2040.0,0.00311329
ASN16_Granite,2060.0,0.00308309
ASN16_Granite,2080.0,0.00305368
ASN16_Granite,2100.0,0.00302505
ASN16_Granite,2120.0,0.00299717
ASN16_Granite,2140.0,0.00297003
ASN16_Granite,2160.0,0.00294363
ASN16_Granite,2180.0,0.00291793
ASN16_Granite,2200.0,0.00289293
ASN16_Granite,2220.0,0.00286862
ASN16_Granite,2240.0,0.00284499
ASN16_Granite,2260.0,0.00282201
ASN16_Granite,2280.0,0.00279969
ASN16_Granite,2300.0,0.002778
ASN16_Granite,2320.0,0.00275695
ASN16_Granite,2340.0,0.00273651
ASN16_Granite,2360.0,0.00271668
ASN16_Granite,2380.0,0.00269745
ASN16_Granite,2400.0,0.00267881
ASN16_Granite,2420.0,0.00266075
ASN16_Granite,2440.0,0.00264327
ASN16_Granite,2460.0,0.00262635
ASN16_Granite,2480.0,0.00261
ASN16_Granite,2500.0,0.00259419
ASN16_Granite,2520.0,0.00257893
ASN16_Granite,2540.0,0.00256421
ASN16_Granite,2560.0,0.00255002
ASN16_Granite,2580.0,0.00253636
ASN16_Granite,2600.0,0.00252322
ASN16_Granite,2620.0,0.00251059
ASN16_Granite,2640.0,0.00249848
ASN16_Granite,2660.0,0.00248687
ASN16_Granite,2680.0,0.00247576
ASN16_Granite,2700.0,0.00246515
ASN16_Granite,2720.0,0.00245504
ASN16_Granite,2740.0,0.00244541
ASN16_Granite,2760.0,0.00243627
ASN16_Granite,2780.0,0.00242762
ASN16_Granite,2800.0,0.00241945
ASN16_Granite,2820.0,0.00241175
ASN16_Granite,2840.0,0.00240453
ASN16_Granite,2860.0,0.00239778
ASN16_Granite,2880.0,0.00239151
ASN16_Granite,2900.0,0.0023857
ASN16_Granite,2920.0,0.00238037
ASN16_Granite,2940.0,0.0023755
ASN16_Granite,2960.0,0.0023711
ASN16_Granite,2980.0,0.00236716
ASN16_Granite,3000.0,0.00236369
ASN16_Granite,3020.0,0.00236069
ASN16_Th232,20.0,0.00180392
ASN16_Th232,40.0,0.0400862
ASN16_Th232,60.0,0.0553087
ASN16_Th232,80.0,0.06203
ASN16_Th232,100.0,0.0651755
ASN16_Th232,120.0,0.0655808
ASN16_Th232,140.0,0.0639334
ASN16_Th232,160.0,0.0609357
ASN16_Th232,180.0,0.0571834
ASN16_Th232,200.0,0.053116
ASN16_Th232,220.0,0.0490271
ASN16_Th232,240.0,0.0450954
ASN16_Th232,260.0,0.0414189
ASN16_Th232,280.0,0.0380421
ASN16_Th232,300.0,0.0349761
ASN16_Th232,320.0,0.0322124
ASN16_Th232,340.0,0.029732
ASN16_Th232,360.0,0.027511
ASN16_Th232,380.0,0.0255239
ASN16_Th232,400.0,0.0237457
ASN16_Th232,420.0,0.022153
