ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Th-232,Xray-Pb
1086,391.155,4455.404,4455.404,4473.044,1994.966,2158.806,1989.700,10.034,311.560,0.000,0.000,2.889,0.000,0.000
1087,391.522,4370.733,4370.733,4463.574,1983.477,2157.775,1982.218,9.974,310.683,0.000,0.000,2.869,0.000,0.000
1088,391.888,4361.086,4361.086,4454.247,1971.989,2156.968,1974.660,9.907,309.806,0.000,0.000,2.850,0.000,0.000
1089,392.254,4468.929,4468.929,4445.065,1960.500,2156.388,1967.026,9.834,308.931,0.000,0.000,2.831,0.000,0.000
1090,392.620,4497.439,4497.439,4436.029,1949.011,2156.036,1959.314,9.755,308.057,0.000,0.000,2.812,0.000,0.000
1091,392.986,4450.367,4450.367,4427.138,1937.522,2155.912,1951.523,9.670,307.184,0.000,0.000,2.794,0.000,0.000
1092,393.352,4384.557,4384.557,4418.393,1926.034,2156.019,1943.653,9.579,306.311,0.000,0.000,2.776,0.000,0.000
1093,393.719,4424.405,4424.405,4409.794,1914.545,2156.355,1935.703,9.484,305.440,0.000,0.000,2.758,0.000,0.000
1094,394.085,4204.232,4204.232,4401.340,1903.056,2156.920,1927.672,9.383,304.570,0.000,0.000,2.740,0.000,0.000
1095,394.451,4391.142,4391.142,4393.029,1891.567,2157.715,1919.560,9.277,303.700,0.000,0.000,2.722,0.000,0.000
1096,394.817,4361.068,4361.068,4384.862,1880.078,2158.737,1911.366,9.167,302.832,0.000,0.000,2.705,0.000,0.000
1097,395.183,4478.246,4478.246,4376.835,1868.590,2159.985,1903.091,9.053,301.964,0.000,0.000,2.688,0.000,0.000
1098,395.549,4346.088,4346.088,4368.947,1857.101,2161.456,1894.734,8.935,301.097,0.000,0.000,2.671,0.000,0.000
1099,395.916,4330.282,4330.282,4361.195,1845.612,2163.147,1886.295,8.814,300.231,0.000,0.000,2.654,0.000,0.000
1100,396.282,4324.080,4324.080,4353.574,1834.123,2165.054,1877.774,8.689,299.366,0.000,0.000,2.638,0.000,0.000
1101,396.648,4504.080,4504.080,4356.645,1833.197,2172.172,1874.016,8.563,299.212,0.000,0.000,2.629,0.000,0.000
1102,397.014,4504.499,4504.499,4359.839,1832.270,2179.496,1870.177,8.433,299.058,0.000,0.000,2.620,0.000,0.000
1103,397.380,4340.636,4340.636,4363.152,1831.343,2187.020,1866.259,8.302,298.906,0.000,0.000,2.611,0.000,0.000
1104,397.746,4302.646,4302.646,4366.578,1830.417,2194.737,1862.263,8.168,298.754,0.000,0.000,2.602,0.000,0.000
1105,398.113,4285.844,4285.844,4370.111,1829.490,2202.639,1858.188,8.033,298.603,0.000,0.000,2.594,0.000,0.000
1106,398.479,4496.194,4496.194,4373.744,1828.564,2210.719,1854.037,7.897,298.452,0.000,0.000,2.586,0.000,0.000
1107,398.845,4427.951,4427.951,4377.470,1827.637,2218.966,1849.811,7.759,298.302,0.000,0.000,2.577,0.000,0.000
1108,399.211,4444.958,4444.958,4381.280,1826.710,2227.372,1845.511,7.621,298.153,0.000,0.000,2.569,0.000,0.000
1109,399.577,4201.878,4201.878,4385.167,1825.784,2235.926,1841.139,7.482,298.005,0.000,0.000,2.562,0.000,0.000
1110,399.943,4454.684,4454.684,4389.120,1824.857,2244.617,1836.696,7.343,297.857,0.000,0.000,2.554,0.000,0.000
1111,400.309,4370.185,4370.185,4393.130,1823.930,2253.432,1832.184,7.204,297.709,0.000,0.000,2.547,0.000,0.000
1112,400.676,4405.870,4405.870,4397.186,1823.004,2262.359,1827.606,7.066,297.563,0.000,0.000,2.539,0.000,0.000
1113,401.042,4341.522,4341.522,4401.277,1822.077,2271.385,1822.963,6.928,297.416,0.000,0.000,2.532,0.000,0.000
1114,401.408,4259.464,4259.464,4405.392,1821.150,2280.495,1818.257,6.791,297.271,0.000,0.000,2.525,0.000,0.000
1115,401.774,4484.020,4484.020,4409.519,1820.224,2289.675,1813.491,6.656,297.126,0.000,0.000,2.518,0.000,0.000
1116,402.140,4394.598,4394.598,4413.644,1819.297,2298.909,1808.667,6.522,296.982,0.000,0.000,2.511,0.000,0.000
1117,402.506,4554.983,4554.983,4417.754,1818.371,2308.181,1803.787,6.390,296.838,0.000,0.000,2.505,0.000,0.000
1118,402.872,4361.098,4361.098,4421.836,1817.444,2317.475,1798.856,6.259,296.695,0.000,0.000,2.498,0.000,0.000
1119,403.238,4226.524,4226.524,4425.876,1816.517,2326.774,1793.874,6.131,296.552,0.000,0.000,2.491,0.000,0.000
1120,403.605,4285.864,4285.864,4429.858,1815.591,2336.059,1788.846,6.005,296.410,0.000,0.000,2.485,0.000,0.000
1121,403.971,4422.077,4422.077,4433.769,1814.664,2345.313,1783.773,5.882,296.269,0.000,0.000,2.479,0.000,0.000
1122,404.337,4206.183,4206.183,4437.592,1813.737,2354.517,1778.660,5.761,296.128,0.000,0.000,2.473,0.000,0.000
1123,404.703,4355.654,4355.654,4441.313,1812.811,2363.653,1773.508,5.644,295.988,0.000,0.000,2.467,0.000,0.000
1124,405.069,4299.429,4299.429,4444.915,1811.884,2372.702,1768.322,5.529,295.849,0.000,0.000,2.461,0.000,0.000
1125,405.435,4313.508,4313.508,4448.383,1810.957,2381.644,1763.103,5.418,295.710,0.000,0.000,2.455,0.000,0.000
1126,405.801,4345.816,4345.816,4451.700,1810.031,2390.459,1757.857,5.310,295.572,0.000,0.000,2.449,0.000,0.000
1127,406.168,4400.374,4400.374,4454.850,1809.104,2399.128,1752.586,5.205,295.435,0.000,0.000,2.443,0.000,0.000
1128,406.534,4341.007,4341.007,4457.817,1808.177,2407.631,1747.292,5.104,295.299,0.000,0.000,2.438,0.000,0.000
1129,406.900,4350.851,4350.851,4460.585,1807.251,2415.949,1741.980,5.007,295.163,0.000,0.000,2.432,0.000,0.000
1130,407.266,4286.653,4286.653,4463.137,1806.324,2424.062,1736.653,4.913,295.029,0.000,0.000,2.427,0.000,0.000
1131,407.632,4466.192,4466.192,4465.457,1805.398,2431.950,1731.315,4.823,294.895,0.000,0.000,2.421,0.000,0.000
1132,407.998,4477.437,4477.437,4467.530,1804.471,2439.595,1725.968,4.737,294.763,0.000,0.000,2.416,0.000,0.000
1133,408.364,4247.818,4247.818,4469.340,1803.544,2446.976,1720.616,4.654,294.631,0.000,0.000,2.411,0.000,0.000
1134,408.730,4310.711,4310.711,4470.872,1802.618,2454.076,1715.262,4.576,294.501,0.000,0.000,2.405,0.000,0.000
1135,409.097,4225.627,4225.627,4472.111,1801.691,2460.876,1709.909,4.501,294.372,0.000,0.000,2.400,0.000,0.000
1136,409.463,4206.830,4206.830,4473.041,1800.764,2467.358,1704.562,4.430,294.244,0.000,0.000,2.395,0.000,0.000
1137,409.829,4373.056,4373.056,4473.651,1799.838,2473.505,1699.223,4.363,294.118,0.000,0.000,2.390,0.000,0.000
1138,410.195,4266.162,4266.162,4473.925,1798.911,2479.300,1693.895,4.300,293.993,0.000,0.000,2.385,0.000,0.000
1139,410.561,4111.682,4111.682,4473.852,1797.984,2484.728,1688.581,4.240,293.870,0.000,0.000,2.380,0.000,0.000
1140,410.927,4088.922,4088.922,4473.418,1797.058,2489.772,1683.285,4.184,293.748,0.000,0.000,2.376,0.000,0.000
1141,411.293,4284.622,4284.622,4472.613,1796.131,2494.419,1678.010,4.132,293.629,0.000,0.000,2.371,0.000,0.000
1142,411.659,4237.202,4237.202,4471.427,1795.205,2498.655,1672.758,4.083,293.512,0.000,0.000,2.366,0.000,0.000
1143,412.026,4163.879,4163.879,4469.848,1794.278,2502.467,1667.532,4.038,293.397,0.000,0.000,2.361,0.000,0.000
1144,412.392,4118.582,4118.582,4467.869,1793.351,2505.844,1662.335,3.996,293.284,0.000,0.000,2.357,0.000,0.000
1145,412.758,4135.808,4135.808,4465.481,1792.425,2508.774,1657.171,3.958,293.174,0.000,0.000,2.352,0.000,0.000
1146,413.124,4201.875,4201.875,4462.677,1791.498,2511.248,1652.040,3.922,293.067,0.000,0.000,2.347,0.000,0.000
1147,413.490,4172.689,4172.689,4459.451,1790.571,2513.256,1646.947,3.890,292.962,0.000,0.000,2.343,0.000,0.000
1148,413.856,4050.417,4050.417,4455.798,1789.645,2514.793,1641.893,3.860,292.861,0.000,0.000,2.339,0.000,0.000
1149,414.222,4188.580,4188.580,4451.714,1788.718,2515.850,1636.880,3.834,292.764,0.000,0.000,2.334,0.000,0.000
1150,414.588,4098.046,4098.046,4447.197,1787.791,2516.424,1631.911,3.810,292.670,0.000,0.000,2.330,0.000,0.000
1151,414.954,4046.921,4046.921,4442.243,1786.865,2516.509,1626.989,3.788,292.580,0.000,0.000,2.325,0.000,0.000
1152,415.321,4167.425,4167.425,4436.854,1785.938,2516.104,1622.114,3.769,292.494,0.000,0.000,2.321,0.000,0.000
1153,415.687,4146.086,4146.086,4431.028,1785.011,2515.206,1617.288,3.752,292.413,0.000,0.000,2.317,0.000,0.000
1154,416.053,4134.735,4134.735,4424.768,1784.085,2513.815,1612.514,3.737,292.337,0.000,0.000,2.313,0.000,0.000
1155,416.419,4076.940,4076.940,4418.077,1783.158,2511.933,1607.794,3.724,292.266,0.000,0.000,2.308,0.000,0.000
1156,416.785,4015.027,4015.027,4410.958,1782.232,2509.561,1603.127,3.713,292.201,0.000,0.000,2.304,0.000,0.000
1157,417.151,3894.752,3894.752,4403.417,1781.305,2506.703,1598.517,3.703,292.141,0.000,0.000,2.300,0.000,0.000
1158,417.517,4032.718,4032.718,4395.459,1780.378,2503.364,1593.964,3.695,292.088,0.000,0.000,2.296,0.000,0.000
1159,417.883,4058.993,4058.993,4387.093,1779.452,2499.550,1589.469,3.688,292.042,0.000,0.000,2.292,0.000,0.000
1160,418.250,4049.802,4049.802,4378.326,1778.525,2495.267,1585.034,3.682,292.002,0.000,0.000,2.288,0.000,0.000
1161,418.616,3904.597,3904.597,4369.168,1777.598,2490.525,1580.659,3.677,291.971,0.000,0.000,2.284,0.000,0.000
1162,418.982,3847.654,3847.654,4359.629,1776.672,2485.332,1576.345,3.673,291.947,0.000,0.000,2.280,0.000,0.000
1163,419.348,4006.032,4006.032,4349.723,1775.745,2479.700,1572.093,3.670,291.933,0.000,0.000,2.276,0.000,0.000
1164,419.714,3955.731,3955.731,4339.460,1774.818,2473.640,1567.903,3.666,291.927,0.000,0.000,2.272,0.000,0.000
1165,420.080,3866.914,3866.914,4328.855,1773.892,2467.164,1563.776,3.664,291.931,0.000,0.000,2.268,0.000,0.000
1166,420.446,4125.305,4125.305,4317.922,1772.965,2460.287,1559.712,3.661,291.945,0.000,0.000,2.264,0.000,0.000
1167,420.812,3981.728,3981.728,4306.676,1772.039,2453.024,1555.712,3.658,291.970,0.000,0.000,2.261,0.000,0.000
1168,421.179,3914.234,3914.234,4295.135,1771.112,2445.390,1551.775,3.656,292.006,0.000,0.000,2.257,0.000,0.000
1169,421.545,3913.043,3913.043,4283.315,1770.185,2437.401,1547.902,3.652,292.054,0.000,0.000,2.253,0.000,0.000
1170,421.911,3935.288,3935.288,4271.234,1769.259,2429.076,1544.093,3.649,292.115,0.000,0.000,2.249,0.000,0.000
1171,422.277,3890.249,3890.249,4258.910,1768.332,2420.432,1540.347,3.645,292.190,0.000,0.000,2.246,0.000,0.000
1172,422.643,3813.433,3813.433,4246.363,1767.405,2411.488,1536.664,3.640,292.278,0.000,0.000,2.242,0.000,0.000
1173,423.009,3759.774,3759.774,4233.612,1766.479,2402.263,1533.044,3.635,292.381,0.000,0.000,2.238,0.000,0.000
1174,423.375,3943.343,3943.343,4220.678,1765.552,2392.778,1529.487,3.628,292.499,0.000,0.000,2.235,0.000,0.000
1175,423.741,3716.973,3716.973,4207.581,1764.625,2383.052,1525.992,3.621,292.634,0.000,0.000,2.231,0.000,0.000
1176,424.108,3805.271,3805.271,4194.343,1763.699,2373.109,1522.558,3.612,292.785,0.000,0.000,2.228,0.000,0.000
1177,424.474,3737.501,3737.501,4180.985,1762.772,2362.967,1519.185,3.602,292.955,0.000,0.000,2.224,0.000,0.000
1178,424.840,3756.237,3756.237,4167.529,1761.845,2352.650,1515.873,3.591,293.142,0.000,0.000,2.221,0.000,0.000
1179,425.206,3738.449,3738.449,4153.996,1760.919,2342.179,1512.620,3.579,293.349,0.000,0.000,2.217,0.000,0.000
1180,425.572,3833.058,3833.058,4140.410,1759.992,2331.577,1509.426,3.565,293.576,0.000,0.000,2.214,0.000,0.000
1181,425.938,3597.048,3597.048,4126.792,1759.066,2320.865,1506.291,3.550,293.824,0.000,0.000,2.210,0.000,0.000
1182,426.304,3675.615,3675.615,4113.165,1758.139,2310.067,1503.212,3.533,294.094,0.000,0.000,2.207,0.000,0.000
1183,426.671,3736.580,3736.580,4099.550,1757.212,2299.205,1500.189,3.514,294.386,0.000,0.000,2.204,0.000,0.000
1184,427.037,3744.697,3744.697,4085.971,1756.286,2288.302,1497.222,3.494,294.702,0.000,0.000,2.201,0.000,0.000
1185,427.403,3746.947,3746.947,4072.450,1755.359,2277.379,1494.309,3.472,295.042,0.000,0.000,2.197,0.000,0.000
1186,427.769,3713.062,3713.062,4059.008,1754.432,2266.459,1491.449,3.449,295.407,0.000,0.000,2.194,0.000,0.000
1187,428.135,3669.174,3669.174,4045.668,1753.506,2255.564,1488.641,3.424,295.798,0.000,0.000,2.191,0.000,0.000
1188,428.501,3763.139,3763.139,4032.451,1752.579,2244.716,1485.884,3.397,296.216,0.000,0.000,2.188,0.000,0.000
1189,428.867,3654.330,3654.330,4019.378,1751.652,2233.936,1483.177,3.368,296.661,0.000,0.000,2.185,0.000,0.000
1190,429.234,3791.186,3791.186,4006.471,1750.726,2223.247,1480.519,3.338,297.135,0.000,0.000,2.181,0.000,0.000
1191,429.600,3718.280,3718.280,3993.750,1749.799,2212.668,1477.909,3.306,297.638,0.000,0.000,2.178,0.000,0.000
1192,429.966,3750.411,3750.411,3981.234,1748.873,2202.220,1475.345,3.272,298.170,0.000,0.000,2.175,0.000,0.000
1193,430.332,3679.194,3679.194,3968.945,1747.946,2191.924,1472.827,3.237,298.734,0.000,0.000,2.172,0.000,0.000
1194,430.698,3769.222,3769.222,3956.901,1747.019,2181.799,1470.353,3.200,299.329,0.000,0.000,2.169,0.000,0.000
1195,431.064,3771.998,3771.998,3945.121,1746.093,2171.864,1467.922,3.161,299.956,0.000,0.000,2.167,0.000,0.000
1196,431.430,3620.348,3620.348,3933.623,1745.166,2162.138,1465.534,3.121,300.616,0.000,0.000,2.164,0.000,0.000
1197,431.797,3644.781,3644.781,3922.424,1744.239,2152.639,1463.186,3.079,301.309,0.000,0.000,2.161,0.000,0.000
1198,432.163,3726.734,3726.734,3911.543,1743.313,2143.385,1460.877,3.036,302.036,0.000,0.000,2.158,0.000,0.000
1199,432.529,3711.187,3711.187,3900.995,1742.386,2134.392,1458.607,2.991,302.798,0.000,0.000,2.155,0.000,0.000
1200,432.895,3535.190,3535.190,3890.797,1741.459,2125.678,1456.375,2.945,303.595,0.000,0.000,2.152,0.000,0.000
1201,433.261,3739.255,3739.255,3880.963,1740.533,2117.258,1454.179,2.898,304.427,0.000,0.000,2.150,0.000,0.000
1202,433.627,3688.016,3688.016,3871.508,1739.606,2109.148,1452.018,2.849,305.295,0.000,0.000,2.147,0.000,0.000
1203,433.994,3765.075,3765.075,3862.447,1738.679,2101.361,1449.891,2.800,306.200,0.000,0.000,2.144,0.000,0.000
1204,434.360,3754.307,3754.307,3853.792,1737.753,2093.913,1447.797,2.749,307.141,0.000,0.000,2.142,0.000,0.000
1205,434.726,3786.671,3786.671,3845.557,1736.826,2086.817,1445.735,2.698,308.118,0.000,0.000,2.139,0.000,0.000
1206,435.092,3793.209,3793.209,3837.753,1735.900,2080.085,1443.703,2.645,309.133,0.000,0.000,2.137,0.000,0.000
1207,435.458,3718.726,3718.726,3830.392,1734.973,2073.730,1441.702,2.592,310.184,0.000,0.000,2.134,0.000,0.000
1208,435.824,3608.013,3608.013,3823.485,1734.046,2067.764,1439.729,2.538,311.272,0.000,0.000,2.132,0.000,0.000
1209,436.191,3780.342,3780.342,3817.041,1733.120,2062.197,1437.785,2.483,312.396,0.000,0.000,2.129,0.000,0.000
1210,436.557,3720.262,3720.262,3811.070,1732.193,2057.041,1435.867,2.427,313.557,0.000,0.000,2.127,0.000,0.000
1211,436.923,3537.967,3537.967,3805.581,1731.266,2052.305,1433.975,2.372,314.755,0.000,0.000,2.125,0.000,0.000
1212,437.289,3749.284,3749.284,3800.582,1730.340,2047.998,1432.108,2.315,315.988,0.000,0.000,2.122,0.000,0.000
1213,437.655,3738.638,3738.638,3796.080,1729.413,2044.130,1430.265,2.259,317.256,0.000,0.000,2.120,0.000,0.000
1214,438.021,3681.318,3681.318,3792.082,1728.486,2040.708,1428.445,2.202,318.559,0.000,0.000,2.118,0.000,0.000
1215,438.388,3731.511,3731.511,3788.595,1727.560,2037.740,1426.648,2.145,319.896,0.000,0.000,2.115,0.000,0.000
1216,438.754,3833.044,3833.044,3785.623,1726.633,2035.233,1424.873,2.088,321.267,0.000,0.000,2.113,0.000,0.000
1217,439.120,3633.708,3633.708,3783.173,1725.707,2033.193,1423.118,2.031,322.669,0.000,0.000,2.111,0.000,0.000
1218,439.486,3794.470,3794.470,3781.247,1724.780,2031.628,1421.383,1.974,324.103,0.000,0.000,2.109,0.000,0.000
1219,439.852,3827.950,3827.950,3779.850,1723.853,2030.541,1419.667,1.917,325.568,0.000,0.000,2.107,0.000,0.000
1220,440.219,3677.973,3677.973,3778.985,1722.927,2029.938,1417.970,1.860,327.061,0.000,0.000,2.105,0.000,0.000
1221,440.585,3740.248,3740.248,3778.654,1722.000,2029.824,1416.290,1.804,328.582,0.000,0.000,2.103,0.000,0.000
1222,440.951,3762.510,3762.510,3778.860,1721.073,2030.202,1414.628,1.748,330.130,0.000,0.000,2.101,0.000,0.000
1223,441.317,3738.044,3738.044,3779.602,1720.147,2031.076,1412.982,1.693,331.702,0.000,0.000,2.099,0.000,0.000
1224,441.683,3912.761,3912.761,3780.883,1719.220,2032.448,1411.352,1.638,333.298,0.000,0.000,2.097,0.000,0.000
1225,442.050,3792.057,3792.057,3782.701,1718.293,2034.321,1409.737,1.584,334.914,0.000,0.000,2.095,0.000,0.000
1226,442.416,3874.016,3874.016,3785.057,1717.367,2036.696,1408.137,1.530,336.551,0.000,0.000,2.093,0.000,0.000
1227,442.782,3935.242,3935.242,3787.949,1716.440,2039.575,1406.551,1.477,338.205,0.000,0.000,2.091,0.000,0.000
1228,443.148,3817.468,3817.468,3791.375,1715.514,2042.958,1404.978,1.425,339.874,0.000,0.000,2.089,0.000,0.000
1229,443.514,3832.095,3832.095,3795.333,1714.587,2046.847,1403.419,1.374,341.556,0.000,0.000,2.088,0.000,0.000
1230,443.881,3937.606,3937.606,3799.820,1713.660,2051.239,1401.872,1.323,343.250,0.000,0.000,2.086,0.000,0.000
1231,444.247,3880.287,3880.287,3804.832,1712.734,2056.135,1400.337,1.273,344.953,0.000,0.000,2.084,0.000,0.000
1232,444.613,3901.561,3901.561,3810.365,1711.807,2061.532,1398.815,1.225,346.661,0.000,0.000,2.082,0.000,0.000
1233,444.979,3859.445,3859.445,3816.414,1710.880,2067.430,1397.303,1.177,348.374,0.000,0.000,2.081,0.000,0.000
1234,445.346,3988.815,3988.815,3822.974,1709.954,2073.825,1395.803,1.130,350.087,0.000,0.000,2.079,0.000,0.000
1235,445.712,4029.690,4029.690,3830.037,1709.027,2080.714,1394.313,1.084,351.799,0.000,0.000,2.077,0.000,0.000
1236,446.078,3928.824,3928.824,3837.598,1708.100,2088.092,1392.834,1.040,353.507,0.000,0.000,2.076,0.000,0.000
1237,446.444,4039.238,4039.238,3845.649,1707.174,2095.957,1391.364,0.996,355.208,0.000,0.000,2.074,0.000,0.000
1238,446.810,3873.121,3873.121,3854.181,1706.247,2104.302,1389.905,0.953,356.899,0.000,0.000,2.072,0.000,0.000
1239,447.177,3994.136,3994.136,3863.186,1705.320,2113.122,1388.455,0.912,358.577,0.000,0.000,2.071,0.000,0.000
1240,447.543,3931.824,3931.824,3872.654,1704.394,2122.410,1387.014,0.872,360.239,0.000,0.000,2.069,0.000,0.000
1241,447.909,4101.232,4101.232,3882.575,1703.467,2132.159,1385.583,0.833,361.883,0.000,0.000,2.068,0.000,0.000
1242,448.275,3916.466,3916.466,3892.938,1702.541,2142.362,1384.161,0.795,363.505,0.000,0.000,2.066,0.000,0.000
1243,448.642,4072.498,4072.498,3903.732,1701.614,2153.009,1382.748,0.758,365.102,0.000,0.000,2.065,0.000,0.000
1244,449.008,4104.344,4104.344,3914.943,1700.687,2164.093,1381.344,0.722,366.671,0.000,0.000,2.063,0.000,0.000
1245,449.374,4177.834,4177.834,3926.559,1699.761,2175.601,1379.949,0.688,368.210,0.000,0.000,2.062,0.000,0.000
1246,449.740,3962.568,3962.568,3938.567,1698.834,2187.525,1378.562,0.654,369.715,0.000,0.000,2.060,0.000,0.000
1247,450.107,4152.242,4152.242,3950.950,1697.907,2199.851,1377.184,0.622,371.184,0.000,0.000,2.059,0.000,0.000
1248,450.473,4129.981,4129.981,3963.696,1696.981,2212.569,1375.816,0.591,372.613,0.000,0.000,2.058,0.000,0.000
1249,450.839,4249.835,4249.835,3976.786,1696.054,2225.664,1374.456,0.561,373.999,0.000,0.000,2.056,0.000,0.000
1250,451.206,4107.393,4107.393,3990.205,1695.127,2239.123,1373.105,0.532,375.340,0.000,0.000,2.055,0.000,0.000
1251,451.572,4119.968,4119.968,4003.935,1694.201,2252.932,1371.764,0.504,376.632,0.000,0.000,2.054,0.000,0.000
1252,451.938,4218.767,4218.767,4017.958,1693.274,2267.074,1370.431,0.477,377.874,0.000,0.000,2.052,0.000,0.000
1253,452.304,4222.485,4222.485,4032.256,1692.348,2281.533,1369.109,0.452,379.062,0.000,0.000,2.051,0.000,0.000
1254,452.671,4281.844,4281.844,4046.808,1691.421,2296.293,1367.796,0.427,380.194,0.000,0.000,2.050,0.000,0.000
1255,453.037,4443.052,4443.052,4061.595,1690.494,2311.334,1366.493,0.404,381.267,0.000,0.000,2.048,0.000,0.000
1256,453.403,4354.272,4354.272,4076.595,1689.568,2326.640,1365.200,0.381,382.278,0.000,0.000,2.047,0.000,0.000
1257,453.769,4277.903,4277.903,4091.788,1688.641,2342.189,1363.918,0.360,383.227,0.000,0.000,2.046,0.000,0.000
1258,454.136,4330.826,4330.826,4107.150,1687.714,2357.962,1362.646,0.339,384.109,0.000,0.000,2.044,0.000,0.000
1259,454.502,4319.320,4319.320,4122.660,1686.788,2373.938,1361.386,0.319,384.924,0.000,0.000,2.043,0.000,0.000
1260,454.868,4306.795,4306.795,4138.293,1685.861,2390.094,1360.138,0.300,385.669,0.000,0.000,2.042,0.000,0.000
1261,455.235,4207.747,4207.747,4154.026,1684.934,2406.409,1358.902,0.283,386.343,0.000,0.000,2.040,0.000,0.000
1262,455.601,4372.246,4372.246,4169.835,1684.008,2422.859,1357.678,0.266,386.944,0.000,0.000,2.039,0.000,0.000
1263,455.967,4202.013,4202.013,4185.694,1683.081,2439.420,1356.467,0.249,387.470,0.000,0.000,2.038,0.000,0.000
1264,456.334,4518.518,4518.518,4201.579,1682.154,2456.068,1355.271,0.234,387.920,0.000,0.000,2.037,0.000,0.000
1265,456.700,4443.151,4443.151,4217.463,1681.228,2472.778,1354.088,0.219,388.293,0.000,0.000,2.035,0.000,0.000
1266,457.066,4350.616,4350.616,4233.320,1680.301,2489.523,1352.921,0.206,388.587,0.000,0.000,2.034,0.000,0.000
1267,457.433,4328.334,4328.334,4249.125,1679.375,2506.279,1351.769,0.192,388.803,0.000,0.000,2.033,0.000,0.000
1268,457.799,4326.210,4326.210,4264.849,1678.448,2523.017,1350.633,0.180,388.938,0.000,0.000,2.032,0.000,0.000
1269,458.165,4394.978,4394.978,4280.467,1677.521,2539.711,1349.514,0.168,388.993,0.000,0.000,2.031,0.000,0.000
1270,458.532,4319.271,4319.271,4295.951,1676.595,2556.334,1348.414,0.157,388.967,0.000,0.000,2.029,0.000,0.000
1271,458.898,4476.586,4476.586,4311.274,1675.668,2572.858,1347.332,0.147,388.861,0.000,0.000,2.028,0.000,0.000
1272,459.264,4291.133,4291.133,4326.408,1674.741,2589.253,1346.269,0.137,388.673,0.000,0.000,2.027,0.000,0.000
1273,459.631,4412.168,4412.168,4341.327,1673.815,2605.494,1345.228,0.127,388.404,0.000,0.000,2.026,0.000,0.000
1274,459.997,4433.634,4433.634,4356.004,1672.888,2621.549,1344.207,0.119,388.055,0.000,0.000,2.024,0.000,0.000
1275,460.363,4406.394,4406.394,4370.410,1671.961,2637.392,1343.210,0.110,387.626,0.000,0.000,2.023,0.000,0.000
1276,460.730,4260.775,4260.775,4384.520,1671.035,2652.994,1342.236,0.103,387.117,0.000,0.000,2.022,0.000,0.000
1277,461.096,4305.041,4305.041,4398.307,1670.108,2668.326,1341.287,0.095,386.530,0.000,0.000,2.021,0.000,0.000
1278,461.462,4357.933,4357.933,4411.745,1669.182,2683.359,1340.364,0.088,385.865,0.000,0.000,2.020,0.000,0.000
1279,461.829,4405.661,4405.661,4424.807,1668.255,2698.066,1339.469,0.082,385.124,0.000,0.000,2.018,0.000,0.000
1280,462.195,4422.665,4422.665,4437.470,1667.328,2712.418,1338.602,0.076,384.307,0.000,0.000,2.017,0.000,0.000
1281,462.561,4375.396,4375.396,4449.706,1666.402,2726.389,1337.766,0.070,383.417,0.000,0.000,2.016,0.000,0.000
1282,462.928,4465.396,4465.396,4461.494,1665.475,2739.949,1336.961,0.065,382.455,0.000,0.000,2.015,0.000,0.000
1283,463.294,4363.118,4363.118,4472.808,1664.548,2753.074,1336.190,0.060,381.422,0.000,0.000,2.014,0.000,0.000
1284,463.661,4313.485,4313.485,4483.628,1663.622,2765.736,1335.454,0.056,380.321,0.000,0.000,2.012,0.000,0.000
1285,464.027,4463.385,4463.385,4493.929,1662.695,2777.910,1334.754,0.051,379.154,0.000,0.000,2.011,0.000,0.000
1286,464.393,4318.063,4318.063,4503.693,1661.768,2789.571,1334.093,0.047,377.922,0.000,0.000,2.010,0.000,0.000
1287,464.760,4225.408,4225.408,4512.898,1660.842,2800.696,1333.473,0.044,376.628,0.000,0.000,2.009,0.000,0.000
1288,465.126,4356.835,4356.835,4521.526,1659.915,2811.259,1332.896,0.040,375.274,0.000,0.000,2.007,0.000,0.000
1289,465.493,4271.129,4271.129,4529.558,1658.988,2821.240,1332.363,0.037,373.864,0.000,0.000,2.006,0.000,0.000
1290,465.859,4420.976,4420.976,4536.979,1658.062,2830.616,1331.877,0.034,372.398,0.000,0.000,2.005,0.000,0.000
1291,466.225,4358.042,4358.042,4543.773,1657.135,2839.368,1331.441,0.031,370.881,0.000,0.000,2.004,0.000,0.000
1292,466.592,4419.161,4419.161,4549.926,1656.209,2847.476,1331.056,0.029,369.314,0.000,0.000,2.003,0.000,0.000
1293,466.958,4326.787,4326.787,4555.424,1655.282,2854.921,1330.726,0.026,367.700,0.000,0.000,2.001,0.000,0.000
1294,467.325,4385.461,4385.461,4560.256,1654.355,2861.687,1330.453,0.024,366.043,0.000,0.000,2.000,0.000,0.000
1295,467.691,4429.313,4429.313,4564.413,1653.429,2867.758,1330.240,0.022,364.345,0.000,0.000,1.999,0.000,0.000
1296,468.058,4257.995,4257.995,4567.886,1652.502,2873.120,1330.090,0.020,362.609,0.000,0.000,1.998,0.000,0.000
1297,468.424,4300.864,4300.864,4570.667,1651.575,2877.760,1330.006,0.019,360.838,0.000,0.000,1.996,0.000,0.000
1298,468.790,4302.852,4302.852,4572.752,1650.649,2881.665,1329.991,0.017,359.035,0.000,0.000,1.995,0.000,0.000
1299,469.157,4181.779,4181.779,4574.136,1649.722,2884.826,1330.049,0.015,357.204,0.000,0.000,1.994,0.000,0.000
