ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Pb,Xray-Th,Xray-Ba
1596,542.138,213.353,219.556,169.241,99.276,105.732,0.000,13.936,0.000,0.000,0.610,0.000,0.000,0.000
1597,542.483,199.391,219.683,169.265,99.326,105.816,0.000,13.924,0.000,0.000,0.614,0.000,0.000,0.000
1598,542.828,176.167,219.826,169.288,99.377,105.916,0.000,13.912,0.000,0.000,0.618,0.000,0.000,0.000
1599,543.173,259.797,219.985,169.311,99.428,106.032,0.000,13.901,0.000,0.000,0.622,0.000,0.000,0.000
1600,543.519,207.167,220.161,169.335,99.480,106.163,0.000,13.889,0.000,0.000,0.626,0.000,0.000,0.000
1601,543.864,196.648,220.352,169.358,99.532,106.311,0.000,13.877,0.000,0.000,0.630,0.000,0.000,0.000
1602,544.209,209.501,220.560,169.381,99.585,106.474,0.000,13.866,0.000,0.000,0.633,0.000,0.000,0.000
1603,544.554,181.167,220.785,169.404,99.638,106.654,0.000,13.854,0.000,0.000,0.636,0.000,0.000,0.000
1604,544.899,202.057,221.026,169.428,99.692,106.849,0.000,13.843,0.000,0.000,0.639,0.000,0.000,0.000
1605,545.244,261.464,221.283,169.451,99.746,107.060,0.000,13.832,0.000,0.000,0.642,0.000,0.000,0.000
1606,545.589,201.426,221.557,169.474,99.801,107.288,0.000,13.821,0.000,0.000,0.644,0.000,0.000,0.000
1607,545.934,189.870,221.847,169.498,99.857,107.531,0.000,13.810,0.000,0.000,0.646,0.000,0.000,0.000
1608,546.280,197.057,222.154,169.521,99.913,107.791,0.000,13.800,0.000,0.000,0.648,0.000,0.000,0.000
1609,546.625,220.093,222.477,169.544,99.969,108.066,0.000,13.789,0.000,0.000,0.650,0.000,0.000,0.000
1610,546.970,222.426,222.817,169.567,100.026,108.358,0.000,13.779,0.000,0.000,0.651,0.000,0.000,0.000
1611,547.315,243.206,223.173,169.591,100.083,108.666,0.000,13.769,0.000,0.000,0.652,0.000,0.000,0.000
1612,547.660,212.575,223.547,169.614,100.141,108.990,0.000,13.759,0.000,0.000,0.653,0.000,0.000,0.000
1613,548.005,225.500,223.937,169.637,100.199,109.331,0.000,13.750,0.000,0.000,0.653,0.000,0.000,0.000
1614,548.350,235.204,224.344,169.660,100.258,109.689,0.000,13.740,0.000,0.000,0.654,0.000,0.000,0.000
1615,548.695,209.278,224.768,169.684,100.317,110.063,0.000,13.731,0.000,0.000,0.654,0.000,0.000,0.000
1616,549.040,225.315,225.209,169.707,100.377,110.453,0.000,13.722,0.000,0.000,0.653,0.000,0.000,0.000
1617,549.385,207.278,225.668,169.730,100.437,110.861,0.000,13.714,0.000,0.000,0.653,0.000,0.000,0.000
1618,549.730,234.908,226.144,169.754,100.498,111.286,0.000,13.705,0.000,0.000,0.652,0.000,0.000,0.000
1619,550.075,218.574,226.636,169.777,100.558,111.727,0.000,13.697,0.000,0.000,0.651,0.000,0.000,0.000
1620,550.420,257.056,227.145,169.800,100.617,112.186,0.000,13.689,0.000,0.000,0.650,0.000,0.000,0.000
1621,550.765,256.056,227.671,169.823,100.676,112.663,0.000,13.682,0.000,0.000,0.648,0.000,0.000,0.000
1622,551.110,219.872,228.215,169.847,100.735,113.158,0.000,13.674,0.000,0.000,0.646,0.000,0.000,0.000
1623,551.455,258.315,228.776,169.870,100.793,113.671,0.000,13.667,0.000,0.000,0.644,0.000,0.000,0.000
1624,551.800,253.612,229.355,169.893,100.850,114.201,0.000,13.660,0.000,0.000,0.641,0.000,0.000,0.000
1625,552.145,266.205,229.952,169.917,100.907,114.750,0.000,13.653,0.000,0.000,0.639,0.000,0.000,0.000
1626,552.490,257.946,230.566,169.940,100.964,115.318,0.000,13.646,0.000,0.000,0.636,0.000,0.000,0.000
1627,552.835,300.796,231.198,169.963,101.020,115.904,0.000,13.640,0.000,0.000,0.632,0.000,0.000,0.000
1628,553.180,261.574,231.848,169.986,101.075,116.508,0.000,13.633,0.000,0.000,0.629,0.000,0.000,0.000
1629,553.525,266.242,232.516,170.010,101.130,117.132,0.000,13.627,0.000,0.000,0.625,0.000,0.000,0.000
1630,553.870,249.020,233.204,170.033,101.184,117.774,0.000,13.622,0.000,0.000,0.621,0.000,0.000,0.000
1631,554.215,309.316,233.909,170.056,101.237,118.436,0.000,13.616,0.000,0.000,0.617,0.000,0.000,0.000
1632,554.559,297.204,234.635,170.080,101.290,119.118,0.000,13.611,0.000,0.000,0.612,0.000,0.000,0.000
1633,554.904,271.537,235.379,170.103,101.343,119.820,0.000,13.606,0.000,0.000,0.607,0.000,0.000,0.000
1634,555.249,326.612,236.143,170.126,101.394,120.542,0.000,13.602,0.000,0.000,0.602,0.000,0.000,0.000
1635,555.594,269.539,236.928,170.149,101.445,121.285,0.000,13.597,0.000,0.000,0.597,0.000,0.000,0.000
1636,555.939,288.279,237.733,170.173,101.496,122.050,0.000,13.593,0.000,0.000,0.592,0.000,0.000,0.000
1637,556.284,279.946,238.559,170.196,101.546,122.835,0.000,13.589,0.000,0.000,0.586,0.000,0.000,0.000
1638,556.629,314.834,239.407,170.219,101.595,123.643,0.000,13.586,0.000,0.000,0.580,0.000,0.000,0.000
1639,556.974,284.205,240.276,170.242,101.644,124.473,0.000,13.583,0.000,0.000,0.574,0.000,0.000,0.000
1640,557.319,298.575,241.169,170.266,101.692,125.326,0.000,13.580,0.000,0.000,0.568,0.000,0.000,0.000
1641,557.663,289.205,242.083,170.289,101.740,126.202,0.000,13.577,0.000,0.000,0.562,0.000,0.000,0.000
1642,558.008,290.131,243.021,170.312,101.787,127.101,0.000,13.575,0.000,0.000,0.555,0.000,0.000,0.000
1643,558.353,306.428,243.981,170.336,101.832,128.025,0.000,13.573,0.000,0.000,0.548,0.000,0.000,0.000
1644,558.698,328.686,244.966,170.359,101.877,128.973,0.000,13.572,0.000,0.000,0.541,0.000,0.000,0.000
1645,559.043,315.465,245.974,170.382,101.920,129.946,0.000,13.570,0.000,0.000,0.534,0.000,0.000,0.000
1646,559.387,319.020,247.006,170.405,101.962,130.945,0.000,13.569,0.000,0.000,0.527,0.000,0.000,0.000
1647,559.732,319.723,248.063,170.429,102.003,131.970,0.000,13.568,0.000,0.000,0.520,0.000,0.000,0.000
1648,560.077,363.983,249.147,170.452,102.043,133.022,0.000,13.567,0.000,0.000,0.512,0.000,0.000,0.000
1649,560.422,331.243,250.257,170.475,102.082,134.101,0.000,13.567,0.000,0.000,0.504,0.000,0.000,0.000
1650,560.767,374.649,251.394,170.499,102.120,135.208,0.000,13.566,0.000,0.000,0.497,0.000,0.000,0.000
1651,561.111,351.057,252.559,170.522,102.157,136.344,0.000,13.566,0.000,0.000,0.489,0.000,0.000,0.000
1652,561.456,329.649,253.753,170.545,102.194,137.509,0.000,13.567,0.000,0.000,0.481,0.000,0.000,0.000
1653,561.801,331.575,254.977,170.568,102.229,138.705,0.000,13.567,0.000,0.000,0.473,0.000,0.000,0.000
1654,562.146,359.316,256.231,170.592,102.264,139.931,0.000,13.568,0.000,0.000,0.465,0.000,0.000,0.000
1655,562.490,353.982,257.516,170.615,102.298,141.189,0.000,13.570,0.000,0.000,0.457,0.000,0.000,0.000
1656,562.835,384.428,258.833,170.638,102.331,142.479,0.000,13.571,0.000,0.000,0.448,0.000,0.000,0.000
1657,563.180,349.242,260.183,170.661,102.364,143.803,0.000,13.573,0.000,0.000,0.440,0.000,0.000,0.000
1658,563.525,371.799,261.567,170.685,102.397,145.160,0.000,13.575,0.000,0.000,0.432,0.000,0.000,0.000
1659,563.869,358.613,262.985,170.708,102.429,146.552,0.000,13.578,0.000,0.000,0.423,0.000,0.000,0.000
1660,564.214,360.759,264.439,170.731,102.461,147.980,0.000,13.580,0.000,0.000,0.415,0.000,0.000,0.000
1661,564.559,416.020,265.920,170.755,102.493,149.434,0.000,13.584,0.000,0.000,0.407,0.000,0.000,0.000
1662,564.903,393.613,267.414,170.778,102.525,150.901,0.000,13.587,0.000,0.000,0.398,0.000,0.000,0.000
1663,565.248,396.501,268.915,170.801,102.557,152.375,0.000,13.591,0.000,0.000,0.390,0.000,0.000,0.000
1664,565.593,367.762,270.423,170.824,102.589,153.855,0.000,13.595,0.000,0.000,0.381,0.000,0.000,0.000
1665,565.937,450.020,271.936,170.848,102.620,155.341,0.000,13.600,0.000,0.000,0.373,0.000,0.000,0.000
1666,566.282,415.687,273.454,170.871,102.651,156.831,0.000,13.605,0.000,0.000,0.365,0.000,0.000,0.000
1667,566.627,382.391,274.974,170.894,102.681,158.325,0.000,13.610,0.000,0.000,0.356,0.000,0.000,0.000
1668,566.971,419.724,276.496,170.918,102.711,159.820,0.000,13.615,0.000,0.000,0.348,0.000,0.000,0.000
1669,567.316,444.649,278.019,170.941,102.740,161.316,0.000,13.621,0.000,0.000,0.339,0.000,0.000,0.000
1670,567.661,436.650,279.541,170.964,102.770,162.810,0.000,13.627,0.000,0.000,0.331,0.000,0.000,0.000
1671,568.005,407.465,281.060,170.987,102.799,164.302,0.000,13.633,0.000,0.000,0.323,0.000,0.000,0.000
1672,568.350,472.835,282.576,171.011,102.828,165.791,0.000,13.640,0.000,0.000,0.315,0.000,0.000,0.000
1673,568.694,425.280,284.087,171.034,102.857,167.274,0.000,13.647,0.000,0.000,0.307,0.000,0.000,0.000
1674,569.039,415.058,285.592,171.057,102.886,168.750,0.000,13.654,0.000,0.000,0.299,0.000,0.000,0.000
1675,569.384,413.279,287.089,171.081,102.916,170.218,0.000,13.661,0.000,0.000,0.291,0.000,0.000,0.000
1676,569.728,473.909,288.577,171.104,102.946,171.677,0.000,13.669,0.000,0.000,0.283,0.000,0.000,0.000
1677,570.073,440.799,290.055,171.127,102.976,173.124,0.000,13.677,0.000,0.000,0.275,0.000,0.000,0.000
1678,570.417,428.873,291.521,171.150,103.006,174.559,0.000,13.686,0.000,0.000,0.268,0.000,0.000,0.000
1679,570.762,426.982,292.973,171.174,103.037,175.979,0.000,13.695,0.000,0.000,0.260,0.000,0.000,0.000
1680,571.106,452.244,294.411,171.197,103.069,177.383,0.000,13.704,0.000,0.000,0.252,0.000,0.000,0.000
1681,571.451,442.317,295.832,171.220,103.101,178.770,0.000,13.713,0.000,0.000,0.245,0.000,0.000,0.000
1682,571.795,455.502,297.236,171.243,103.134,180.138,0.000,13.723,0.000,0.000,0.238,0.000,0.000,0.000
1683,572.140,469.020,298.620,171.267,103.168,181.485,0.000,13.733,0.000,0.000,0.231,0.000,0.000,0.000
1684,572.484,461.539,299.984,171.290,103.203,182.811,0.000,13.743,0.000,0.000,0.224,0.000,0.000,0.000
1685,572.829,485.947,301.325,171.313,103.239,184.113,0.000,13.754,0.000,0.000,0.217,0.000,0.000,0.000
1686,573.173,480.392,302.643,171.337,103.276,185.389,0.000,13.765,0.000,0.000,0.210,0.000,0.000,0.000
1687,573.518,451.354,303.935,171.360,103.314,186.639,0.000,13.776,0.000,0.000,0.203,0.000,0.000,0.000
1688,573.862,463.207,305.200,171.383,103.353,187.860,0.000,13.788,0.000,0.000,0.196,0.000,0.000,0.000
1689,574.207,486.577,306.436,171.406,103.393,189.051,0.000,13.799,0.000,0.000,0.190,0.000,0.000,0.000
1690,574.551,498.353,307.642,171.430,103.433,190.211,0.000,13.812,0.000,0.000,0.184,0.000,0.000,0.000
1691,574.896,497.169,308.815,171.453,103.473,191.338,0.000,13.824,0.000,0.000,0.177,0.000,0.000,0.000
1692,575.240,496.354,309.956,171.476,103.515,192.430,0.000,13.836,0.000,0.000,0.171,0.000,0.000,0.000
1693,575.585,502.057,311.062,171.500,103.558,193.487,0.000,13.849,0.000,0.000,0.165,0.000,0.000,0.000
1694,575.929,493.986,312.133,171.523,103.601,194.507,0.000,13.862,0.000,0.000,0.160,0.000,0.000,0.000
1695,576.273,541.280,313.166,171.546,103.646,195.488,0.000,13.875,0.000,0.000,0.154,0.000,0.000,0.000
1696,576.618,528.540,314.161,171.569,103.692,196.429,0.000,13.889,0.000,0.000,0.148,0.000,0.000,0.000
1697,576.962,549.391,315.116,171.593,103.738,197.329,0.000,13.903,0.000,0.000,0.143,0.000,0.000,0.000
1698,577.307,526.280,316.030,171.616,103.786,198.187,0.000,13.917,0.000,0.000,0.138,0.000,0.000,0.000
1699,577.651,574.391,316.902,171.639,103.835,199.001,0.000,13.931,0.000,0.000,0.133,0.000,0.000,0.000
1700,577.995,514.356,317.732,171.663,103.886,199.770,0.000,13.945,0.000,0.000,0.128,0.000,0.000,0.000
1701,578.340,529.281,318.517,171.686,103.937,200.494,0.000,13.960,0.000,0.000,0.123,0.000,0.000,0.000
1702,578.684,511.761,319.257,171.709,103.991,201.171,0.000,13.975,0.000,0.000,0.118,0.000,0.000,0.000
1703,579.029,567.280,319.951,171.732,104.045,201.800,0.000,13.990,0.000,0.000,0.113,0.000,0.000,0.000
1704,579.373,567.948,320.599,171.756,104.101,202.380,0.000,14.006,0.000,0.000,0.109,0.000,0.000,0.000
1705,579.717,552.836,321.198,171.779,104.159,202.911,0.000,14.021,0.000,0.000,0.104,0.000,0.000,0.000
1706,580.062,547.837,321.750,171.802,104.218,203.391,0.000,14.037,0.000,0.000,0.100,0.000,0.000,0.000
1707,580.406,538.688,322.252,171.825,104.279,203.821,0.000,14.053,0.000,0.000,0.096,0.000,0.000,0.000
1708,580.750,527.428,322.704,171.849,104.342,204.198,0.000,14.069,0.000,0.000,0.092,0.000,0.000,0.000
1709,581.094,517.725,323.105,171.872,104.406,204.523,0.000,14.086,0.000,0.000,0.088,0.000,0.000,0.000
1710,581.439,510.799,323.455,171.895,104.471,204.795,0.000,14.102,0.000,0.000,0.084,0.000,0.000,0.000
1711,581.783,583.985,323.753,171.919,104.538,205.013,0.000,14.119,0.000,0.000,0.081,0.000,0.000,0.000
1712,582.127,560.540,323.997,171.942,104.605,205.176,0.000,14.136,0.000,0.000,0.077,0.000,0.000,0.000
1713,582.472,537.873,324.189,171.965,104.674,205.286,0.000,14.153,0.000,0.000,0.074,0.000,0.000,0.000
1714,582.816,541.354,324.327,171.988,104.743,205.341,0.000,14.170,0.000,0.000,0.071,0.000,0.000,0.000
1715,583.160,531.761,324.412,172.012,104.814,205.340,0.000,14.187,0.000,0.000,0.068,0.000,0.000,0.000
1716,583.504,534.873,324.443,172.035,104.886,205.285,0.000,14.204,0.000,0.000,0.065,0.000,0.000,0.000
1717,583.849,580.502,324.419,172.058,104.959,205.174,0.000,14.222,0.000,0.000,0.062,0.000,0.000,0.000
1718,584.193,439.614,324.342,172.082,105.033,205.009,0.000,14.239,0.000,0.000,0.059,0.000,0.000,0.000
1719,584.537,532.465,324.211,172.105,105.108,204.788,0.000,14.257,0.000,0.000,0.056,0.000,0.000,0.000
1720,584.881,528.985,324.027,172.128,105.184,204.512,0.000,14.274,0.000,0.000,0.053,0.000,0.000,0.000
1721,585.226,586.911,323.789,172.151,105.261,204.182,0.000,14.292,0.000,0.000,0.051,0.000,0.000,0.000
1722,585.570,526.689,323.498,172.175,105.339,203.797,0.000,14.310,0.000,0.000,0.048,0.000,0.000,0.000
1723,585.914,570.429,323.154,172.198,105.419,203.358,0.000,14.327,0.000,0.000,0.046,0.000,0.000,0.000
1724,586.258,532.874,322.757,172.221,105.499,202.866,0.000,14.345,0.000,0.000,0.044,0.000,0.000,0.000
1725,586.602,503.354,322.309,172.244,105.580,202.321,0.000,14.363,0.000,0.000,0.042,0.000,0.000,0.000
1726,586.946,530.392,321.810,172.268,105.663,201.723,0.000,14.381,0.000,0.000,0.040,0.000,0.000,0.000
1727,587.291,576.021,321.259,172.291,105.746,201.074,0.000,14.399,0.000,0.000,0.038,0.000,0.000,0.000
1728,587.635,504.058,320.659,172.314,105.830,200.373,0.000,14.417,0.000,0.000,0.036,0.000,0.000,0.000
1729,587.979,565.169,320.010,172.338,105.916,199.622,0.000,14.436,0.000,0.000,0.034,0.000,0.000,0.000
1730,588.323,488.687,319.313,172.361,106.002,198.822,0.000,14.454,0.000,0.000,0.032,0.000,0.000,0.000
1731,588.667,516.614,318.568,172.384,106.089,197.973,0.000,14.472,0.000,0.000,0.031,0.000,0.000,0.000
1732,589.011,511.984,317.776,172.407,106.178,197.077,0.000,14.490,0.000,0.000,0.029,0.000,0.000,0.000
1733,589.355,506.874,316.938,172.431,106.266,196.134,0.000,14.508,0.000,0.000,0.027,0.000,0.000,0.000
1734,589.699,505.503,316.054,172.454,106.355,195.145,0.000,14.526,0.000,0.000,0.026,0.000,0.000,0.000
1735,590.044,559.354,315.127,172.477,106.444,194.112,0.000,14.544,0.000,0.000,0.025,0.000,0.000,0.000
1736,590.388,498.875,314.156,172.501,106.533,193.035,0.000,14.562,0.000,0.000,0.023,0.000,0.000,0.000
1737,590.732,475.318,313.143,172.524,106.622,191.916,0.000,14.580,0.000,0.000,0.022,0.000,0.000,0.000
1738,591.076,498.726,312.089,172.547,106.711,190.757,0.000,14.598,0.000,0.000,0.021,0.000,0.000,0.000
1739,591.420,488.392,310.996,172.570,106.800,189.558,0.000,14.615,0.000,0.000,0.020,0.000,0.000,0.000
1740,591.764,496.319,309.865,172.594,106.889,188.321,0.000,14.633,0.000,0.000,0.019,0.000,0.000,0.000
1741,592.108,476.428,308.697,172.617,106.979,187.047,0.000,14.650,0.000,0.000,0.018,0.000,0.000,0.000
1742,592.452,494.947,307.493,172.640,107.068,185.738,0.000,14.668,0.000,0.000,0.017,0.000,0.000,0.000
1743,592.796,490.687,306.256,172.664,107.157,184.396,0.000,14.685,0.000,0.000,0.016,0.000,0.000,0.000
1744,593.140,515.502,304.986,172.687,107.245,183.020,0.000,14.702,0.000,0.000,0.015,0.000,0.000,0.000
1745,593.484,458.763,303.685,172.710,107.334,181.615,0.000,14.719,0.000,0.000,0.014,0.000,0.000,0.000
1746,593.828,465.465,302.354,172.733,107.422,180.180,0.000,14.736,0.000,0.000,0.013,0.000,0.000,0.000
1747,594.172,437.133,300.995,172.757,107.511,178.717,0.000,14.753,0.000,0.000,0.013,0.000,0.000,0.000
1748,594.516,450.911,299.610,172.780,107.598,177.228,0.000,14.769,0.000,0.000,0.012,0.000,0.000,0.000
1749,594.860,468.466,298.201,172.803,107.686,175.715,0.000,14.786,0.000,0.000,0.011,0.000,0.000,0.000
1750,595.204,444.503,296.768,172.826,107.774,174.178,0.000,14.802,0.000,0.000,0.011,0.000,0.000,0.000
1751,595.548,437.651,295.313,172.850,107.861,172.621,0.000,14.818,0.000,0.000,0.010,0.000,0.000,0.000
1752,595.892,464.503,293.839,172.873,107.948,171.044,0.000,14.834,0.000,0.000,0.009,0.000,0.000,0.000
1753,596.236,441.280,292.346,172.896,108.035,169.449,0.000,14.850,0.000,0.000,0.009,0.000,0.000,0.000
1754,596.580,448.652,290.836,172.920,108.121,167.838,0.000,14.866,0.000,0.000,0.008,0.000,0.000,0.000
1755,596.924,423.245,289.312,172.943,108.207,166.212,0.000,14.882,0.000,0.000,0.008,0.000,0.000,0.000
1756,597.267,441.169,287.774,172.966,108.293,164.573,0.000,14.897,0.000,0.000,0.008,0.000,0.000,0.000
1757,597.611,419.800,286.224,172.989,108.378,162.923,0.000,14.912,0.000,0.000,0.007,0.000,0.000,0.000
1758,597.955,438.354,284.663,173.013,108.463,161.263,0.000,14.928,0.000,0.000,0.007,0.000,0.000,0.000
1759,598.299,434.576,283.092,173.036,108.547,159.594,0.000,14.942,0.000,0.000,0.006,0.000,0.000,0.000
1760,598.643,434.021,281.513,173.059,108.629,157.918,0.000,14.957,0.000,0.000,0.006,0.000,0.000,0.000
1761,598.987,400.169,279.928,173.083,108.711,156.237,0.000,14.972,0.000,0.000,0.006,0.000,0.000,0.000
1762,599.331,411.280,278.338,173.106,108.791,154.553,0.000,14.986,0.000,0.000,0.005,0.000,0.000,0.000
1763,599.675,403.687,276.743,173.129,108.870,152.866,0.000,15.000,0.000,0.000,0.005,0.000,0.000,0.000
1764,600.018,387.760,275.147,173.152,108.948,151.178,0.000,15.014,0.000,0.000,0.005,0.000,0.000,0.000
1765,600.362,382.465,273.550,173.176,109.024,149.491,0.000,15.027,0.000,0.000,0.005,0.000,0.000,0.000
1766,600.706,432.873,271.953,173.199,109.099,147.806,0.000,15.041,0.000,0.000,0.004,0.000,0.000,0.000
1767,601.050,436.206,270.358,173.222,109.173,146.124,0.000,15.054,0.000,0.000,0.004,0.000,0.000,0.000
1768,601.394,374.316,268.767,173.245,109.246,144.448,0.000,15.067,0.000,0.000,0.004,0.000,0.000,0.000
1769,601.737,382.501,267.180,173.269,109.317,142.777,0.000,15.079,0.000,0.000,0.004,0.000,0.000,0.000
1770,602.081,366.503,265.599,173.292,109.388,141.114,0.000,15.092,0.000,0.000,0.003,0.000,0.000,0.000
1771,602.425,398.650,264.026,173.315,109.456,139.459,0.000,15.104,0.000,0.000,0.003,0.000,0.000,0.000
1772,602.769,390.392,262.461,173.339,109.524,137.815,0.000,15.116,0.000,0.000,0.003,0.000,0.000,0.000
1773,603.113,373.834,260.906,173.362,109.590,136.182,0.000,15.128,0.000,0.000,0.003,0.000,0.000,0.000
1774,603.456,359.835,259.361,173.385,109.656,134.561,0.000,15.139,0.000,0.000,0.003,0.000,0.000,0.000
1775,603.800,337.131,257.829,173.408,109.720,132.953,0.000,15.150,0.000,0.000,0.003,0.000,0.000,0.000
1776,604.144,321.724,256.309,173.432,109.783,131.360,0.000,15.162,0.000,0.000,0.002,0.000,0.000,0.000
1777,604.488,368.428,254.804,173.455,109.844,129.782,0.000,15.172,0.000,0.000,0.002,0.000,0.000,0.000
1778,604.831,355.058,253.314,173.478,109.905,128.220,0.000,15.183,0.000,0.000,0.002,0.000,0.000,0.000
1779,605.175,295.726,251.839,173.502,109.965,126.676,0.000,15.194,0.000,0.000,0.002,0.000,0.000,0.000
1780,605.519,332.835,250.179,173.322,109.915,125.071,0.000,15.188,0.000,0.000,0.002,0.000,0.000,0.000
1781,605.862,326.836,248.536,173.141,109.865,123.485,0.000,15.182,0.000,0.000,0.002,0.000,0.000,0.000
1782,606.206,309.613,246.912,172.961,109.814,121.918,0.000,15.176,0.000,0.000,0.002,0.000,0.000,0.000
1783,606.550,327.649,245.307,172.781,109.761,120.372,0.000,15.169,0.000,0.000,0.002,0.000,0.000,0.000
1784,606.893,326.242,243.722,172.601,109.708,118.848,0.000,15.162,0.000,0.000,0.002,0.000,0.000,0.000
1785,607.237,300.539,242.159,172.421,109.653,117.346,0.000,15.156,0.000,0.000,0.001,0.000,0.000,0.000
1786,607.581,309.946,240.616,172.241,109.598,115.866,0.000,15.149,0.000,0.000,0.001,0.000,0.000,0.000
1787,607.924,275.093,239.095,172.061,109.541,114.409,0.000,15.141,0.000,0.000,0.001,0.000,0.000,0.000
1788,608.268,322.909,237.596,171.881,109.482,112.976,0.000,15.134,0.000,0.000,0.001,0.000,0.000,0.000
1789,608.612,313.650,236.118,171.701,109.422,111.566,0.000,15.126,0.000,0.000,0.001,0.000,0.000,0.000
1790,608.955,333.464,234.664,171.521,109.360,110.181,0.000,15.118,0.000,0.000,0.001,0.000,0.000,0.000
1791,609.299,302.724,233.232,171.341,109.297,108.821,0.000,15.110,0.000,0.000,0.001,0.000,0.000,0.000
1792,609.642,319.353,231.823,171.161,109.232,107.485,0.000,15.102,0.000,0.000,0.001,0.000,0.000,0.000
1793,609.986,308.981,230.438,170.981,109.166,106.175,0.000,15.093,0.000,0.000,0.001,0.000,0.000,0.000
1794,610.329,271.167,229.077,170.801,109.099,104.890,0.000,15.084,0.000,0.000,0.001,0.000,0.000,0.000
1795,610.673,255.205,227.740,170.621,109.030,103.631,0.000,15.075,0.000,0.000,0.001,0.000,0.000,0.000
1796,611.017,268.945,226.427,170.441,108.959,102.398,0.000,15.066,0.000,0.000,0.001,0.000,0.000,0.000
1797,611.360,293.092,225.139,170.261,108.888,101.191,0.000,15.057,0.000,0.000,0.001,0.000,0.000,0.000
1798,611.704,271.315,223.876,170.081,108.815,100.010,0.000,15.047,0.000,0.000,0.001,0.000,0.000,0.000
1799,612.047,268.722,222.637,169.901,108.741,98.855,0.000,15.038,0.000,0.000,0.001,0.000,0.000,0.000
1800,612.391,243.612,221.423,169.721,108.666,97.726,0.000,15.028,0.000,0.000,0.001,0.000,0.000,0.000
1801,612.734,247.648,220.234,169.541,108.590,96.623,0.000,15.018,0.000,0.000,0.001,0.000,0.000,0.000
1802,613.078,282.537,219.070,169.361,108.513,95.546,0.000,15.008,0.000,0.000,0.001,0.000,0.000,0.000
1803,613.421,199.056,217.931,169.181,108.435,94.496,0.000,14.997,0.000,0.000,0.001,0.000,0.000,0.000
1804,613.765,259.203,216.817,169.001,108.356,93.471,0.000,14.987,0.000,0.000,0.000,0.000,0.000,0.000
1805,614.108,247.352,215.727,168.820,108.276,92.472,0.000,14.976,0.000,0.000,0.000,0.000,0.000,0.000
1806,614.452,281.795,214.662,168.640,108.195,91.498,0.000,14.966,0.000,0.000,0.000,0.000,0.000,0.000
1807,614.795,228.833,213.622,168.460,108.114,90.550,0.000,14.955,0.000,0.000,0.000,0.000,0.000,0.000
1808,615.139,256.944,212.606,168.280,108.031,89.627,0.000,14.944,0.000,0.000,0.000,0.000,0.000,0.000
1809,615.482,245.167,211.614,168.100,107.949,88.729,0.000,14.933,0.000,0.000,0.000,0.000,0.000,0.000
1810,615.825,205.723,210.646,167.920,107.865,87.856,0.000,14.922,0.000,0.000,0.000,0.000,0.000,0.000
1811,616.169,203.722,209.701,167.740,107.781,87.007,0.000,14.911,0.000,0.000,0.000,0.000,0.000,0.000
1812,616.512,228.721,208.781,167.560,107.697,86.182,0.000,14.899,0.000,0.000,0.000,0.000,0.000,0.000
1813,616.856,234.832,207.884,167.380,107.612,85.381,0.000,14.888,0.000,0.000,0.000,0.000,0.000,0.000
1814,617.199,229.091,207.010,167.200,107.527,84.603,0.000,14.877,0.000,0.000,0.000,0.000,0.000,0.000
1815,617.542,210.721,206.158,167.020,107.441,83.849,0.000,14.865,0.000,0.000,0.000,0.000,0.000,0.000
1816,617.886,218.239,205.328,166.840,107.354,83.117,0.000,14.854,0.000,0.000,0.000,0.000,0.000,0.000
1817,618.229,197.240,204.519,166.660,107.267,82.407,0.000,14.842,0.000,0.000,0.000,0.000,0.000,0.000
1818,618.573,208.203,203.731,166.480,107.179,81.719,0.000,14.830,0.000,0.000,0.000,0.000,0.000,0.000
1819,618.916,209.646,202.963,166.300,107.090,81.052,0.000,14.818,0.000,0.000,0.000,0.000,0.000,0.000
1820,619.259,191.979,202.215,166.120,107.000,80.406,0.000,14.806,0.000,0.000,0.000,0.000,0.000,0.000
1821,619.603,205.016,201.488,165.940,106.910,79.781,0.000,14.794,0.000,0.000,0.000,0.000,0.000,0.000
1822,619.946,197.053,200.780,165.760,106.819,79.176,0.000,14.782,0.000,0.000,0.000,0.000,0.000,0.000
1823,620.289,163.425,200.090,165.580,106.727,78.590,0.000,14.770,0.000,0.000,0.000,0.000,0.000,0.000
1824,620.632,183.091,199.420,165.400,106.635,78.024,0.000,14.758,0.000,0.000,0.000,0.000,0.000,0.000
1825,620.976,211.053,198.767,165.220,106.542,77.476,0.000,14.746,0.000,0.000,0.000,0.000,0.000,0.000
1826,621.319,215.202,198.133,165.040,106.449,76.947,0.000,14.733,0.000,0.000,0.000,0.000,0.000,0.000
1827,621.662,198.424,197.516,164.860,106.356,76.436,0.000,14.721,0.000,0.000,0.000,0.000,0.000,0.000
1828,622.006,193.127,196.915,164.680,106.262,75.942,0.000,14.709,0.000,0.000,0.000,0.000,0.000,0.000
1829,622.349,175.237,196.332,164.499,106.168,75.465,0.000,14.696,0.000,0.000,0.000,0.000,0.000,0.000
1830,622.692,196.719,195.764,164.319,106.073,75.005,0.000,14.684,0.000,0.000,0.000,0.000,0.000,0.000
